,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0,0,0.00558684905397223,0,0,0,0,0,0,0,0.281235251907349,0,0.0781091722871854,0,0,0,0.255016814406375,0.0244346389730424,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.276818957617232,0,0,0,0,0.142040390599965,0.22099988371089,0,0,0,0,0,0,0,0,0,0,-0.0173541643520473,-0.0235871941461332
X002142.CH.EQUITY,0,0,0,0,0,0,0.109914022387124,0,0.451322215173445,0,0.261482618983236,0,0,0,0,0,0,0,0,-0.0952230614437715,0,0,0,0.119213467733661,0,-0.15290925509239,0,-0.071514032147026,0,0,0,0,0,0.0607116615961011,0,0.159123511646906,0,0,0,0,0,0,-0.0668434549837369,0,0,0,0.0512985350308573,0,0,-0.110967709221346,0
X002958.CH.EQUITY,0,0,0,0,0.178427001515272,0,0,0,0,-6.93889390390723e-18,0,0,0,0.130530340496018,0,0,0,0,0,0,0.307244691316772,0,0,0,0,0,0,0,0,0,0,0,-0.237092189658556,0,0,0.317211924814556,0,0.258125462891822,0,0,0,0,0,0,0,0,0,0,0,0,0.165878177243425
X600000.CH.EQUITY,0.0834551539901319,0.151235679669117,0,0,0,0.0461273836117488,0,0,0,0,0,0.130258323458245,0.201903824559048,0,0,0,0,0.163676442676238,0,0,0,0,0,0,0,0,0,0,0.0362128263250543,0,0,0,0,0,0,0,0,0.0438799917632396,-6.93889390390723e-18,0,0,0,0.0143737855692078,0,0,0,0,0,0,0,-0.209754068761847
X600015.CH.EQUITY,0,0,0,0,0,0.011804461344025,0,-1.73472347597681e-18,0,0.129270368058392,0,0,0,0,0,0,0,0.248948273658658,0,0,0,0,0.0686035886231494,0,0,0.0547951413040055,0.142327740499713,0,0,0,0.0698984153727956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.435096927049952,0,0,0.23711695667436,0,0.0571354840541607,0,0,0.057772438891951,0,0,0,0,0.111310658814062,0,0,0,0.127349182406316,0,0,0,0,0,0.123458329578777,0,0,0,0,0,-0.122384902363052,0,0.142675963222145,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0776340115740013,0,0,0,0,0,0,0,0,0,0,0.236384400839261,0.276118067140152,0.0261406193698843,0,0,0,0,0,0,-0.00190760677147736,0,0,0.195646186489374,0,0,0,0.0354212530580907,0,0,0,0,0,0,0.0340136666687165,0,0,0,0,0,0,0,0,0,0,0,0,0.172349041580906,0.140400856842069,0,0
X600919.CH.EQUITY,0,0,-0.0784345134242865,0,0,0,0,0,0,0,0.214163098807936,0,0,0,-3.46944695195361e-18,0.185705683247587,0,0,0,0,0,0,0.379163025817016,0,0.195536777647609,0,0,0,0,0.225336008872563,0,0,0,0,0,0,-0.0464912684098538,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0919936731473297
X600926.CH.EQUITY,0,0.110137471515395,0,0,0,0,0,0,0,0,0,0.653694669260898,0,0,0,0,-0.255935081686273,0.0187959084613234,0,0.0661102151268271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731717559627242,0,0,0,0,0,0,0,0,0,0,0,0,0
X600928.CH.EQUITY,0,0,0.0777037425072332,0,0,0,0,0,0,0,0,0,0,0,0.0617894547476336,0,0,0,0,0,0,0,0.151002791803469,0,0,0,0.407047637739204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206443695262781,0,0,0,0,0,0
