,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.152702332127074,0,0,0.00386550992470922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994294107767586,0.35869629216648,0.0892279882290973,0,0,0,0,-0.111933764287305,0,0,0,0.190905824736826,-0.205999129403071,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170014301455666,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0789637464058978,0.0168105016170553,0.0606594659176853,0,0,0,0,0,0,0,0,0,0,0,0,0.299743396995598,0,0,0,0,0,0,0,0,0,0,0.150521051936486,0,0,0,0,0,0,0,0,0.317517062115042,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.876238389078391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605035929557358,0,0,0,0.0306810043475668,0,0,0,0,-0.102803661618154,0,0.0879010576996135,0,0,0,0,0,0,-0.012653367860221,0,0,0,0.0552527997083399,0,-0.0636938606679532,0,0,0.0403193179489798,0,0,0,0.0702702820855925,-0.00956146708135273
X601288.CH.EQUITY,0.0243198531525676,0,0.756799628512236,0,0,0,0,0,0,0,0,-0.0454085429515095,0,0.259618534185534,0,0,0.0075175705411557,0.122783386433359,-0.0105284081496421,0,0,0,0,0,-0.103682285799737,0,0.0382209036375614,0,0,0,0,0,0,0,-0.0623561652440267,0,-0.10432804202964,0,0,0,0,-0.0417547869512366,0,0,0,0,0,0,0,0,-0.0244222311665165,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.652091579797642,0,0.277543888978855,0,0,0.102384268814374,0,0,0.032592238675911,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.11852566214796,0,0,0,0,0,0,0,0.0546073210122717,0,0,0,0,0,0,-0.0192756987838344
X601628.CH.EQUITY,0,0.0419006394712184,1.73472347597681e-18,0,0,0,0.294224673855224,-3.46944695195361e-18,0,-0.0541148186760892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196966926262327,0,0.127968160706694,0.0589548176986293,0,0,0,0,0.0639681853795007,0.102332430975722,0.0811864741252724,-6.93889390390723e-18,0
X600036.CH.EQUITY,0,0,0.37380920649854,0.0571921627696404,0,0,0,0.0923968484028119,0.0717445238779808,-0.0505175730407687,0,0,0,0,0.120309314903304,0,0,0,0,0.0247350041884626,0,0,0,0,0,0,0.0652619591525561,0,0,-0.023921975669248,0,0,0,0.243924456335242,0,0,0,0,0,0,0,-0.0621851442825423,0,0,0,0,0,0.0507230569274856,0,0,0.0880656970048582,0
X1299.HK.EQUITY,0,0,0,0,0,0.0857380264691414,0,0,0,0,0,0,0,0,0,0,0.0348819021930161,0,0,0,0,0.183299468702783,0,-0.0613363134217384,0,0,0,0,0.165331399986662,0,0,0,0,0,0,0,0,0.0382930145714928,0.0229866699492662,0,0,0.175755979333048,0.116693310624896,0,0,0,0,0.443770553584067,0,0,0.0839999789123007,0
X5.HK.EQUITY,0,0,0,0,0,-0.146836520231233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415850339495243,0,-3.46944695195361e-18,0,0,0,0.936206824771934,-0.452528846559274,0,0,0,0.676570750347918,0,0,0,0,0,0.137557137010804,-0.229670814542449,0,0,0,0,0,0.0548070101290557,0.10407582539793,0,0,0,0.121085131486279,0,0.219079408507169,0.103903506520545
X388.HK.EQUITY,0,0.23671898085489,0,0,0.047271975372926,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.00323287781239425,0,0,0,-0.278526047277529,0,0,0.232833504738807,0.502091648699472,0,0,0,0.0166726679847818,-0.0776630497659217,0,0,0,0,0,0.149237100904881,0,0,0.0605117369843581,0.268126153206259,0,0,0,0,-0.347427157495242,-0.0494672977293184,-0.0414231490046621,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0.0599828154691124,0.185321527055544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162396072172029,0.203478291497235,0,0,-0.156905943967135,-0.0624788136135445,0,-0.134403043421682,0,0,0,0,0,0,0,0,0,0,0,0.0378930099827649,0,0,-6.93889390390723e-18,0,0,0.421000655025883,0,0,0,0,0,0.0455466343129589,0,0.0291264593458665,0
X600030.CH.EQUITY,0,0,0.00204671482237259,0,0,0,0,0,0,0,0,0,0,0,0,0.265809743754788,-4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.00854941183652002,0,0,0,0.0397078735458762,0,0,0.323846171157114,0,0,0.0886133202104581,0,0,0,0.107319853124792,0,0,0,0,0,0,0.0530157078378894,0,0,0.0160170376132963,0.0107381399999989,0
