,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.2965293667915,0.371645538312983,0,0,0,-0.0477034694895864,0,0,0,0,0,-0.00135706942058931,0,0,0,-0.105035351413279,0.00236303841209857,0,0,0.115886759079909,0,0,0,0.168110982784661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0594520944116921,-0.0165185433896489,-0.131419816391859,0.039298733102715
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.204470012816388,0,0.290901790065465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00208962253543281,0.060733602698127,0,0,-0.0123032760236149,0,0,0,0,-0.262028778436827,0.27241237682404,0,0.194219434417483,0,0,0,0,0,0.0650048468643302,0,0,0
X601939.CH.EQUITY,0.366607145502771,-0.0274838428257879,0,0.117441266677617,0,0,0,0,0,0,0,0,0.22521463777407,0,0,0,-0.027778008601062,0,0,0.0997067272183891,0.0495511555081968,0,0,0.0966955908457473,0,0,0,0,0,0,0,0,0,0.0289773165791612,0,0,0,0,0.277452377250291,0,0,0,0,0,0,-0.0140408062322975,0,0,0,0,0.0916565897937509
X601288.CH.EQUITY,0.392886728482049,0,0.206230586284551,0,0.15202002280508,0.0739916894152957,0,0.0445829287742576,0,0,0,0,0,0,0.021362430343224,0,0,0,0,0,0,0,0,0,0,0,0,0.0732763956703159,0,0,0,0,0,0.0476564231180906,0,0,0,0.0593803570367424,0.164076078666885,0,0,0.0216976546120333,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.253453252274915,0,0.136578822686499,0,0,0.0801082544934435,0,-0.191234914177479,0,0.284924019998762,0,0,0,0.173778776042136,0,-0.0946271387969415,0,0.218839662365598,0,0,0,-0.176684947944663,0.440847717888792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190879106028586,0,0,0,0,0.0274423983894701,0,0,0,0.0602534776755474,0
X601988.CH.EQUITY,0.0223441849366237,0,0.144209862901508,0.25974206872865,0,0,0,0.0797270340694674,0,0.112573771634545,0.283751340244666,0,0,0,-0.334467812183748,0,0,0,0,0,0,0.0471356744257326,0,0,0,-0.045744495263872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103945681980947,0,0,0,0,0.11906460774526,0
X600036.CH.EQUITY,0,0.187581290308225,0,0,0,0,0,0,0,0,0,0,0.131924281767169,0.0673953387324896,0,0,0,0.0503318780350067,0,0,0,0,0,0.109558036609973,0,0,0,-0.0230687827513161,0,0,0.32553019640617,0,0,-0.0115135203579612,0,0,0,0,0,0,0.0390943274212742,0,0,0,0,0,0.113318357230883,0,0.17348659087876,0.0483924997846022,0
X601628.CH.EQUITY,0,0.234709745491526,0,0,0,0,0,0,0,0.0264742566284464,0,0,0,0,0,0,0,0,0,0,0,0,0.0642884033984529,0,0,0,0,0,0,0,0,0,0,0.116311810115491,0,0,0,0,0,0,0.175479539044317,0,0,0.0979062539163459,0,0,0,-0.0306294658698293,0,0,0.106870464217675
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0689188151481246,0,0,0,0,0.195407269350305,0.0166650057719914,0,0.112189965087958,0,0.187493635136055,0,0,0,0,0,0.34225222593597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701061185275827,0,0,0.0199206424457905,0.0229233823921229,0
X601166.CH.EQUITY,0.0538359524601117,1.73472347597681e-18,0,0,0,0.102425828219454,0,0,0,0,0,0,0,0.203428875132916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461108903739012,0,0,0.227382403020944,0,0,0,0,0,0.131759771843315,0,0,0,0,0,0,-0.0584762098736301,0,0,0,0.0545595923512468
