,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600999.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.107987263615781,0,0.09630554318952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440079216720248,0,0.448983564844026,0,0.159495394300202,0,0,0,0,-0.145400294748883,0,0,0,0,-0.162088627444758,0,-8.67361737988404e-19,0,-0.75456521695706,0,0,0,0,0.0761625305644127,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.336181014966244,0,0,0,0,0,0,0,0.0641078374607258,0,-0.0371710721936001,0.152568223302943,0,-0.00678861426992232,0,0,0,0,0,0,-0.0803363535511885,0,0.0481176739369668,0,-0.0884431658334332,0,0,0,0,0,0,0,0,-0.0582826522254638,0,0,0,0.118343833971882,0,0,0,0,0.407131952870952,0,0,0,0,-0.0306834614586948,0
X601318.CH.EQUITY,0,0,0,0,0.0200257012043164,0.347080873226365,0,0,0,0,0,0,0,0,0.0112636050093919,0,0,0,0,0,0.118915110087503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356401911270757,0.0429500169043656,0,0,0,0.0340890958087244,0,0,0,0
X601288.CH.EQUITY,0,0.570453584643401,0,0,1.0842021724855e-19,0,0,-0.0495583604025129,0,0,0,0.154593264128742,0.0503413698087691,0,0.116622354713209,0,0,0,0,0,0,0.137368551754056,0,0,0,0,0,0.0303161965662644,0,0,0,-0.0850311444126834,0,0,0,0,0,0,0,0,0,0.0532841743828352,0,0,-0.0769519340253125,0,0,0,-0.025410121756838,0,0,0
X601988.CH.EQUITY,0,0,0,0.418894537079825,0,0,0,0,0,0.28931541043857,0,0,0,0.0816882132107479,0,0,0.189243021865951,0,0,0.146036161364565,0,0,0.0749861606977968,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.578664068955422,0,0,0,0,0,0,0,0.0388625971991716,0,0,0,0,0,0,-0.354567750164992
X600036.CH.EQUITY,0,0.0650286202241952,0,0.0454988505802315,0,0,0.0150937447896865,0.0618986519039303,0,0,0,0,0,0,0,0,0,0,0,0.0402670349189001,0.188475205662566,0,0.0312491423882085,0,0,0,0,0,0,0,0,0.106012332391041,0,0,0,0,0,0,0,0,0,0,0,0.159112053548719,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.118037895803761,0,0,0,0,0,0.225707451276604,0,0,0,0,0,0,0.0391798449602754,0,0,0,0.0561922538607108,0.0408243450859136,0,0,0,0,0.044498785752806,0,0,0,6.93889390390723e-18,0,0.131385482380486,0,0.101723436741087,0.241462533622039,0,0,0.0545195184136297,0,0.0448969541220986,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.358211252126987,0,0,0,0,-0.122821173656041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357769679364435,0,0.086474398880738,0,0.0804492910646297,0,0.220730901089361,0,0.0742078326264277,0.146687977781875,0,0,-0.0547891214600485,0,0,0,0,-0.00583461974873166
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144705729173044,-0.136847280330103,0,-0.00286112024248462,0,0,-0.331366743040245,0,0.714941113768788,0.0788965281523041,0.474006359090865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106002865120356,0,0,0,0.212426634938358,0.119888997839808,0,0,0
X601658.CH.Equity,0,0,0,0.22003964826111,0.00117736799169995,0,0,0,0,0,-0.0305038581946672,0,0,0,0,0,0,0,0.272178122506756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909588239266293,0,0.239984884595245,0,0,0,0,0,-0.0406808097965968,0,0,0.108521022600172,0,0,0,0
