,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.360903653702653,0,0.310466096609639,0,0,0,0,0,0.0477132809866712,0,0,0,0,0.0513412466754712,0,0,0,0,-0.0444473076904506,0,0,0,0,0,0,0,0.0441618737925627,0,0,0,0,0,0,0,0,0,0,0,0,0.0902135246448224,0,0,0,0.0582146274029588,0,0,0,0,3.46944695195361e-18,0,0
X601318.CH.EQUITY,0.108477184662594,0,0,0,0,0,0,0,0.179219686503108,0,0,0,0,0,0,0,0.179214359280894,0,3.46944695195361e-18,0,0,0,0,0,0.0678332563546176,0,0,0,0,0,-0.0561989189866793,0.136484523925629,0,0,0.0316612855973008,0.156517709349751,0,0,0,0,0.0391610318547184,0,0.0204911489709345,0,0,0,0.0582829309025366,0,0,0.136092258888883,0,0
X601939.CH.EQUITY,0,0,0,0.340426969081266,0,0.0711696438292053,0,0,0,0,0,0,0.434309251807718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0544533921350875,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.396055102657777,0,0,0,0,0.266331674579096,0,0,0,0,0,0,0,0,0.0307766275615651,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206726636491288,0,0,0.00460581763099654,0,0,0,0.0318051557891213,0.077288223703871,0,-0.0178254629696633
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0.193422447027672,0,0,0,0,0,0,0,0,0,0.528741473043449,0.0228364545533674,0,0,0.0380313208977923,0,0,0,0,0.176132815436878,0.0488789539170585,0,0,0,0,0,0,0,0,0,-0.0463383849755767,0,0,0,0,0,0,0,0,0,0.087210404208277,0,0,0
X601988.CH.EQUITY,0.386392539423697,0,0,0.0030257705455981,0,0,0,0,0,0,0.0657596370307283,0,0,0,0,0,0,0,0.0148433548112753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162127114274744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330820116596557,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.143141796940727,0,0,0.015819153124228,0,0,0,0,0,0.573493486198622,0,0,0,0,0,0,0,0,0,0,0.0717267906520787,0,0,0,0.0621451446424459,0,0,0,0.065942492646703,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0125586415357679,0,0,0.0516729239775007
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0750549349789061,0,0,0,0.428390848612871,0,0,0,0.120449555554038,0.0536271645138051,0,0,0,0,0,0,0,-0.0349416705806915,0.406750627265894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.257051984410818,0,0,0,0,0.0609400907998239,0,0,0,0,0.0128899281809575,0,0,0,0,0,0,0,-0.0798844139090015,0.0981812791294269,0,0,0,0.156856657792676,0,0,0,0,0.151980503733248,0,0,0,0,0,0,0.0712079592706034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663695162857201,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214717290056185,0,0,0,0,0,0,0,0,0,0.347842874667362,0,0,0,0,0.0275236724753696,0,0,0,0,0,0,0,0,0,0,0,-0.869855928890529,0.227365788785867,0,0,-0.367577920868784,0.612795662293903,0.394141638508321,0,-0.102201960233094,-0.113417837206301,0,-0.394686875385747
X601166.CH.EQUITY,0,0,0,0,0,0,0.262974789298256,0,0,0,0,0,0,0,0,0,0.202570115464722,0,0,0,0,0,0,0.0966508110422476,0.015472163875608,0.111101393769867,0,0,0,0.269643603861068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236168204495691,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.44194919044374,0,0,0,0,0,0,0,0,0,0,0.157068491593334,0.145582801235335,0,0,0,0,0,0,0,0,0.11573130854826,0,0,0,0,0,0,0,0.00709119883877439,0.122404886240759,4.33680868994202e-19,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.440184252170854,0,0,0,0,0.207211071745677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606328333365932,1.73472347597681e-18,0,0,0,0,0.175136453043573,0,0,0.0328951602093941,0,0.00156968915865782,0.122877135156584,0,0.0375024407105863
X000002.CH.EQUITY,0.195533950021201,0,0,0,0,0,0,0,0,0,0.0159220440318177,0,0,0,0,0,0,0.0497713154918168,0,0.018997300417463,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.51316427229287,0,0,0,0,0,0,0,0.20860830561226,0,0,0,0,0,0,0,-0.166722849945547,0,0.00387184979037822,0,0,0
X388.HK.EQUITY,0,0,0,0.0541880420522239,0,0,0.0439344981915455,0.0480648983871393,0.127993749058257,0,0,-0.195572552198803,0,0,0,0.0821273941075318,0,3.46944695195361e-18,0,0,0,0,0.600172056116475,0,0,0,0.029618127356168,0.0101990595526207,0,0,0.0904767934590621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0938525848740802,0,0,0,0,0.125311091050038,0,0,0,0,0,0,0,0.183998953569877,0,0,0,0.0253528101922874,0,0,0,0,0.201635644026567,0.176593878324749,0,0.130593318616447,-0.0263152601683096,0,0,0,0,0,0,0,0,0,0,0,0,0.0532751360492709,0.148738834189959,0,0.0272468123977513
X000001.CH.EQUITY,0,0,0,0,0,0,0.229713625738305,0,-0.144449403381518,0,0,0,0,0,0.0108613709775881,0,0,0,0,0,0.105237363395971,0,0,0,0.0836337067406711,0.0478747258777808,0,0,0,0.254024060122581,0,0,0,0,-0.0342767635601668,0.254654276740297,0,0,0.0907056407172935,0,0,0,0,0,0,0,0.154206931240431,0,0,0.0315706428923233,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0.249447269522589,0,0.133146211495634,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0330738154413163,0,0,0,0,0,0,0.197589837258056,0,0,0,0,0,0.224465194986208,0,0,0.0636676811179048,0.000411177950827029,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0.126574853907656,0.0344552305027303,0,0,0.265066234279611,0,0,0,0,0,0,0.0190439566558271,1.73472347597681e-18,0,0,0,0,0,0,0.44774306032101,0,0,0,0,0.0138508716677967,0,-0.0718016225719263,0,0.0389699725848224,0,0,0,0,0,0,0,0,0,0,0.0336853442171158,0,0,0,0,0,0,0,0,-0.0153196374092222
X688.HK.EQUITY,0,0,0,0.0113433232837045,0,0,0,0,0.167138568626599,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69010595688631,0,0,0,0,0,0,0,0,0,0,0,0,0.118130131472897,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177631710367475,0,0,0,0,0,0,0,0,0,0,0.184643908786178,0,0,0,0,0,0,0,0,0,0,0,0,0.549704262035799,0,0,0,0,0,0,0.00279151783989441,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152188364849389,0,0.128642930166599,0,0,0.441766380993685,0.0810720144846351,0,0,0.0360263429375061,0,0.0104636930929183,0,0,0,0,0.174366150280812,0,0,0,0
