,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.103401179790661,0,0.178315080221433,3.46944695195361e-18,0,0,0,0,0,0,0.127211898019341,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168800826471943,0,0,0,0.149220095568146,0,0,0,0,0,0,0,0,0.162646144125346,0,0.130820433293581,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0574828788916382,0,0,0.191327479382544,0,0,0,0.184818890044675,-0.0100520829942835,0,0.257769146651067,0,0,0,0,0,0,0,-0.0426930017408221,0,0,0,0,0,0,-0.161008173906457,0,0,0,0.286356564587258,0,0,0,0.0380840219590011,0.199015093869959,-0.232197103889282,0,0.142110405115531,0,0.131374370599507,0,0,0,0,-0.0435649861119693,0,0
X601939.CH.EQUITY,0.521072097482876,0,0,0,0.00555348868281036,0,0,-0.0369521821021412,0,0,0,0.130885360164916,0,0,0.109136173550528,-0.0436766919219733,0,0,0,0,0,0,0,0.0377670618572189,0,0.217156148009764,-0.127936040890668,0,0,0,0,0,0,0,0,0,0,0.101673559939341,0,0,0.305836351359398,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.209686720434694,0,0.205533613565985,0,0.0591937627224495,0.350022541035205,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0845064784243372,0,0,-0.0549531771046698,0.0244054185892952,0,0,0,0,-0.125769247698861,0,0,0,0,0,0,0,0,-0.0753082498641721,0,0,0,0,0,0.179597645682615,0,0,0,0,0,0,0.0887290115373214,0,0,0,-0.0438847809015749
X5.HK.EQUITY,0,-0.0648149996134216,0.0182686099998852,0.20608713238229,0,0.0222675722324295,0,0,0,0,0,0,0.0601461645499117,0,0,0,0,0,0,0,0,0.435318723192268,0,0,0,0,0,0,0,0,0.417429848753143,0,0,0,0,0,0,0,0,0,0.00620226602137342,0,0,0,0,0,0,0.117727066974603,-0.12869689878968,0,0.0883371589325307,0
X601988.CH.EQUITY,0.255432658075603,0.0835275130278963,0.0899174684272585,0,0,0,0,0,0.192980906954391,0,0,0.273076824592904,0,-0.11417234693944,0,0,0,0,0,0,0,0.0118388846839917,0,0,0,0.0506467804607108,0,0,0,0,0,0,0,0.192703119501897,0,0,0,0,0,0,-0.0401367459456248,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,-0.0508832274427755,0,0.230224456389208,0,-0.0443350743762444,0.0217275579796693,0,0.295516199324989,0,0.21864984597502,0,0,0,0,0,0,0,0,-0.0114952802873662,0.100984504039321,0,0,0,0,0.0292417503820082,0,0.0260230591855852,0.0516355554250491,0,0.137624342749087,0,0,0.0254802572807873,0,0,0,0.0322361165546119,0,0,0,0,0,0,0,0,0,0.0418463141404352
X1299.HK.EQUITY,0,0,0,0,0,0,0.0996669882051572,0,0,0,0.115787228535764,0,0,-0.106877950545857,0,0.0183005276087736,0.244243219286206,0,0,0,0,0.039198211343072,0,0,0.0623843265436857,0.0505903094370652,0.0796557409433563,0,0,0,0,0,0.0250880463671151,0.220524887129673,0,0.0239958157568062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.113868783252158,0.349068895072806,0,0,0,0,0,0,0,0.0466282629366409,0,-0.0484231360144977,0,0,-0.0822382158165567,0,0,0,0,0,0.0263652715365925,-0.0120087504470121,0,0,0,0,0.1707373208355,0,0,0.0141181097632477,0,0,0,0,0,0,0,0,-0.052487386449175,0,-0.0371987739586017,0,0,0,0,0,0,0.202231852889276,0,0,0,0.202199121422581
X601658.CH.Equity,0,0,0,0,0,0,-0.105369629071141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293660271346902,0,0,0,0.175691366221749,0,0,0,0,0,0,0,0,0.592406399834974,0,0,0,-0.492405255216721,0.345892357597942,0,0,0,0,0.0510886090016055,0,-0.12798239106054,0,-0.2761354391648,0,-0.326763056037916
