,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.254918503918578,0.202903454699094,0,0.147876162911443,0,-0.105912232109996,0,0,0.0173071278239072,0,0,0,-0.057730624261393,0,0,0.0897755602367154,0,0,0,0,0.128058499424762,0,0,0,0,0.193945073113893,-0.156802943622921,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,-0.0251297421704638,0,0,0,-0.0690958423331021,0.0446674336795318
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.239771378166934,0,0.0704110479975727,0.285849219826114,0,0,0,0,0,0.0321724497731657,0,0,-0.0314486284845789,0,0,0,0,0,-0.0413564535045725,0,0.0537355496809412,0,0,0,0,0,0,-0.254391329007441,0.218614054890078,0,0,0.230766598541012,0,0,0,0,0,0,0,-0.0198604776032967
X601939.CH.EQUITY,0.356976243131029,0,0,0.09329383591684,0,0,0,0,0,0,0,0,0,0.103427209348006,0.0625064579012424,0,0,0,0,0.18914164107622,0.0138725049164495,0.0414516113246635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310885363853428,0,0,0,3.46944695195361e-18,0,0,-0.0770805447225635,0,0,-0.0278166417424579,0,0.105372845931171
X601288.CH.EQUITY,0.457926655554443,0,0.119286794755291,0,0.044886203028975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408155217888371,0,0,0,0,0,0,0,0,0,0,0,0,0.0851955661236383,0,-0.0461344380679669,0,0.113257002792354,0.106398667397969,0.0432050068061029,0,0,0.0284804437081416,0.120227153991146,0,0,0,0,0.0675037308082811,0,0.0360646160332624
X5.HK.EQUITY,0,-0.19812881803712,0,0.466362717594485,0,0,0,0,-0.187703504135644,0,0.107282827179501,0,0,0,0,0,0,0,0,0.0842040607280156,0,0.492550584254279,0,0,0,-0.0474125814022877,-0.0304925433024434,0,0,0,0,-0.0458086103126157,0,0,0,-0.167620605622556,0,0,0,0,0.0962859024904242,0,0,0,0,0,0,0,-0.150879245456769,0.0486034976117454,0
X601988.CH.EQUITY,0,0,0.113453911303456,0.197840729686842,0,0,0,0.0319201268459179,0,0.174940307204658,0.149913050822447,0,0,-0.0203848415573533,0,-0.145436462666453,0,0,0,0,0,0,0.417172600547831,0,0,0.0670498773576158,0,-0.0590490957556038,0,0,0,-0.0702192472485211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241555333227522,0.0727161937961766
X600036.CH.EQUITY,0,0.0902908257105622,0,0,0,0,0,0,0,0,0,0,0,0.18703536840873,0.0816300030373084,0,0,0,0.0449091130881457,0,0,0.0258467283289782,0,0,0,-0.0434294197272242,0,0,0,0,0,0.273457508855607,0,-0.0437415907531269,0,0,0,0,0,0.0583088127064183,0,0,0,0,0,0,0.274158971447729,0.157251631141578,0,0.136183735728987,0
X601628.CH.EQUITY,0,0.0978303717985479,0,0.441034957729535,0,0,0,0,0,0,0,0.0494416049457026,0.166823423522876,0,0,0.0981847768884371,0,-0.0179809354872608,0,0,-0.0617328348057409,0,0,0,0,0,0,0,0,-0.0921609515697502,0,-0.0848021724928913,0,0.140410089790759,0,0,0,0,0,0,0,0,0,0,-0.0367244801569877,0,0,0,0,3.46944695195361e-18,0.174406102238343
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00729357303510407,0,0,0,0.295502871734141,0.281071232493858,0,0,0,0,0.192364076049774,0,0,0,0,0,0,0,0,0.0514145515965066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11000923429198,-0.107371653100927
X601166.CH.EQUITY,0.104279250252258,0,0,0,0,0.0410045456323943,0,0,0,0,0,0,0,0,0.23963534374301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462690638606831,0,0.230581192134194,0,0,0,0,0,0.0945580939026314,0,0,0,0,0,0,0,-0.0396384025199667,0,0,0.0334160912301663
X601328.CH.EQUITY,0,0.0184749180872925,0.0358864314971585,0,0.0753032672387501,0.288476346788481,0,0,0,0,0,0.153420361457957,0,0,0.00520287630372802,0,0,0,0.0263038216624402,0.148752841436147,0,0,0.177664452112078,0,0.117871828786574,0,0.0101134191822879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766847692986464,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0343410091214714,0.119619907957602,0,0,0,0,0.226947898269508,0,0,0,0.372943670647067,0,0,0.0112995986097259,0,0,0,0,-0.0626418935579404,0,0,0,0.0268184654430686,0,0,0,0,0.0955464683280805,0,0,0,0.0229421600035201,0,0,0,0.117564174626558,0,0,0,0,0,0,0,0,0,0.0644065140043897,0,0,0,0,0.0145594533440059
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.0986590016134816,0.0382261331446847,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09427398850774,0,0.00863577639396203,0,0.0017611328932552,0,0,0,0.0824270200530583,0,0,0,0,0.197801919329998,0,0.0591223691987991,0,0,0,0,0,0.03751195721129,0.0873775198451459,0,0,0,0.179627468045992,0,0
X000001.CH.EQUITY,0,0,0,-0.082057469277983,0,0,0,0,0,0,0,0,0,0,0,-0.0530687623338354,0,0,0,0,0.112713955591133,0,0,0.0235763040918027,0,0,0.0350661378907528,-0.158088324982048,0,0,0,0.300858742082985,0,0,-0.0943576081718377,0.236106579750973,0,0,0.325248201276807,0,0,0,0,0,0,0,0,0,0,0,-0.0403445874376687
X601601.CH.EQUITY,0,0.386249093516574,0.0486622235067953,0,0,0,0,0.0904307183190762,0,0,0,0,0,0.121101338668512,0,0,0,0,0.138316931940052,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135335907631736,0,0,0,0,0,0,-0.202914415154682,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339342590023732,0,0,0,0,0,0,0,0,0,0,0,0.0919172042528405,0,0.168597400474383,0,0,0,0,0,0.0955332455200285,0.0988449957248286,0,0,0,0,0,-0.0319944114874364,0,0,0.174521318867957,0.13007569982367
X16.HK.EQUITY,0,0,0,0.133591713869782,0,0,0,0,0.0636199687004414,0,0,0,0,0,0,0,0,0,0,0,0,0.173237023700649,0,0.0147641627360098,0,0.180097153054256,3.46944695195361e-18,0,0.293472394923376,0,0,0,0,0,0,0,0,0,0,0,0,0.183289040284997,0,0,0,0,0.126802643631531,0,0,0,0
X11.HK.EQUITY,0.299833536666281,0,0,0,0.0329587190560456,0,0,0,0.202829871700502,0,0,0,0,0,0,0,0,0,0,0,0,0.541647058860802,0,0,0,0,0,-0.233707571044967,0,0,0,0,0,0,0.0256658269093677,0,0,0,-0.0639543953499957,0,0,0,0,0,0,-0.0701107799998431,-0.0878514255835102,0,0,-0.0376097650442617,0
