,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.237815761779283,0,0,0.0875617028611881,0,0.239725981846019,0,0,0,0,1.38777878078145e-17,0.128699758055587,0,0,0,0,0,0,0,0,0,0,0,0,0.0383139938744214,0,0,0,0,0,0.0939645241268392,0,0,0.0234591549551132,0,0,0,0,0,0,0,0,0,0.10745154276774,0,0,0,0,0
X601318.CH.EQUITY,0.168342997908793,0,0,0,0,0,0,0,0.275302529928051,0,0,0,0,0,0,0,0.250980955737593,0,0.057620669936589,0,0,0.0969851643502519,0,0,0,0,0,0.0377724857655856,0,0,-0.0870697417695352,0,0,0,0,0.0942086100419515,0,0,0,-0.0182610909664152,0,0.0535546666249268,0,0.0189545256171508,0,0,0,0.0566898156423325,0,0.0600377327496286,0,0
X601939.CH.EQUITY,0.0609392402842157,0,0,0.271793036168391,0,0.0511043138012698,0,0,0,0,0,0,0,0.429006559448919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445781044957222,0,0,0.066776161130706,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.352278710346428,0,0.0262667737615296,0,0,0.488105552857461,0,0,0,0,0,0,0,0,0.0301343893422078,0,0,0,0,0,0,-0.0290083798195655,0.0174231685973957,3.46944695195361e-18,0,0,0,-0.000325827656138583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101457694872171,0,0.00344575726728898,0,0
X5.HK.EQUITY,0,0,-0.093611352461795,0,0,0,0,0.0344227989656952,0,0,0,0,0.00267913696524332,0,0,0,0,0,0,0,0,0,0.426423936662655,0,0,0,0,0.0767873706406854,0.415040904611102,0,0.00607055071057061,0.253583195768443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0441407114998029,0.188617862881767,0
X601988.CH.EQUITY,0.372372341804316,0,0.000242565679600703,0,0,0,0,0,0,0,0.0954655533714182,0,0,0,0,0,0,0,0.0246142201533389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158508308781707,0,0,0,0,0,0,0,0,0,0,0,0.302610971980344,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.220672339225371,0,0,0.26383575530326,-1.38777878078145e-17,0.0680181833226665,0,0,0,0.174481029156324,0,0,0,0,0,0,0,0,0,0,0.00913959972157238,0,0.114280521342236,0,0.07445536686821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0601612531873901,0,0,0,0.47046399193846,0,0,-1.73472347597681e-18,0.122785643975056,0,0.10655306626019,0,0,0,0,0,0,0,0.269415501070964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.227187595685631,0,0,0,0,0,0,0.079841376766972,0,0,0,6.93889390390723e-18,0,-6.93889390390723e-18,0,0,0,0.0549516858783497,0,0,0.068406142658387,0,0,-1.38777878078145e-17,0,0.126455623815268,0,0,0,0,0,0,0.264700077894305,0,0,0.115744827775163,0,-0.14653536851208,0,0,0,0,0,0,0,0,0,0,0,0.135069978793312,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020577594538751,0,0,0,0,0,0,0,1.73472347597681e-18,0.498251374759847,-0.61958188436463,0.305787324690526,0,0,0,0.718460102890426,-0.329155369823324,0,-0.157036093780057,0,-0.423873544295377
