,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398736926179791,0,0,0,0,0,0,0,0,-0.119027992409801,0,0,0,0,0,0,0,0,0,-0.00312385409857406,0,0.669529646819558,0,0,0,0,0,0,0,0,0,0.0189017244072445
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.181309703656629,0,0,0,0,0,0,0,0.0282587352267266,0,0.0722593660537458,0,0.0587342958667247,0,0,0,0,0,0.136948047803946,0.0613533266571451,0,0,0,0,0,0,0,0.196063739685682,0,0,0,0.0479905819891986,0.186635110039414,0.00425292236283862,0,0,0.0728834068665419,-0.0325440271728471,0,0,0,0,0
X601939.CH.EQUITY,0.436928078867164,0,0,0,0,0,0,-0.0567700589949776,0,0.0213475101585429,0,0,0,-0.0707623676953499,0,0,0,0.0356609175593737,0,0,0,0,0.159361941119449,0,0,-0.321334375422043,0,0,0,0,0,0,-0.0815376279165438,0,-0.123845539428859,0,0,0,0,0.745543931830968,0.0768660105338628,0,0,0.01563625083815,-0.107147736172188,0,0,0,0,0,-0.0973447512137621
X601288.CH.EQUITY,0,0,0,0,-0.167720885715018,0,0,0,0,0,0.812662229900517,0,0,0,0,-0.386060490294544,0,0,0,-0.208759430999916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0598632840366948,0,0,0,0,0,0,0,0,0,0.0199303918841178,0,0,-0.123059425373596
X5.HK.EQUITY,0,0,0,0,0,0.133396361626344,0.374189565950543,0,0,0,0.0471923364599851,0,0,0.187883413595202,0,0,0,0,0,0,0,0,0.0259062032821151,0,0,0.0343965934658371,0,-0.122560758376122,0,0,0,0,0,0,0,0,0,0.0785346328776468,0,0,0.131261882119214,0,0,0,0,-0.184128585963794,0,0,0.135649164501543,0,0
X601988.CH.EQUITY,0,0,0,0,0.336517444694754,0,0,0,0,0,0,0,0,0.112105654039178,0,0,0,0.179603000925916,0,-0.0568689697422525,0,0,0,0,0.18679851525901,0,0,0,0,0,-0.332343249639635,0,0,0,-1.0842021724855e-19,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.00614994747918206,0,0,0,0,0,0.0196189740245218
X1299.HK.EQUITY,0,0,0,0,0.285433426722565,0,0,0,0,0,0,0,0,0,0,0,0,0.150349773092747,0,0,0.0475904346657616,0,0,0,0,0,0.0624004469740044,0.108635393031157,0,0.0938900098353889,0,0,0,0,0,0,0,0.31525150364179,0,0,0,0,0,-0.199121541150601,-0.0164093283161691,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.140222019898674,0,0,0,0,0,0,0,0.48417590915593,0,0,0,0,0,0,0,0,0,0.233320380049144,0,0,0,0,0,0,0,-0.00734895653875437,0.128433013758573,0,0,0,0,-0.204820897304326,0,0,-0.156155489135183,0,0,0,-0.00801098932961434,0,0,0.214167963697947,0,-0.0325940860774177,0,0,0.00107754276821,0,0
X601628.CH.EQUITY,0,0.277940753374094,0.0138249161680573,0.0533404581451768,-0.0935537722138279,0,0,0,0,0,0,0,-0.0134369326710838,0,0,0,0.242808691151588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149691374359064,0.0721154682626158,0,0,0,0,0,0.158353288667639,0,0.0747884014413881,0.0972402063705477,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.758639516584358,0,0,0,0,0,0,0,0,0,0,0,0.160114174109092,0,0,0,0,0,0.0519770695441854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154843876929512,0,0.0296470561825658,0,-0.19993378243814,0,-0.032539579748139,0,0.00962697203092501,0
