,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X16.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600926.CH.EQUITY,X601169.CH.EQUITY,X601155.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.0244321885811029,0,0.331675692895966,0.110201422600262,0,0.221786108290845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165696377669964,0,3.46944695195361e-18,0,0.0303815036799678,0.0171950546995262,0,1.73472347597681e-18,0,0.0524230508295403,0,0,0.0209736698755882,0,0,0,0,0,0,0,-0.0331743576753151,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0784324258307448,0,0,0,0.105789729864086,0.0832643085595714,0,0,0,0.147590158998049,0.027014980805741,0.187650518746278,0,3.46944695195361e-18,0,0,0,0,0.129980818320736,0,0,0,0,0,0,0,0,0,0.113880977519018,0,0,0,0,0.0072065057322267,0.123539911347556,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0721587375604679
X600036.CH.EQUITY,0,0,0,0,0,0.137922609607936,0,0,0,0,0,0,0.171310721226967,0,0,0,0,0,0,0,0,0,0,0,0.089848045298001,0.249426852234875,0.0537251127728907,0,0,0,0,0,0.0130588650458962,0,0,0,0,-0.105835665138722,0.0603590048036713,0,0,-0.0482941465400316,0,0,0,0,0,0,0.215403380511047,0,-0.0135726899652819,0
X601939.CH.EQUITY,0.55280385871969,0,0,0,0,0,0,0,0.208197344419453,0,0.100171851868446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950471593412398,0,0.00891152467727784,0,0,0,0,0,0,0,0,0,0.057218770616153,0.232286048777617,0,0.0613470036433556,0
X601288.CH.EQUITY,0,0,0,0.206965849500802,0,0,0.446460377053869,0,0,0,0.0952537276130037,0,0,0,0,0,0,0.0597967788321052,0,0,0.0243370673933002,0,0,0,0.0342394572732515,0,0.0387069855183866,0,0,0,0,0,0.0943373256793966,0,0,-0.0108040308780417,0,0,0,0,0,0,0,0,0,0,0,0.0163511385902737,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,-0.0480409337100866,0,-0.0452149666986328,0,0.0353249970407465,0,0,0,0,0.107979722534354,0,0,0,0,0,0.177875605562804,0,-0.197766092192575,0,0,0,0,0,0.0732774125738067,0.288574996964836,-0.0464614999907781,0,0,1.73472347597681e-18,0,0,0,0.0390270522976902,4.33680868994202e-19,0.202573934782422,0,0.214776417428554,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.147919876821757,0,0,0,0.376509638642539,0,0,0.06214428898592,0,0,0,0.00765426016082633,0,0,0,0,0,0,0.214147055721488,0,-0.0461206614845437,0,0,0,0.159244414967707,0,0,0,0,0,0,0,-0.233112408048915,0.00562956017542461,0,0,0,0,0,0,0,-0.0198767373532421,0,0,0,0,0,0,0,0,0,0.0227085825810407
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.104058232068199,0,-0.0951587840150701,0,0,0,0,0,0,0.185982281155495,0,0,0.0193636116795788,0.0215666596033097,0,0.0796880231481418,0,0,0,0,0.115928420491592,0,0,-0.0661372141175591,0,0.182026841137052,0.160584550399347,0.257032170558215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.235266268980114,0,0.127499893881526,0,0,0,0,0,-0.10286341082316,0.0662554486239247,0.0390772520230151,0,0,0,0,0,0,0,0,0,0,0.312453462350449,0,0,0,0,0.11962313509618,0,0,0,0,0,0,0,0,0,0.198860845602599,0,0,0,0,0,0.111096518515653,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137242713792962,0,0,0,0,0,0,0,0,0.0294493152845773,0,0,0,-0.168967019348884,0.0383606958469462,0,0.114365568021731,0,0,0,0,0.201089175048552,-0.117897799973081,0,0.322245038535956,0,0,0,0,0
