,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X600999.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.00107147406112712,0,0,0,0,0,-0.0403895971230166,0,0,0,0,0,0,0,0,0,0,0,0,0.530570838694171,0.662299580940132,0,-0.113629022038308,0,0.00758318599531779,0,0,-0.196888207992574,0,0.245741572076469,0,0,0,0,0,0,-0.0546006456596724,-0.309363622434879,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.185295178893734,0,0,0,0,0,0,0,0.0934507717412558,0,0,0,0,0.203740076190918,0,0,0,0,0,0,0,0,0.0880836063654964,0.0495349307855067,0,0,0,0,0,0,0.208961790990673,0,0,0,0,0,0,0,0,0,0.0314794677704591,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.815019236982029,0.0210135462606351,0.0101525094645129,0.0158568663457601,0,0,0,0,0,0,0,0,0,0,0,0.0588910038722765,0,0,0,0,0,0,0,0,0,0,0,0,0.035116880217996,0.0395854149316027,0,0,0,0,0,0,0,0,0,0,0.0590373129384368,0,0,0,0,0.0269953293478575,0,0,0
X601288.CH.EQUITY,0.0103804389732992,0,0.889040680062234,0,0,-0.084629252874583,0,0,0,0,0,0,0,0.0148282718668417,0,0,0.0536184832525427,0.115942635781819,0,0,0,0,0,0,0,0,0.0447896545173518,-0.0173437760438611,0,0,0,0,0,0,0,0,0,0,0,-0.136954390086901,0,0,0,0,0,0,0,0,0,0,-0.0380639285507418,0
X601988.CH.EQUITY,0,0,0,0,0,-0.0399539340334167,0,0,0,0,0,-0.0368868507891029,0.969903750237674,0,0,0,0,-0.205477541787212,0,-0.164426980219082,-0.00448413851149285,0,0,0.309064664984467,0,0,0,0,0,0,-0.0316618107220184,-0.0206456862208504,-0.0659688489361635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175506045082255,0,-0.0138923156134724,3.46944695195361e-18,0.102813196160071,0
X601628.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.920762486442757,0,0,0,0,0,0,0,0,0,0.0992471701112169,0,0,0,0,0,0,0,0,-0.112356415790949,0,0,0,0,0.000993983105288331,0.0681410833924567,0,0,0,-0.0864698313528402,0,-0.0651268287202761,0,0,0.0130028184313762,0,0,0.0611792834193014,0,0.0646705359856942,0
X600036.CH.EQUITY,0,0.0154941004015825,0.419576785558415,0,0,0,0,0,0.0272298383508073,-0.0055527132694818,0,0,0,0,0,0.106959794181215,0,0,0,0.000416858282472425,0,0,0,0,0,0,0.194778030993458,0,0,0,0,0,0.108300716772552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0640098549554168,0,0,0,0,0,0,0.0022798998559958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105271312364031,0,0,0.234848452070782,0,0.546888035955935,0.111679578163112,0.146410177792004,0,0,0,0,0,0,0,0,0,0,0.0923870142657831,0,0,-0.234336049344863,0,0,0,0,0,0.0932063340428166,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0813563709495349,0,0,0,0.139010109102706,0,0,0,0,0,0.257294986928386,0,0.129727149781085,0,0.22635506443133,0,0,0,0,0,0,0,0,0.0290061140355475,0,0,0,0,0,0,0.0936485124419194,-0.137872876906224,0,0,0,0,0,0,0.149217222759532,0.221467777264181
X388.HK.EQUITY,0,0,0,0,0,0.241351720939434,0,0,0,0,0,0,0,0.0030182957235286,0,0,0,0,-0.239689751514212,0,0,0,0,0,0,0.0291020428369857,0,0.373172769398224,0,0.0989248297224543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19975989200887,0,0.0228032949763021,0,0,0.079419006490592,-0.235915884439477,-0.0383518263502377,0
