,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.254002184768083,0,0.375848331540961,0,0.0825606046305795,0.0398202340661461,0,0.0294620137159126,0,0.0404460253330004,0,0,0,0,0,0,0,0,0,0,0,0,-0.0998916871956345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978929422091277,0,0.125735397251552,0
X601939.CH.EQUITY,0.411181761109248,0,0,0.197431377349653,0,0,-0.138729666349195,0,0,0.00623146229438652,0,0,0.164684413888095,0,-0.0652644074568812,0,0,0,0,0,0,0,0,0,-0.00793341821906045,0,0,-0.030423578741711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272840789437972,0.0131016261039755,0,-0.0863060061072797,0
X601318.CH.EQUITY,0,0,0,0,0.216548202182055,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0260356148680814,0,1.38777878078145e-17,0,0,0,0,0.181052997352427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258934327253735,0,0,0,0,0.218581635230313,0,0,0,0,0,0,0.110925815828168,0,0
X601288.CH.EQUITY,0.500277163605944,0,0,0,0.198586516468361,0,0,0,0,0,0,0,0.0747126554705462,0,0,0,0,0,0.0129236800835099,0,0.117493681223275,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0508005669703452,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.381074375319522,0,0,0,0,0,0.264314305410323,0,0,0,0,0,0.355040347887379,0.087360282572512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.367517041693226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.00225682971411699,0,0,0,0.325081363051901,0,0,0,0,0.0671360318128172,0,0,0,0,0,0,0.00715740332206069,0,0,0,0,0,0.0464748537484672,0.174025954074193,0,0,0.0705208345254607,0,0,0,0,0,0,0,0.180937082704932,0,0,0,0,0.10650602912839,0,0.0171091437510876,0,0,0
X1299.HK.EQUITY,0.0759521178404995,0,0,0,0,0,0,0,0.134437196075778,0,0,0,0.101289415691403,0,0,0,0,0,0,0,0,0,0.0102360279698545,0,0,0,0.225816262478229,0,0,0,0,0,0,0,0,0.178415217068207,0,0,0,0,0,0,0.0718934127861008,0,0,0,0.106829293012795,0,0,0,0,0
X5.HK.EQUITY,0,-0.0593338163075227,0,-0.193024840496249,0,0,0,0,0,0,0,0,0.0465666658536727,0,0,0,0,-0.0160301806126008,0,0,0.100279054504996,0,-0.630402910981297,1.10971540699954,0,0,0,0,0.409743706619823,0,0,0,0,0,0,0,0,0,0.418224974397334,0,0,0,0,-0.0945994827091108,0,0,0,0,0,0,0.102009013166136,0
X601628.CH.EQUITY,0.0693307526295911,0,0.0510305740354666,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.175186837957565,0,0,0,0.0724705975555821,0.134417867497245,0,0,0.0182352152596806,0,0.0965666375748379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406321829768432,0.0814236922554456,0,0,0,0,0.016569610240441,0.0307096051891427,0,0.0868257648032336,-0.0162003984218139
X601658.CH.Equity,0,0,0,0.0508822241211167,0.158796353425644,0,0,0,0,0,0,0,0.271319384872158,-0.0430541020727378,0,0,0,0,0,0,0,0,0,0,0,0,0.109616737111771,0.203047485057943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374064824659853,0,0,0,0
