,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002142.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.448778488970772,0,0.102898002869047,0.0674682806212735,0,0.0577417129987485,0,0,0,0,0,0.0414867099871449,0,0,0,0,0.0455486066112518,0.047714935346494,0,0,0,0,0,0,0.116488273860077,0,0.0133446975380633,0,0,0,0.0177430837108572,0,-6.93889390390723e-18,0,0,0,0,0.00165527706237297,0,0,0,0,0,0,0,0,0,0,0.012608595140735,0
X601939.CH.EQUITY,0.0914597558726054,0,0,0.313099563870415,0,0.320734786094429,0,0,0,0,0.0540955410842214,0,0,0,0,0,0,0,0,0,0.0818212124891427,0,0,0,0,0,0.00822049837676297,0,0,0,0,3.46944695195361e-18,0,0.0599526096790063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192051131483671
X601318.CH.EQUITY,0,0.0860142702827651,0,-1.38777878078145e-17,0,0,0,0,0.00711072975982909,0.0591621603127143,0,0,0,0,0,0,0,0.114063940667684,0.0256168041404635,0,0,0,0,0,0,0,0,0,0,0,0,0.0887726838482587,0,0.167777707191176,0.0316731291877221,0,0,0,0.109687908175426,0,0,0,0,0,0,0.219715183603998,0,0,0,0,0
X601288.CH.EQUITY,0.126923312217078,0.319664454463727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882048813472842,0,0,0,0.0620587337932752,0,0,0.0236843707470569,0,0,0.0944990035122606,0,0,0,0,0,0,0,0,0,0,0.0697551934065689,0,0,0,0,0,0,0.125344912959735,0,0,0,0,-0.100032142199225
X5.HK.EQUITY,0,0,0,0,0,0.403671739405985,0,0.208817303354782,0,0,0,0,0,0,0.255138483534464,0,0,-0.445360264589119,0,0,0.000223382635078639,0,0,0,0,0,0,0,0,0.140240705996942,0,-0.202658222745162,0,0.643298567570573,0,0,-0.424196030355067,0,0,0,0,-0.0466961091274106,0,0,-0.432487564955755,0,0,0,0,0.266970717444694,0
X601988.CH.EQUITY,0.0129316438016417,0.271206808414569,0,0,0,0,0,0,0.0265343844350656,0,0,0,0.109312675597606,0,0,0,0,0,0,0,0,0,0.607848815589107,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.029685551465876,0.049483831674606,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0136608128995126,0,0,0,0,-0.00215707149904324,0,0,0,0,0.047707372773791,0,0,0,0,0,0,0.731060088695915,0,0,0,0.139067216048739,0.00315994353095007,0,0,0,0,0,0,0,0,0,-0.00173547053739586,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0.183006942308897,0,0,-0.101408867828061,0,3.46944695195361e-18,0.0904758877312683,0,0.0874761117538251,0,0,0,-0.11879691861349,0,0.270301971100606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325287949728066,0,-0.0220431859439722
X601628.CH.EQUITY,0,0,0.144562443237459,0.0728713443557908,0,-6.93889390390723e-18,0,0,0,0,0.0492332159630592,0,0,0,0,0,0.0666322591494796,0.0941854692821683,0,0,0,0,0,0,0,0.0812974258292997,0,0,0,0,0,0,0,0.03494290619578,0,0.230246312021851,0,0,0,0,0,0,0.133122736054594,0,-0.0404746850125844,0.0848529597090029,0,0,0,0,-0.0017272181415572
X601328.CH.EQUITY,0,0,0.0665064767904066,0,0.000897050998480065,0,0.0468422683550684,0.00578622164832585,0,0,0,0.11605560791113,0,0,0,0,0,0,0,0,0.0128715421735534,0.200600710056858,0,0,0,0,0,0,0,0,0,0.150597867960329,0,-1.73472347597681e-18,0,0,0,0,0.170692536848644,0.267139260772366,0,0,0,0,0,0,0,0,0,0,0
