,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.34241169073421,0.0614752588612129,0.110123311680287,0,0,0,0,0,0,0.209454892695797,0,0,0,0.017080811150887,0,0,0,0,0,0,0,0,0,0.0134409580477178,-0.0258314977523699,0,0,0,0.0360792829323147,0.00875097891906005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450265874369729,0,0,0,0.145065051765281,0
X601939.CH.EQUITY,0.300483981527681,0,0,0.03991299427556,0,0,0,0,-0.0505607569089635,0,0.187404400305467,0,0,0.106110257667214,0,0,0,0,0,0,0,0,0,0,0.217435276660817,0,0,0,0,0,0,0,0,0,0,0,-0.0329493007401423,0,0,0,0,0,0,0,-0.0111752862713273,0,0,0,0.143983978704008,0,-0.0456547349121527,0
X601318.CH.EQUITY,0,0,0,0,0.166802212760597,0,0,0,0,0,0,0.182171358857895,0,0,0.0183187129094365,0,0,0,0,0,0,0.0954827873487464,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0580491677357605,0,0,0,0,0.19703620807802,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.176647849602525,0,0,0,0.365776683516574,0,0,0,0,0,0.0400994618538803,0,0,0.0943648362167848,0,0,0,0,0,0.0652296241830611,0,0,0,0,0.0958129185525191,0,0,0,0,0,0,0,0,0,0.14686440120615,0,0,0,0,0,0,0,0.0113878493553966,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.491615797945252,0,0,0,0,0,0.242754083203127,0,0,0,0,0,0.0646393096191216,0.126654609271801,0,0,0,0.0711042828138066,0,0,0,0,0,0.0858377830521261,0,0,0,0,0,0,0,0,0,-0.57659040173809,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.185876559385216
X600036.CH.EQUITY,0,0.0771912441715936,0,0,0,0,0,0,0.000906182136881572,0,0,0.190927972915194,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.273543781279312,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.282846624819082,0,0,0,0,0,0,0,0,0.0648078518019659,0.0539367908319734,0,0,0,0,0.0244000593440034,0.0891104738918239,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23624129308088,0,0,0,0.47973181303681,0,0,0,0,0,-3.46944695195361e-18,0,0.107385191636437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116677843313428,0,0,0,0,0.0458611139348823,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164114245269178,0,-0.259694708640594,0,0,0,0,0,0,-0.409458192241788,0,0.731627656312746,0,0.612032111390062,0,0,0.0447665663399015,0,0,0,0,0,0,0.357535684438792,0,0,0,0,3.46944695195361e-18,0,-0.0747319046537827,0,0,0.00178297314269172,0,0,0,-1.38777878078145e-17
X601628.CH.EQUITY,0,0.0280434392705006,0,0,0,0,0,0,0,0,0,0,-0.144963423622388,0,0,0,0,0.0419151417646765,0,0,0,0.349015489571802,0,0,0,0,0,0,0.0268483363531664,0,0,0,0,0.031405305865916,0,0.0561011049293887,0,0,0,0,0.26846310004119,0.00163731180632124,0,0,0,0,0,0,0,0,0.153598721637042,-0.0215269472301978
X601658.CH.Equity,0,0,0,0.15828746384148,0.182107647272111,0,0,0,0,0,0,0,0,0.118448324948396,0,0,0,0,0,0,6.93889390390723e-18,-0.0829002343470781,0,0,0,0,0.0367473830898491,0,0.0940638264643946,0,0,0,0,0,0,0,0,0.276520312107561,0,0,0,0,0,0,0,0,0,0,0.437063365102106,0,0,0
X601328.CH.EQUITY,0.171725286747519,0,0,0.461090037208448,0,0,0,0,0,0,0,0,0.0218236136678459,0,0.0409136229558357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156490573942114,-1.73472347597681e-18,0,0,0,0.089433778094403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671783933818894,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.409141043385555,0,0,0,0,0.0676536637937634,0,0,0,0,0,0.0474447700936065,0,0,0,0,0,0,0,0,0,0,0,0,0.219158494000098,0,0,0,0,0,0,0,0,0,0,0,0,0.0545380191395425,0,0,0,0.02979044300547,0.0608353795705058,0.115492832317117,0,0,0
X388.HK.EQUITY,0,0,0.27035845170345,0,0,0,0,0,0,0,0,0,0,0.034409118704665,0,0,0,0.0377195768918744,0.11651028010068,-6.93889390390723e-18,0,0,0,0.0447466654178106,0,0,0,0,0,0,0,0,0,0.0437987394071329,0,0,0,0,0,0,0,0,0,0,0.0508817958365833,0,0,0.0201561071074086,0,0,0,0
X600000.CH.EQUITY,0.301338071870816,0.0501882070235383,0,0,0.123615021833795,0,0,0,0.109416453510533,0,0,0,0,0,0,0,0.0300369328404425,0,0,0.0531578453840257,0.0718147099470569,0,0,0,0,0,0,0,0.0272997069053423,0,0,0,0.0246322413312306,0,0,0,0,0,0,0,0,0,0.05455782216123,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.0215696366678606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112335527679526,0,0,0,0.465248090707406,0.0780184154323054,0,0.117706370035015,0,0.22744406662052,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263929875145481,0.0172727049791772,0,0,0,0,0,0,0,0,0.187894752226274,0,0.218553998302196,0,0,0,0.166366203402665,0.075071357084148,0,0,0,0.115091867569386,-3.46944695195361e-18,0,0,0,0,0,0.00474040901770942,0
