,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.147592369335305,0,0.0876047302948222,0,0,0,-0.0853455094259332,0,0,0,0.459345162495089,0,0,0,-0.0951259841173038,0,0,0,0,0,0,0,0,0,0,0,0,0.0776628482299293,0,0,0,0,0,0,0,0,0,0.106262180810329,0,0,0,0.204470771726979,0,0,0,0.00279142163047125,0,0,0,0,-0.0318151235665467
X601318.CH.EQUITY,0,0,0,-0.102186838093737,0,0,0,0,0.174002423669399,0,0.20538571572395,0,0.0853414579491064,-0.0827500249044444,0.0586145043548572,0,0,0,0,-0.0656730353439273,0,-0.0869786879296006,0,0,0,0,0,0,0,0,0,0,0,0,0.173598497339799,0,0,0,0,-0.195281202684557,0.356175294904246,0,0.18483960564424,0.185321842658976,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.218831663533368,-0.00417105947316664,0,0.279204123968263,0,0.095532659605799,0,-0.069962348029798,0,0,0,0,0,0,0.0960561463380568,0,0,-0.0226358561031966,0,0,0,0.0608861424928484,0,0,0,-0.0481122040254692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470594289129594,0,-0.0226567576869138,0,0.0236248431242218,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.411985312406718,0,0.208611038161906,0,0.126950734016166,0.122309896192224,0,0,0,0,0,0,0,0,-0.0507618164095386,0,0.010948370272865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170781708140183,0,0,0,0,0,0,0,0,0.0556743230588918,0.0352153050558211,0,0.12344633075244
X5.HK.EQUITY,0,-0.0899897456293612,0.0138286207770076,0.286631506888756,0,0,0,-0.239480743970461,0,0,0,0,0.115899058480246,0,0,0,0,0,0,0,0.597823334217693,0,0,0,0,0.236548132691481,0,-0.0199828582932527,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.215948342847654,0,-0.0837479676154115,0,0,3.46944695195361e-18
X601988.CH.EQUITY,0.182150461726505,0,0.241178227946559,0.0329236239189069,0,0,0,0,0.07284409629855,0,0.125255675243575,0,0,-0.26302883183944,0,0,0,0,0,0,0,0,0,0.0558474324664441,0.217878439002678,0,0,0.0709808269308651,0,-0.0513147016533036,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0984967188486128,0,0,0,0,0,0,0,-2.16840434497101e-19
X600036.CH.EQUITY,0,0,0,0,0.0211085088073705,-0.0286991057836478,0,0.202386574996022,0,-0.0186048140518748,0.0184574090436387,0,0.3924241984842,0,0.22150586675485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127128304005107,0,0,0,0,0.0797224551262484,0,0,0,0,0.156680394909604,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0438993508357738,0.102013599772048,0,0,0,0.142059710188002,0,0,0,-0.132453752240323,6.93889390390723e-18,0,0,0.296900157099935,0,0.232121218597513,0,0,0.0821932012934923,0,0,0,0.149559567501089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0545102142080901,0.0664075372255635,0,0,-0.00794294886917398,0,0
X601628.CH.EQUITY,0.0527336648491258,0.351204910146001,0,0,0,0,0,0,0,0.0376011830448806,0,0,0,0,0,0,0,0,0,0.0820215978204599,-0.0540556826491392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.179896499827044,0,0,0,0.227198239174561,0,-0.0313256291448245,0,0.156870369382363,0,0,0,0,0.126759309855881
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0439866200134338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
