,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010175738827345,0,0,0,0,0.200313926489561,0,0,0,0.533293780543895,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.182417721193111,0,0.494208467104405,0,0,0,0,0,0,0,-0.0304912153510524,0.109173148992138,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0215980835238639,0,0.176797854666661,0,0,1.73472347597681e-18,0,0,0,0,0.0311229650862911,0,0.0705901027135261,0.0498057524160976,0.00627405408979986,0,0,0,0,0.142728374018548,0,0.0613189844059553,0,0,0,0,0,0,0,0.20112242383668,0,0,0,0.0958775472704034,0.122986226926648,0,0,0.129018743720701,0,0,-0.0546404295929601,0,0,0,0
X601939.CH.EQUITY,0.284849404240991,0,0,0,-0.0683586850799437,0,0,0,0,0.00679487339873318,0,-0.0361975093603253,0,0,0,0,0,0,0,0,0,0,0,0.120719636107671,0,-0.0097990015394448,-0.216161981173009,0,0,0,0,0,0,0,-0.0468997384873132,0,0,0,0,0.59940678789661,0.0584304603820496,0,0,0,0,0,0,0,0,0,-0.041135066608348
X601288.CH.EQUITY,0,0,0,0,-0.320662060395058,0,0,0,0.0672171942737305,0,0.74581474615947,0,0,0,0,-0.129527281450539,0,0,0,0,-0.156030029562236,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0130750931727314,0,0,0,0,0,0,0,0,0,0,0,0,-0.0931740419052967
X5.HK.EQUITY,0,0,0,0,0,0.12510427446172,0.38032439558653,0,0,0,0,0.179660330769366,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380036553063057,0.00132009098699903,-0.138129568654813,0,0,0,0,0,0,0,0,0,0.0920178710376956,0,0,0.219067334322042,0,0,0,0,0,-0.140368015642027,0,0.0963320711714865,0,0
X601988.CH.EQUITY,0,0,0,0,0.269792283981052,0,0.0340158108250138,0,0.0355704841095651,0,0.0996499048518862,0.11717479682581,0,0,0,0,0,0.0767679641406287,0,0,0,0,0,0,0.0484555675708917,0,0,0,0,0,-0.264120519881843,0,0.136776365452461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831072891045087,0
X1299.HK.EQUITY,0,0,0,0,0.283079808074684,0,0,0,0,0,0,0,0,0,0,0,0,0.125211223555695,0,0.0657772166037689,0,0,0,0,0,0.0672505140378011,0,0.120723729128402,0,0.0923498843127269,0,0,0,0,0,0,0,0.305632705162084,0,0,0,0,0,0,-0.199876435298494,0,0,0,0,0,0.00613871026182732
X600036.CH.EQUITY,0,0.393811665870994,0,0,0,0,-0.0712852691131922,0,0,0.433152870982696,0,0,0,0,0,0.0592253201007196,0,0,0,-0.026179513652814,0.271881413974532,0,0,0,0,0,0,0,0.145077685340627,0,0,0,0,-0.209953509631243,0,0,-0.159265696540165,0,0,0,-0.00725622743570267,-0.0970930558284192,0,0,0.246151219078983,0,0,0,0,0,-0.0473860668605987
X601628.CH.EQUITY,0,0.20157589776197,0.0310282205077511,0.0888181441371804,0,0,0,0,0,0,0,0,0,0,0,0,0.225186224385244,0,0,0,0,0,0,0,0.026227671301814,0,0,0,0,0,0,0,0,0,0.257915550718401,0.00537623550985151,0,0,0,0,0,0.0332638574604897,0,0.0835578019083802,0.0810405898990199,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.00431684577884294,0,0,0,0,0.758352427621436,0,0,0,0,0,0,0,0,0,0,0,0,0.144292721915156,0,0,0,0,0,0.0370094731472563,0,0,0,0,0,0,0,0,0,0,0,-0.00707078667930963,0,0,0.0210062909244724,0,0,0,0,-0.203959285983874,0,0,0.0503346278996575,0
