,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.109421920327128,0.0907702683363483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156342259540812,0,0,-0.149140525022455,0,0,0,0.0253940111784779,0,0.557509107579921,0,0,0.141148259649959,0,0,0,0,-0.0302062985271402,0,0,0,-3.46944695195361e-18
X601318.CH.EQUITY,0,0,0,0,0,0,0.116692228823483,0,0.137195954528888,0.0206113134367744,0,0,0,0,0,0.0228238864415881,0,0,0,0,0.0404312572692485,0,0.110126670335088,0,0,0,0,0.0101944265174435,0,0.0682704227160781,0.0424866068444597,0,0,0,0,0.31224750332466,0,0,0,0,0,0,0.0866045096800256,0,0.0107108208294542,0,0,-0.0453550922102187,0,0,0
X601939.CH.EQUITY,0.282797536448643,0,0,0,0.0642793117612247,0,0,0,0,0,0,0,0,0,0,0,0,0.165928338748844,0,0,0.0154480694141777,0,0,0,0,0,0,0,0,0.071231860377797,0,0,-0.201759881809599,0,0,0,0,-0.00627096798617279,0,0.47444214042431,0,0,0,0,0,0,0,0,0,0,-0.0499457877247085
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.362676652953071,0.158122181823952,0,0.57957868318207,0,0,0,0.330380732555164,0.111480346410026,-0.279288246435728,0,0,0,0,0,0,0,-0.191593127775516,0,0,0,0,0,0,0,0,-0.599801732298147,0,0,0,0,0,-0.0395874733352647,0,0.271809990994608,0,0,0,0,0,0.277885801592528,0,0,0
X5.HK.EQUITY,-0.0476096484156542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490964928944491,0,0,0.447998825182198,0,0,0,0,0.0530309372942861,0.0921808221187525,0,0,-0.112835380411486,0,-0.0272380091587251,-0.164244389779454,0,0,0,0,0,0,0,0,0,-0.0723571967963993,0,0.174920985940592,0,0,0,0,0,-0.125167131426402,0,0
X601988.CH.EQUITY,-0.243823278864549,0,0,-0.0254240391464085,0.451862558980694,0,0,0,0,0,-2.71050543121376e-20,0,0,0,-6.93889390390723e-18,1.73472347597681e-18,0,0,0,0,0,0,0.65044581182419,0,-0.0939257507604941,0,0.0361479266745507,0,0,-0.500283981059132,0,0,0,0,0,0,0,0,0,0,0.118629171346878,0,0,0,0,0.105277360797148,0,0,0,0,0
X600036.CH.EQUITY,0,0,-0.107583829899067,0,0,0,0,0,-0.0103446107555558,0.121321232768212,0,0.623925018725208,0,0,0,0,0,0.00827647987597481,0,0,-0.0274074391289935,0,0,0,0,0,0,0,0.014930181248612,0,0.135211453833862,0,-0.111968150385615,0,0,0,0,0,0,-0.0160733183777676,0,0,0.151639083923772,0,0,0,0,0,0,0,-0.295549608016887
X1299.HK.EQUITY,0,0.0620562540264282,0.000263144443988243,0,0.179578861660225,0.00145115245259232,0,0,0,0,0,-0.0256246966786838,0,0,0.104169709820487,0.00687509688940639,0,0,0,0,0,0,0,0,0,0.219824878869175,0,0,0,0,0,0.155685846611269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.095514116633753,0.0444550700189989,0.107314259736043,0,0,0,0,0,0,0,0,0,0.347706834240553,0,0,0,0,0,0,0.0856075772729751,0,0.0375189681075536,0,0,0,0,0,0,0,-0.0486212941296744,0,0,0,0,0.12043147871358,0.159131330330691,0,0,0,0,0,0.0506545736715018,0,-0.105956416499679,0.0953942830620334,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.591807246438756,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.244179291165718,0.0941543542497891,0,0,0,0,0,0,0,0,0,0,0,-0.0556663768046473,-0.044574381041393,0,0,0,0,0,0.0449292133079484,0,0,0,0,0,0
