,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.412418293672889,0,0.228173378162457,0.0382931732195852,0,0,-0.104955160403057,0,0,0,0,0,0,0,0.0310383093722825,0,0,-0.073646803075635,0,0,0,0,0.0318484158038244,0,0,0,0,0,0,0,0.0891495779057283,0,0,0,0,0,0,0,0,0,0.00223442297041051,0.408726387594829,0,-0.0450170954589258,0,0,0,-0.0745251241070532,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-7.71461653160232e-05,0,0,0,0.0240371403299142,0,0.14575053110499,0,0,0,0.332186960929498,0,0,0,0,0,0,0,0,0.0668192641223163,0,0,0,0,0,0.0218262558880621,0.315878216089996,0,0.0543936923078717,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155182981135333
X601939.CH.EQUITY,0,0,0,0.701619798815158,0,0,0,0,0,0.0685532153893338,0,0.277727582704731,0,-0.0347151929793626,0,0.034459541130497,0,0,0,0,0,0,0.0356997176231281,0,0,0.00223851465882529,0,0,0,0.00329479067080277,0,0,0,0,0,0.0421900697418939,0,0,0,0,0,0,0,-0.0271459387423269,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.161904901399271,0,0.840677002840771,0,0,0,0,-0.0711410135046635,0,0,0,0,0,0,0,0,0.0167498776066902,0,0,0,0.0209400731144861,0,0,0,0,0,0,0,0,0,0.0233838856797092,0,0,0,0.028108607007989,0,0,0,0,0.0284400538781602,0,0,-0.154456254726649,0,0,0,0,0,0,0,-0.0514527291127222,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0898532906297254,0.179822169653305,0,0,0,0,0,0,0,0.0597034117145544,0,0,0,0.0927649175334334,0,0.0360527372159103,0,0,0,0,0,0,0.165793019300726,0,0,0.280120663393639,0,0,0,0,0,0,0,0,0,0,0,0.0215963546689756,0.0557739326612051,0,0,0,0
X600036.CH.EQUITY,0.241855138745668,0.0429046199652718,0.222412112594661,0,0,0,0,0,0,0,0,0,0,0,0,0.187765653988845,0,0.0187805928749376,0,0,0,0,0,0,0,0,0,0,0,0.215059207213162,0,0,0,0,0,0,0,0,0,0,0,0.00974392519403631,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.103755143468827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567459846309277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913625154578682,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.111439816633204,0,0,0,0,0,0,0,0,0,0,0,0.275522647485556,0,0,0,0,0,0,0.0302554497151358,0.0587566145701527,-0.092939764373887,0,0,0,0,0,0.0998058178644641,0.0407710959058015,0,0,0,0,0,0.203858713876437,0,0,0,0,0,0,0,-0.0909977366274009
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.21006371693603,0,0,0,0,0,-0.0475140964278514,0,4.33680868994202e-19,0,0,0,0,0.0494808796621928,0.306072541675619,0,0,0,0.0872749130753151,0,0,0,-0.137820985059705,0,0,0.0745751840499582,0,0,0.0881748921188477,0,0,0.304354827555026,0.113836142468791,0,0.0115082608406817,0,0,0.058463043391651,0,0.00607235437336613
X388.HK.EQUITY,0,0,0,0,0.258564824899467,0,0,0.0696976594275429,0,0,0,0,0,0,0,0.0442837305485418,0,0,0,0,0.0608794252998976,0.286961362632344,0,0,0.0338707333528264,0,0.0544527235220792,0,0,0,0,0,0,0,0,0,0,0.088755968287251,0.255770658787836,0,0,0,-0.31881820613694,1.73472347597681e-18,0,0,0.108681327228374,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0196954995714145,0,0,0,0,0.0534354552745444,0,0,0,0.447464561186468,0,0,0.00400357936387518,0,0,0.0736603515932804,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.00748146919913409,0.0648571088485842,0,-1.0842021724855e-19,0,0,0,0.236233887182923,0,0,-0.0231428977878663,0,0,0,0,0,0.231708917376495,0,0,0,0
X601658.CH.Equity,0.130812313823082,0.0300408736170554,0.300483799428924,0.0254815449758984,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0314597283294077,0,0,0,0,0,0,0,0.175034212326538,0,0,0,0,0,0.15781858010482,0,0,0.0296229811887311,0,0,0.0176930711654382,-0.046932668402885,0,0,0,0,0.0836820670160658,0,0,0,0.0773499751066939,0,0
X601166.CH.EQUITY,0,0,0,0.0457427841793603,0,0,0.15741020683587,0,0,0,0,0,0,0,0,0.0538726984147079,0,0,0,0,0,0.0803293797287231,0.0570990070373037,0.386043636183813,0,0,0,0,0,0,0,0,0,0.0410110381871977,0,0,0.0285392934034242,0,0,0,0,0,0,0,0.0128925129213386,0,0,0,0.208654370877339,0,0.0239160904287474,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.638277303404595,0,0,0,0.0528058123734831,0,0,0,0,-0.0401259377889512,0,0.0387377328269609,0,0,0,0,0,0,0,0,0,0,0,-0.0456781697657582,0,0,0,0,0.182283034323415,0,0,-1.73472347597681e-18,0,0.0152599257618911,0,0,0,0,0,0,-0.0362759099958654,0
X000002.CH.EQUITY,0,0,0,0.13488379869416,-0.191527923499472,0,0,0,0.375270950565552,0,0,0,0.204511299097863,0.333362059253794,0,0,0,0,0,0,0.0331047089576585,0.0135913229446866,0,0,0,0,0,0,0.159350703989699,-0.0265913027399549,-0.249465789381543,0,-0.0688263028404658,0,0,0,0,0,0,0,0,0,0,0.036745020272984,0,0,0,0,0,0,0,0.0168342650420759
X000001.CH.EQUITY,0,0,0,0,0,0.424396351508931,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115932274477956,0.0527727207274799,0,0,0,0,0,0.171936033379284,0,-0.205531524168505,0.277292499651425,0,0,0,0,0,0,0.00138560508235883,0,0.129119894156706,0,0,0,0.0330260814571883,0,0,0,0,0,0,0,0,-1.73472347597681e-18
X601328.CH.EQUITY,0.31314637202263,0,0.04835744238196,0,0,0,0,0,0,0,0.0491989539902245,0,0,0,0,0,0,0.128784536412106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674957197936977,0,0,0,0,0,0.0468031461583252,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.280079898883045,0,0,0,0,0,0,0,0,0,0,0.377730680024281,0,0,-0.0314294236181925,0,0,0,0,0,0.0602623884348423,0,0,0,0,0.0746567674570348,0,0,0,0,0,0.00128332330651074,0,0,0,0,0,0,0,0,0,0,0.692690193265319,0,0,0,0,0,0,0.242149058331198,0,0
X601601.CH.EQUITY,0,0.466804098387412,0,0,0.097394382273456,0,0,-0.0858868371082632,0,0,0,0,0.145415022060286,0,0,0,0,0,0,0.179653764135995,0,0,0,0,0,0,0,0,0,0.0439191959777571,0,0,0,0,0,0.15664505116806,0,0,0,0,0,0,0.0759372322543553,0,0.00837397749643059,0,0,0,0,0,0,-0.0836980516179443
X601319.CH.EQUITY,0,0,0.0682644774673146,0,0,0,0,0,0,0,0.0718754675615232,0.180841317682861,0,0,0.0664722502861561,0.314456019328661,0,0,0.0707792257708162,0,0,0,0,0,0,0,0,0,-0.0808904946749283,-0.104634288539207,0,0,0,0,0,0.0306026274098892,0,0,0,0,0,0,0,0,0.221683481123311,0.0174280366217356,-0.0365088516994908,0,0,0,-0.100610371458439,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.01904853817267,-0.00928676660755549,0,0,-0.0243054748504679,0,0,0,0,0,0,0,0,-0.16875568797161,0,0,0,0,0,0,0,0.366398321933355,0,0,0,0,0,0,0,0,0,0.0850348152079821,0.241950707630086,0.0112558612053654,0,0,-0.0711036439384684,0.283955165895847,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0.0919908821456099,0,0.0258959824665822,0.115549469287927,0,0.213909208968214,0,0,0,0,0,0,0,0,0,0,0.0624061280662659,0,0,0,0,0,0.0188222537204769,0,0.112670490256357,0,0.196232148078581,0,0,0,0,0,0,0.107693276167626,0.13530481396249,0,0,0.0183171562737419,0,0,-0.164556333925212,0,0.121943789628382,0,0,0,0.0957205332204749,0
X600016.CH.EQUITY,0,0,0.0997329251665249,0,0,0,0,0,0,0,0,0,0.0898092531395626,0,0,0,0.129080588026276,0,0,0,0,0.0357497284073573,0,0,0,0.0443961709635361,0,0.0993991558443908,-1.73472347597681e-18,0.184711056592204,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.128561851682863,0,0,0,0,-0.061987704830136,0,0.0773168575417526,0.0493115234999675,0,0,0,0,0.136411119970737
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509720278714277,0,0.0460207599589006,0.200736951834711,0,0.122731943170137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177360450137811,0,0,0.581148227606094,0,-0.0609282587198782,0
X300059.CH.EQUITY,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0910747799393745,0,0,0,0,0,0,0,0,0,0,-0.0403076018156575,0,0,0,0,0,0,0,0,0,0,0.547328059185758,0,0,0,0,0,-0.0189582401805231,0.0288498164366426,0.0538123292640998,0,0,0,0,0,0,0,0.0958122146840529,0,0,0,0
