,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.0249301426270143,0.513914960430458,0,0,0,0.123618310425214,0,0,0.0818470092836032,0.0348819861895014,0,0,0,0.171995264866354,0,0,0.00897023964843005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148279353210248,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.128099765318036,0.289077355536372,0,0,0,0.0231687869631902,0,0,0.0107184181192018,0,0.315978263485846,0.0926457841043194,0,0,0.0648819303764366,0,0,0,0.048728894717793,0,0,0,-0.0416161600186584,0,0,0,0,0,0,0,0,0,0.0559364476843484,0,0.000786411693797832,0,0,0,0,0,0,0,0,-0.00302853157433574
X601939.CH.EQUITY,0.138728071998597,0,0,0.483452767532356,0.0684027722801236,0.0786062821254624,0,0,0,0.0957283246987053,0,0,0,0,0,0,0,-0.0273581117643256,0,0,0,0,0,0,0,0,0,0.165716171750774,0,-0.0244447378523941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00992949011033242,0,0,0,-0.0424628175285604
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.0237381300695258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24458693673166,0,0,0.410226233908019,0,0,0,0.138781995540233,0,0,0,0,0,0,0,0,0.0411319655352712,0.0129887373905374,0.0152272447277016,0,0,0,0,0,0,0,-0.0504779160052088
X5.HK.EQUITY,0,0.0298590967028903,0,0,0,0.225103743978789,0,0.111465785183351,0,3.46944695195361e-18,0.285935622996411,0,0,0,0,0.040954568915911,0,0,0.0263007777582589,0,0,0,0,0,0,0.0541232677101835,0,0,-0.103158891303582,0,0,0,0,0,0.141206203225187,0,0,0,0,0.0739664763166755,0,0,0,0,0,0,0.175316763739856,-0.154487122710716,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.289875413222849,0,0,0,0.0734058101682373,0,0,0,0,0,0,0,0.076490503341643,0,0,0,0,0,0,0,0.121659398958805,0,0,0,0,-0.221942305851063,0,0.0307418283344918,0.0398012962635428,0,0,0,0,0,0,0,0,0.105570973275903,0,0,0,0,0,0,0,0.150875642365838,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.100030492563381,-0.023291108703384,-0.0882862397962308,0,0.125251752217679,0.0385241538594787,-0.116759938460479,0,0.0441513379389869,0,0,0,0.506306789364609,0,0,0.0844159512630615,0,0,0.0998647279734803,0,-0.0450169932349343,0,0,0,0.0178977614681036,0,0,0,0,0,0.240560493030923,0,0,0,0.110923032105728,0,0,0,-0.018217622191798
X1299.HK.EQUITY,0,0,0,0,0.0854683936353199,0,0,0,0,0,0,0,0,0,0,0,0.204926066708412,0,0,0,0,0,0,0,0,0.0867850836902037,0,0,0.0569218274664642,0,-1.73472347597681e-18,0.0581773651675877,0,0,0.275842179372593,0,0,0,0,0,0,0,0,-0.0392559164803528,0,0.103869354743942,0,0,0,0,0.138292700752684
X601628.CH.EQUITY,0,0.135642220017496,0,0.155941983380074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213357544417611,0,0,0,0,0,0,0.0805273720422256,0,0,0,0,0,0,0,0,0.0239805470969346,0,0,0.389043164793791,0,0,0.0393263312782814,0.0211125002884445,0,0.113890801375533,0.0588416873342293,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.371298023407966,0,0,0,6.93889390390723e-18,0,0,0,0,0.419979463617943,0,0,0,0,0,0,0,0,0.0103946154232894,0,0.150829920922591,0,0,0,0,0,0,0,-0.0180502186171292,0,0,0.0271750274722731,0,0,0,0,0,0.0913427477430764,0,-0.0160779436038964,0.213488533250045,0,0,0,0.0812994916049452,0,0,0,0
X601166.CH.EQUITY,0.07919855784376,0,0.0734044602091821,0.0461546272681977,0,0,0,0,0,0.144128592488966,0,0.341925528740734,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.052138233405051,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0805661047019117,0
X600000.CH.EQUITY,0,0,0.264133843207058,0,0.0968100456704045,0,0.128420412431303,0,0,0.065739129052004,0.226648543205689,0,0,0,0,0,0,0,0,0.144556387124552,0,0.241882398853573,0,0,0,0,0,0,0.0715356425890032,0,0,0,0,-0.136528433474557,0,-0.207156225932164,0,-0.0600986617874821,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.00244720799717374,0,0,0,0,0,0.0467132386573967,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0531047519003571,0,0,0,0,0,0,0,0,0.245755653423933,0,0.018291541354053,0.249444261488754,0,0,-0.292817443071759
X16.HK.EQUITY,0,-0.0717892757572449,0,0,0.0437901656509714,0,0,0,0,0,0,0,0,0,0,0,0,-0.247780203802299,0,0,0,0,0,0,0,-0.106638461171627,0,0,0,0.175916650174697,0.202491885522735,0,0.18356241232213,0,0.672118660953166,0,0,0,0,0,0,0,0,0,0,0,-0.0543009205216784,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0.189288411750326,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.07972741245266,0,0,0,0,0.214069380564389,0.0262476120558928,0,0,0,0.599534844886425,0,0,0,0,0,0,0.0875136419110092,0,0,0,0,0,0,0,0.151728254623577,0.110055362646951,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154549424680491,0,0,0,0,0.050034825054743,0,0,0,0.62066651712499,0,0.0833655145836843,0,0,0.00264450696167597,0.00992119522423434,-0.0634752963677643,0,0,0.0111142555038601,0.0552036336460761,0,0,0,0,0,0.0779203889603715,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.394896680479499,0.22196783187094,0,0,0.281244472273602,0,0,0,0,0,0,0.162587833124422,0,0,0,0,0,0,0,0.05866126679177,0,0,0.0908227759042779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221681160266652,0,0
X601601.CH.EQUITY,0.0399108117461836,0.0934811688169679,0,0,0,0,0.0530372965151703,0,0.16555095455099,0,0.0821468887178635,0,0,0,0.0536139255581736,0,1.0842021724855e-19,0,0,0,0.020830800195515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293422125451723,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0121861515970077,0
X2388.HK.EQUITY,0,0.443133506995172,0,-0.386558459667361,0.0511055129780149,-0.483056698524248,0,0,0,0,0,0,-0.180674878071227,0,0,0,0.657094390812021,0,0,0,0,0,0,0,0,0.0445743070653813,0,0,-0.0332451509087892,-0.21042524738021,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.135579758325093,0,-0.0455995564949613,0,0.0694594671703973,0,0,0,0.0823520075684361,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.523324295885322,0,0,0,0,0,0,0,0,-0.129945417267579,0,0,0.257803895630583,0,0.235628595393752,0,0,0,0,0,0.20962269557727,0,0.382682620435459,0.182220778315662,0,0,-0.226578263957945,0,0.435219593626231,0,-0.143580034930661,0,0,-0.00589438612244199
X600016.CH.EQUITY,0,0,0,0.0965720775505775,0,0,0,0,0,0.0898331027650765,0.0356905009544524,0.225791221892043,0,0,0,0,0,0.111026268636762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18222436106836,0,0.0347458136374772,0.254307170337946,0,0,0,0,0,0,-0.0109688337492459,0
