,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600918.CH.Equity,X600837.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0358384985892119,0,0.0946496433682005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0953734355650841,0.453030188365089,0,0.684593281787307,-0.0684349009309501,0,0.151998803508888,0,0,0,0,0,0,0.017340115911636,-0.250846486805073,0,0,0,0,0,0,0,0,0,0,-0.282927056305883,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.106317976872097,0.00899791201157825,0.098176788338724,0,0,0.047230500726304,0,0,0,0,0,0,0,0,0,0.267693146627556,0,0,0,0,0,0,0,0,0.140733449031376,0.037215145526778,0,0,0,0,0,0,0,0,0,0.197635306553529,0,0,0,0,0,0,0.0524293418339303,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.841507223665553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00858981543016419,0.0691014663370926,0,0,0,0,0.0934477535323653,0,-0.0097911728366477,0,0,0,0,0,0,0.0562289464603677,0,0.0273443334811861,0,0,0,-0.0582560854389521,0,0,0,0,0,0,0,-0.0639434488074636
X601288.CH.EQUITY,0,0,0.881525500658414,0,-0.0745858288937318,0,0,0,0,0,0,0,0,0,0.0206345270957056,0,0.0636595871861181,0.118194178948009,0,0,0,0,0,0,0,0,-0.0312940007777213,0.0527673889931238,0,0,0,0,0,-0.0175977161350054,0,0,0,0,0,0,-0.109312487473698,0,0,0,0,0,0,0,0,0,-0.0356633359964359,0
X601628.CH.EQUITY,0,0.0437500013494387,1.73472347597681e-18,0,0,0,0.290315439320308,0,0,-0.0125667326361485,0,0,0,0,0,0,0,0,0,0,0,0,0.0213778817548092,0,0,0,0,0.0227836345616047,0,0,0,0,0,0,0,0,0,0.161641789781228,0,0.17094539332696,0,0,0,-0.0261002697159601,0,0.0796544340299994,0,0.118371712592071,0,0.0778871158550864,0.102358530661275,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19678558417125,0,0,0,0,0,-0.237449495552557,-0.203679164119844,0,0,0.0275273405053076,0,0,0,0,0,-0.0618990986313515,0,0,0,-0.0682332298187593,0,0,0,0,0,0,0,0,0,0,0.0347318523412236,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.391014743671847,0,0,0,0.0641585310035116,0.0336894591857435,-0.0147779005801211,0,0,0,0,0,0.0730837984113736,0,0,0,0.0237029860852574,0,0,0,0,0,0,0,0.134098948129316,0,0,0,0,0,0.249691214599485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481453472103308,0,0,0.0533759004799091,0.0503028475648285
X1299.HK.EQUITY,0,0,0,0,0.104390665084875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151007781303823,0,0,-0.0542510679346596,0,0,0,0,0,0,0.169471286091726,0,0,0,0,0,0.11123980304303,0.0852362569182859,0.0705676486398731,0,0,0,0.122509692275406,0,0,0,0,0.378736864276497,0,0,0.0780464784041027,0
X5.HK.EQUITY,0,0,0,0,-0.0711226848982047,0,0,0,0,0.0361731658295852,0,0,0,0,0,0,0.198209762035249,0,0,0,0,0.266929240796387,0,0,0,0.212135670996767,0,0.131391078712849,0,0,0,0,0,0,0,0,0,-0.0218952230792651,0,0,0,0,0,0.18255398636268,0.0351689570966587,0,0,0,0,0,0.196266637329667,0.187752576537421
X388.HK.EQUITY,0,0.306375740490806,0,0,0,0,0,0,0,0,0,0,0,0,0.0283114117993366,0,0,0,0,0,0.549348773231758,0.245135052742951,0,0,0,0,0,0.222635314435893,0,-0.194234792950618,0,0,0,0,0,0,0.00352772673415831,0,0,0,0.0337254785404042,0,-0.505248087379681,-0.00404336996141839,-0.144547251879118,0,0.0225764931539972,-2.77555756156289e-17,0,0,0,0
