,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.516537743140439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0194238227654111,0,0,0,0,0,0,0,0,0,0.440157538686657,0,0,0.133116556914906,0,0,0,0,0,-0.142476421953617,0,0,0,0,0,0,0,0.0907833211711859,0,0,0,0.0145642847347749,-0.10704257241184,0,0,0
X601939.CH.EQUITY,0.100623611206138,0,0,0.335935984343045,0,0,0,0,0,0,0,0,0,0.171642016559514,-0.0465895808808043,0,0,0,0,0,0,0,0,0,-0.0944666955664861,0.322480085463209,0,0,0,-2.77555756156289e-17,-0.0951892295046204,0,0,0,0,0,0,0,-0.0375875584375978,0,0,-0.0369644370801144,0,0,0,0,0,0.145971062631631,0,0.0603856887378433,-0.0209051266276535,0
X601318.CH.EQUITY,0,0,0,0,0.210763032473334,0.101777747966829,0,0,0.0494301441704433,0,0,0,0,0,0,0,0,0,0,0.0805106046201919,0,0,0,0.236759931434704,0,0,0.0358923747605534,0,0,0,0,0,0,0,0.0807643064584984,0,0,0,0,0.0479135544687695,0,0,0,0,0,0,0,0,0,0.10685731510158,0,0
X601288.CH.EQUITY,0,0.654542496702917,0,0,0,0,0,0,0,0,0,0,0.102186962139159,0,0,0,0,0,0,0,0.148491030190267,0,0,0,0,0,0,-8.67361737988404e-19,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.0238573423773389,0,0,0.0268325287489134,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0364009371120648,0,0.376000941852203,0,0,0,0,0,0.312230735656514,0,0,0,0,0,0.108387099111047,0,0,0.112742302231682,0,0.0517025394688499,0,0,0,0.173880427816654,0,0,0.0442925535112837,0,0,0,0,0,0,0,0,0,0,-0.546750805207528,0,0,0,0,0,0,0,0,0,0,0,0,-0.26594216911382
X600036.CH.EQUITY,0,0.17682023615676,0,0,0,0,0,0,0.0325736629408744,0,0,0,0.041412162357537,0,0,0,0,0,0.110976974250883,0,0,0,0,0.242880007175452,0,0,0,0,0,0,0,0,0,0.362929700781902,0,0,0,0,0,0,0.0763628763126536,0,0,0,0,0,0.0928146350231728,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0655272059564075,0,0,0.0677030689973167,0,0,0.382217657317384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233618124116073,0,0,0,0,0.281926139429914,0,0,0.0316822290697126,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583807056289948,0,0,0,-0.191579898116535,0,0,-0.474253774897458,0.747697598886378,0,0,0.0791374079637533,0.510604836689535,0,0,0.0582813091397582,0,0,0,0,0,0,0,0.086509522522476,0,0,0,0,0,0,0,0,0,0.189617171558803,0.113932607681645,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.304414768787789,0,0,0,0,0,-0.154094622594322,0,0,0,0,0.0889989842498784,0,0,0,0,0.187714269516625,0,0,0,0,0,0,0.115462397673041,0,0,-2.77555756156289e-17,-0.0673916095646548,0,0,0,0,0,0,0,0.0936791676698535,0,0,0,0,0,0,0,0,0,0.1523261000527,-0.0416310918377046
X601658.CH.Equity,0,0.148326581553662,0,0,0.0098648438156934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388292561826803,0,0,0,0,0.0131916610619768,0,0,0,0,0,0,0,0,0,0,0,0.188605802606252,0,0.113026176269144,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.242537301079167,0.204279246131882,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0883778207607238,0,0.0156739269770439,0.161754314539396,0,0,0,0,0,0,0,0,-0.0447728809042746,0.00158351671614474,0.0598257934942786,0,0,0,0.0105744781710889,0.0820038888399585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116547335009079,0,0
X388.HK.EQUITY,0,0,0.295184207088306,0,0,0,0.100032012626795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108571062182166,0,0,0.0330792063759245,0,0,0,0,0,0,0,0,0,0,0,0,0.0192747334297728,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.48513430689569,0,0,0,0.0353418194863486,0.0282706439902829,0,0,0.0119229478623506,0,0,0,0,0.0048334344346488,0,0,0,0,0,0,0,0,0,0,0.24039921044627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144117483950728,0,0,0.0110158344314572,0.0704405916545663,0,0.0906567464670912,0,0
X600000.CH.EQUITY,0,0,0.0364596331515634,0.157394178183894,0.0834637187064438,0,0,0,0,0,0,-8.67361737988404e-19,0.308933754008686,0,0,0,0,0,0,0,0,0,0,0,0,0.0381034638002201,0,0,0.153389478653563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746391401346173,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105373737556207,0,0,0,0.158038055982267,0,0,0,0,0,0,0,0.0766828065518169,0,0,0.249198439417031,0.153308688059035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851505930916265,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0232433309557238,0,0,0,0,0,0,0.0352227826660692,0,0,0,0,0,0.371223715210671,0,0,0,0,0,0.0256593244365274,0,0.298975994829612,0.0322041535232484,0.0241872228000958,0.0890264125137314,0,0,0.0711094014997674,0.0268807857869369,0,0.0363715394101846,0,0,0,0,0,0,0,0,0.0181619099510345,0.0643535902342599
