,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601155.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.178996889581544,0.0768483108854668,0,0,0.384205222055619,0,0,0,0.0317447364507263,0,0,0.0304278539670784,0,0,0,0,0,0,0,0,0,0.207863165153564,0,0,0,0.0603685960091982,0,0,0,0.103740791645337,0.0404276551982761,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0843943876360787,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.127131317740514,0,0.0232446358256931,0,0,0.148900882271736,0,0,0,0.287419965964858,0,0.0354398442913369,0,0.0123874262187699,0,0,0.0951308418687107,0,0.0985034740141523,0,0,0,0,0,0.0210611040713533,0.160994842261018,0,0,0.0362913607584172,0,0,0,0,1.73472347597681e-18,0,0,0,0.095059619255589,0,0,-0.129035719569158,0,0.146780236461553,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0551940427629874,0,0,0,0.138982636259946,0,0,0,0,0,0,0.0469730381106304,0,0,0.0618516354668298,0,0,0,0,0,0,0,0,0.0218623076955398,0.442807892734056,0,0.128200207809834,0,0,0,0,0,0,0,0,0,0,-0.131432208975016,0,0,0,-0.0228263911474056,0,0,0,0,0,0,0,-0.058057905659494,-0.061508618495867
X601939.CH.EQUITY,0.497231766905069,0.12202621280685,0,0,8.67361737988404e-19,0,0,0,0.0883226129197464,0,0.214321103005214,0,0,0,0,0,0,0.192976224198161,0,0,0,0,0,0,0,0,0,0.0863171679315291,0,0,0,0,0,0,0,0,0,0,0.118465571050337,0,-0.10157599360892,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0.18540792155398,0,0,0,0.455893917430168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234203688068219,0,0,0.0518300725625145,0,0,0.0794954286614808,0,0,0,0,0.0714146730732461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440430869739956
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0834611661715488,0.0167913322252567,0.293093246571157,0,0,0,0,0.0549434062585403,0,0,0,0,-0.05584455127115,0.0238190782504391,0,0,0,0,0,0,0,0,0.156923712890098,0,0,0.000718258480612376,1.0842021724855e-19,0,0,0,0,0,0.242451978679608,0.205103470609437,0,0,0,0,0,0,0.150161285246032,0,0,0,0.180273867315299
X601628.CH.EQUITY,0,0,-0.0986988133387776,0,0,0,0,0,0,0.216085022257738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372871677712782,0.103019003665353,0.0224741039819338,0,0,0,-0.0631613438427248,0,-0.0189292445758494,0,0,0.237662528318813,0,0,0.378799919381633,0,0,0,0,0,0.0189379875225214,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0550103614981405,0,0,0,0.526181682874646,0,0,0,0,0,0,0,-0.114024029432825,0,0,0,0,0.222163142961462,0,0.0380036423606949,0,0,0,0,0.0148941710025402,0,0,0,0,0,0,0,-0.14951831333205,0,0,0,0,0,0,0,0.0657405473934263,0,0,0,0,0.0553904653248916,0,0,0,0.0343470488672101,0,0.00245221570821636
X5.HK.EQUITY,0,0.210998838184705,0,0.109583002131566,0,0,0,0,0,-0.129889985042047,0.0564572364721972,0.0021870385244581,0,0,0,0,0,0,0,0,0,0,0,0.308330484018422,0,0,0.113478603838713,0,0,0,0,0,0,0.0390676332623576,0,0,0,0,0.202452908122056,0,0,0,0.0462334927045838,0,0,0,0.123626619990843,0,0,0,0.0307661026722845,0
X388.HK.EQUITY,0,0,0,-0.138177248306585,0,0,0,0,0,0,0,0,0,0,0,0,0.154316063849833,0,0,-0.156860838601147,0,0,0,-0.0606944500680135,0,0,0,0,0.147332298593483,0,0,0,0,-0.407581191723408,0,-0.135321409750877,0,0.269768034740496,0,-0.00715043787245602,0.250736646869075,0,0,0,0.30518870269309,0,0,0,0,0,0,-0.0269299642993028
