,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.295424922679744,0.0273529579032152,0,0,0,0.447044782306672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105024157712963,0.0519750322569579,0,0,0,0,0,0,0,0,0,0,0.0796413632265775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.189387143272921,0,0,0,0,0,0.17780286479384,0,0,0,0.0808989119026986,0,0.0932023220812696,0,0,0.0195017101507115,0,0,0.19558591519201,0,0,0,0,0,0,0,0,0,0.0675172554628483,0,0,0,0,0,0,0.0593166354809026,0,0,0,0.02551881436169,-0.0385196763756606,0,0,0,0,0.0509732799821022,0,0,0,-0.0880192640462736
X601939.CH.EQUITY,0.455166117549677,0.133282514312934,0,0,0,0,0,0.244163663824393,0,0,0,0,0,0,0,0,0.0117297550792178,0,0,0,0,-0.139387459301621,0,0,0,0,0,0,0.160631773858088,0,0,0,0.118895366774289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117172989416515,0.156794502008149,0
X600036.CH.EQUITY,0,0.128448542125591,0,0,0,0,0.0789851617695458,0.0847571931881691,0,0,0,0,0.106708633618662,0,0,0,0,0,0,0,0,0,0.0133666144977826,0,0,0.0984977710633673,0,0,0.0727717278617416,0,0,0,0,0,0,0,0,0.0419693235162083,0,0.00552500655114782,0,0,0,0,0,0,0,0,0,0.349305921345267,-0.221112742724987,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.553289838149346,0,0,-0.0762704608824189,0.0401115261959315,0,0,0,0,0,0.0179696884322964,0,0,0,0,0.0598128104557465,0,0,0.135858120307214,0,0,0.110623156221469,0,0,0,0.0555490370027656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331972489861029,0,0,0.0189945284944153,0
X601628.CH.EQUITY,0.0836216786607061,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.00411861576779407,0,-0.100521047206179,0,0,-0.239223428138149,0,0,0,0,0,0.187360441168109,0,0.0886055648553371,0,0,-0.0797760818662031,0,0,0,0,0,0,0.558782325074983,0.056567334536283,0,0,0,0,0,0,0,-0.0673379258494659,0,0,0.0739531042825926,0,1.73472347597681e-18,0,0,0.0189312973662399,0
X1299.HK.EQUITY,0,0,-0.0532457746158545,0.0366514934186184,0,0,0,0,0,0,0.149341830279004,0,0,0,0,0,0,0,0,0.165930184302084,0,0,0.212639795173505,0,0,0,0,0,0,0,0,0,0,0,0,0.0606023964700305,0,0,0,0.160537028701158,0.0342824750462831,0,0.149709852294852,0,0,0,0,0,0,0,-3.46944695195361e-18,0
X601988.CH.EQUITY,0.138372496939359,0,0.0943726948685879,0,0.37267311559321,0,0,0,0,0,0,0,0.218407113285678,0,0,0,0.111018217400821,0,-8.67361737988404e-19,0,0,0,0.0171948359560252,0,0,0,0,0,0,0,0.120462180118195,0,0,0,0,0,0.0108998965771187,0,0,0,0,0,0.00590740443303215,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.129824177276345,0,0,0,0,0,0,0,0,0,0,0,-0.0647055390567064,0,0,0,0,0,0,0.226718849797931,0,0.182084445462284,0,0.143970216216189,0,0,0,0,0,-8.67361737988404e-19,0,0.0564677652044353,0,0,0,0,0,-0.0784837928699452,0.182868263347402,0.0422201646650926,0,0.284436178372689,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0707162166610677,0.165756409089554,0,0,0.104113053295829,0,0,0,0,0,0,0,0,0,0,0.138455871375107,0,0.422528693645637,0,0,0,0,0.0486660901445805,0,0,0.00623464105199299,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0216800537148137
X388.HK.EQUITY,0,0,0,-0.0703998871984139,0,0,0.229510154734037,0,0,0,0,0,0,0,-0.0137817232847817,0,0,0,0,-0.107600610955381,0,0.495907678920209,0.00855190212663979,0,0,0,0,0.0265251327334334,0,0,0,0,0,0,0,0,0,0,0.135153486242674,0,0.0789812843791303,-0.0796072311117192,0,0.143381870335347,0,-0.366360373196719,0,0.00810434993092044,0,0,0.172353818018322,0
X601658.CH.Equity,0,0,0,0,0.243769959698481,0,-0.0697284474181295,0.173394152151314,0,0.26169732908945,0,0,0.0761431605574845,0,0,0.0193445608586866,0.481682810767528,0,0,0,0,0.317751031230716,0,0,0,0,0,0,0,0,0,-0.308222476521237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.344399606832534,0,-0.0306982713120086
X000001.CH.EQUITY,0,0.127410212210429,0,0.111465184333509,0,0,0,0.218220926385437,0,0.382139990327704,0.0403964789357782,0,0,0,0,-0.0371151784289013,0,0,0,0,0,0,0.155655253790235,0,0,0,0.352658110970322,0,0,0,0,0,-0.304017924420738,0,0,0,0,-0.115312757666077,0,0,0,0,0,0,0,0,0,-0.0172635969543472,0,0,0,-0.0693500773628833
