,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600999.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.216794324859257,0.0229871668144087,0,0,0.401136564978712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197226588348466,0,0.056059279867422,0,0,0.0445185969533968,0,0,0.0640919135130125,0.0251532765759074,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0838682447195753,0.0497431022608755,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0518176710559677,0,0,0.234020485313161,0,0,0,0.263189747203577,0,0,0.0479434912431026,0.026417845488417,0,0,0.193886483476636,0,0.0230093014645107,0,0,0,0,0.0413094059832448,0,0,0,0,0.093468488967921,0,0,0,0,0.200693023937146,0.0146366921159607,0,0,0,0,0,-0.0529311908294492,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.025746463940627,0,-0.0123697705160198,0,0.155399461130356,0,0,0,0,0,0,0.0906080170513335,0,0.0166431373405107,0,0,0,0,0,0,0,0,0,0.0549146337531517,0.323957852500025,0,0,0.116941444699156,0,0,0,0,0,0,0,0,-0.127159744926715,0,0,0,0,-0.0581049314860408,0,0,0,0,0,0,0.0986934731666664,-0.0533437080081974,0
X601939.CH.EQUITY,0.623270412509926,0.0188860461251977,0,0,0,0,0,0,0.104845040978803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184375509214618,0,0,0,0,0,0,0,0,0.148482237647279,0,0,0,0,0,0,0,0,0,0,0,0.129075617621823,0,0
X601288.CH.EQUITY,0,0,0,0.0882716336523499,0,0,0,0.400316244805571,0,0,0.113108210824155,-4.33680868994202e-19,0.0297775205481714,0,0,0,0.00125813861310915,0,0.0759295202768534,0,0,0.0417122538685457,0,0,0.172253760503329,0,0,0,0.0077638817620702,0,0,0,0.158178340746807,0,0,-0.0599127613237561,0,0,0.0064289801605061,0,0,0,0,0,0,0,0,0,0,0,0,0.0190429555027943
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0610921661161622,0,0.299932675956622,0,0,0,0,0,0.0443227586414542,0,0,0,0,0.100473399443795,0,0,0,0,0,0,0.0208790804713527,0,0,0.0103147980536138,0,0.0549651812919961,-1.0842021724855e-19,0,0,0,0.0458991568261365,0,0,0.218473224513133,0.229356041459824,0,0,0,0,0,0.0339672995432651,0,0,0,0.143673939454236
X601628.CH.EQUITY,0,0,-0.141296844731956,0,0,0,0,0,0,0.0958607234655857,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0492788238186418,0.0977896573945188,0,0,0,-0.0421982737384222,0,-0.0823695609979341,0,0,0.368278443654649,0,0,-0.000527718780289725,0.3667052681137,0,0,0,0,0.0456852440458223,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.145340052708688,0,0,0,0.415486979511279,0,0,0,-0.0151525061718138,0,0,0.0417308602061351,-0.0936710049753025,0,0,0,0,0.167908920076004,0,0.0585746185307995,0,0,0,0,0.0948751507836852,0,0,0,0,0,0,0,-0.187896881115659,0,0,0,0,0,0,0,0.0388399824415477,0,0,0,0,0,0,0,0.0786069851278168,0,0,0
X5.HK.EQUITY,0,0.242388149601439,0,0.0855490433056379,0,0,0,0,0,-0.126416241641747,0.0441962626209634,0.0289386303220417,0,0,0,0,0,0,0,0,0,0,0,0.289251421096032,0,0,0,0.129832647916151,0,0,0,0,0,0.0618081674282459,0,0,0,0.217280709440711,0,0,0,0,0,0,0,0,0.0815483750240186,0,0,0,0.073564769223142,0
X388.HK.EQUITY,0,0,0,-0.152334169416066,0,0,-0.0331863453228254,0,0,0,0,0,0,0,0,0,0.200555239775867,0,0,-0.144859792977421,0,0,0,-0.0789115808257198,0,0,0.111340227675403,0,0,0,0,0,0,-0.381692723640229,0,-0.142828141945443,0,0,0.309680036500271,0,0.24138324467658,-0.00452510482258568,0,0,0.299874734915675,0,0,0,0,0,0,-0.0573964595133315
X601166.CH.EQUITY,0,0,0,0.144849626252356,0,0,0,0,0,-0.183687310251589,0,0,0.584278436960039,0,0,0,0,0,0,0,-0.058576052097327,0,0,0,0,0,-0.00326282512697163,0,0.0458648697868471,0,0.0891680952611452,0.0885279092126932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787166562490058,0,0,0,-0.0367095488948687,0
X601658.CH.Equity,0,0,0,0,0,0,0,0.51548075690561,0.0134645460999229,0,0,0,-0.00120297657395166,0,0,0.400353668633037,0,0,0,-0.110302026325126,0,0,0,0,0,0,-0.258296065621712,-0.061482859893086,0,0,0,0,0,0,0,-0.00250834357342996,0,0,0,0,0.177964459104624,0,0,0,0,0,0,0,0,0,0.197965317173914,0
X000001.CH.EQUITY,0,0.178871980282041,0.129004312454939,0,0,0.0700495987021376,0,0,-0.105916332469615,0,0.27573712142469,3.46944695195361e-18,0,0,0,0,6.93889390390723e-18,0,0,0.12051144185106,0,0,0.226543535588966,0,-0.0690216665611843,0,0,0,0,0,-0.11189021094689,0,0,-0.0744051721004443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0797158295527641,-0.142617920375454
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0693964975686816,0,0,0,0.0501182410434303,0,0,0.179566981229173,0,0,0,0,-0.0854608660847767,0,0,0,0,0,0,0,0,0,0.396595792131948,6.93889390390723e-18,1.38777878078145e-17,0,0.0297051400614634,0.0317259603110382,0,0,0,0,0,0.341730086053904,0,0,0.00255707328160415,-0.055506454462773,0,0
X000002.CH.EQUITY,0,0,0.0768160969960696,0,0,1.0842021724855e-19,0,0,0,0,0,0.0576838878402686,0,0,0,0,0,0,0,0,0,0,0.181741489903483,0,0.175214265409147,-0.143878895477275,0,0,0,0,0.176892727976817,0.566960896120113,0,0,0,0,0,0,0,-0.0224914319495556,0,0,0,0,0,0,0,0,0,0,0.0281091714648653,0.0417140588033535
X601601.CH.EQUITY,0,0.434383574367481,0,0,0,0.0765467801446222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823834089931321,0,0,0,0,0,0,0.224348121459672,0.0338758677955851,0,0,0,0,0,0,0.187569634573512,-0.0663627381069786,0,0,0.000682280081739433,0.236709652453418,0,0,0,0,0,0,-0.0835960622453733,0
X300059.CH.EQUITY,0,0.106838146369329,0,-0.0944701011218626,0,0,0,0,0,0.00821710145472512,0,0,0,0.323202663523502,0,0,0,0,0,0.150187081973058,0,0.0650927039932392,0,-0.0857129458663711,0,0,0.185344324611884,0,0,0,-0.0160995168256625,0,0,0,0,0,0.293388532858858,0,0,0,0,0,0.0351970977234883,0,0,0,0,-0.0214976885865438,0,0,0,0
X601328.CH.EQUITY,0.209899411468656,0,0,0,0,0,0.0689851853940305,0.133953202140565,0,0,0,0.0621258577566612,0,0,0,0,0,0,0.11200590516742,0,0,0,0,0.029782304570751,0.0423026899592482,0.16854770411728,0,0,0,-0.0181830546250091,0.0519842386742125,0,0,0,0,0,0.0477978623358538,0,0,0,0,0,0,0.140289228530277,0,0,0,0.125992970187712,0,0,0,-0.0221084943518738
X600000.CH.EQUITY,0,0,0,0.00202235196861218,0,0,0,0,0,0,0,0.064048507202597,0,0,0,0,0,0.265387726484568,0,0,0,0,0,0.0797698391607668,0.0019405097519564,0.00410746993514763,0,0,0,0,0,0.0751287852725434,0,0,0,0,0,0,0,0.156964616725842,0,0.0881708890323872,0,0,0,0,0,0,0.0115898663544601,0.15292271915259,-0.0581952269558172,0
X601066.CH.EQUITY,0,0,0,0,0,0,0.0549108106127626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115832402549427,0.00541065021241376,0,0,0,0,-0.0580024738430665,0,0,0,-0.0784149998898892,-0.0644720112594335,1.0842021724855e-19,0,0,0.256364493834599,0,0,0.0412042401283562,0,0,0,0,0,0.317325113446381,0,0,0.0351290984442986,0,0,0
X16.HK.EQUITY,0,0,0.0484403122392987,0,0,0.0529419222470279,0,0,0,0.0526892458762058,0,0.0372531076260639,0,0,0,0,0,0,0,0,0,0,0,0.0377818973168851,0,0,0,0.0510670846244784,0,0.0249612938360379,0,0,0,0,0,-0.0369337549652231,0,0.269809904780043,0,0,0,0.541593394437075,0,0,-0.491454089637853,0,-0.0737279675408455,0.0958546776130767,-0.0238493284629957,0,0,0.0522708279076757
X601319.CH.EQUITY,0,0.0834472297240922,0,0.0701753521204238,0.0506844240065675,0,0,0.0802118804513261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0543439482705524,0.119408701575971,0,0,0,0,0,0,0,0,0,0,0.180879878678571,0,0,0,0,0,0,0,0,0,0.0100816149503216,-0.0104287783229515,0,0.12658664313641,0.107753136759672,0,0
X002142.CH.EQUITY,0,0,0,-0.0750823582803801,0,0,0.0475950961950947,0,0,-0.0477817485474736,0.190953454547793,0,0.57071654671342,0,0.0686076654411574,0,0,0,0,0.0522641082518091,-0.0770019303992825,0.00207202873858931,0,0,0.0867993218151741,0,0,0,0,-0.034789884801235,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0389029696347101,0,-0.0524239402451925,0,-0.0531421411450866,0,0.116133360857592
X11.HK.EQUITY,0,0,-0.0376102536612108,0,0,0,0,0,0.384431502730354,0,0,0,0,0,0,0,0,0,-0.00873509267838655,0,0,0,0,0,0,0,-0.0257277233271032,0.202539703969549,0,0,0,0,0,0.469247325840256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0.38932449495843,0,0.0209875708297653,0,0.256331826791069,0,0,0.089568910123756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168577933734687,0,0,0,0.0534657041593947,0,0,0.0989374971654184,0,0,0,0,0,0,0,0,0,0.0129942487338446,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.181718846404613,0,0,0,0,0,0,0.238916049804963,0.0293782803929726,0,0,0,0,0,0,0,0,0.116896732064806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441458824541621,0,0
X600999.CH.EQUITY,0,0,0.00189723230333442,0.0496157499836029,0,0,0,0,0,0,0,-0.241017043666113,0,0.186104681058638,-0.164952068211942,0,0.367388465281437,0,0,0.214983548807897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169665797965739,0,0,0,0,0,0.202690925858725,-0.098343501137534,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.0405902023050733,0,0,-2.16840434497101e-19,0,0,0,0,0,0,-0.0268365788837999,-0.0356095497208908,0.0684877717389855,0,0.0262535729769667,0.435368050849802,0,0,0,0,0,0,-0.00814130206702291,0,0,0,0.0121769878094714,0,0,0.317692868714699,0,0,0,0,0.0565943235034422,0.072623572241068,0,0,0,0,-0.13920994573695,0.157828447373074,0,0
X601818.CH.EQUITY,-0.136253099971599,0.16473410824713,0,0,0,0,0,0,0,0,0.12629815622362,0.0491086685941854,0,0,0,0.0780178482367623,0,0,0.323214054116883,0,0,0,0.285490079833458,0,0.204067217699084,0,0,-0.0254553495451321,0,0,0,0,0.0180982131281925,0,0,0,0,0,0,0,0,0,0.00638771512997952,0,0,0,0,0.0912171284705482,0,0,0,0.0503789892131378
X1109.HK.EQUITY,0,0,0.014176482501297,0,0,0,0,0,0,0,0,0,0,0,0.0347457061788569,0,0,0,0,0,0.0469775954751958,0,0.0762071633797622,0,0,0,0.0818904120535205,0.0805126506983652,0,0,0.336443925785557,0,0.147429291217476,0.00780745582747066,0,0,0,0,-0.1334928482163,0,0,0,0,0,0,0,0,0,0,0.0692656574332739,0.0319552778618631,0.034640874051685
X2007.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271876336668265,0.108010284227699,0,0,-0.124540787766874,0,-0.136319156989205,0,0,0,0,0,-0.034939011273291,0,0,0.363521393952208,0,0.0285704936134284,0.0462506389378547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720736630159126,0.0436358616534166,0,0,0,-0.110928717995129
X600048.CH.EQUITY,0,0.131682726587955,-0.0464791206021848,0,0.0220367700789475,0,0,0,0,-0.0433015420728886,0.00922699105844015,0,0,0,0.604497138768037,0,-0.00823442247237928,0,0.204454060513805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495521078912109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00529212366388553,0
X688.HK.EQUITY,0.35315905897108,0,0,0,0,0,0,0,0,-0.00597226416622185,0.110029865622881,0,0,0,0,0,0,0,-0.0018825467654503,-0.370864200444422,0,0,-0.0634349438207794,0,0,0,0,0,0,0.565909585971412,0.180471130884493,0,0,-0.0233931179860081,0,0,1.38777878078145e-17,0,0,0,-0.13545684345581,0,-0.102321246634873,-0.214949624810991,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0.121839394974228,0,0,0,0,0,0.0800127803375102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114923868190844,0,0,0.181181253642487,0,0,0.0559351192063834,0,0,0,0,0,0.132384535578883,0,0.55944095931067,0,0,0.0725440204695127,0,-0.472863652748282,0,0,0,0,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,-0.0583458824879739,0.177096468744251,0,0,0,0,0,0,0.261100718349766,0,0,0.118473161184876,0,0,0,0,0,0,0.0201294979229683,0,0,0.144023262657161,0,0,0,0,0,0,0,0,0,0.329515975018005,0,0.0375569037097703,0,0,0,0,0,0,0.0139077486456667,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0.0547139443054169,0,0,0,0,0,0,0,0.461812238219266,0,0,0,0.100531322400618,0,0,0,0,0,0,0,0.032298820123135,-0.0254003904669069,0,0,0,0,-0.0745024048128852,0,0,0,0,0,0,0,0.0610084862148815,0,0,0.158381753035587,0,0,0,0,0,0,0,0,0
X601211.CH.EQUITY,0,0.151461493928708,0.0125128214338549,0,0,0,0,0,0,0,0,0,0,0.0620461484573733,0,0,0,0.20692907091017,0,0.0157471407535307,0,0,0,0,0,0,0.0369498789896608,0,0,0,0,0,0,0,0.0672236299958635,0,0,0,0,0.166866381703295,0,0,0,0,0.165483672639137,0,0,0,0,0,0,0
X12.HK.EQUITY,0,0,0,0.0620212886424973,0,0,0,0,0.109568809196275,0,0,0,0,0,0,0,0,0,0,0,0.17265556317287,0,0,8.67361737988404e-19,0,-0.0193714199169327,-0.107353221056523,0.157924640119774,0,0.0661466655323616,0,0,0.014336377961955,0.0927275053394631,0,0,0,0,0,0,0,0.168142494901499,0,0,0,0,-8.67361737988404e-19,0,0,0,0.185835799810435,-0.236691515653896
X601336.CH.EQUITY,0,0,0,0,0,0,0.466280439720646,0,0,0.0948753838500266,0.0404215872736026,0,0,0,0,0.194931612710299,0,0,0,0,-0.0306931999542492,0,0,0,0,0,0.101176157737265,0,0,0,0,0,0.0665389711018285,0,0.0939142516925524,0,0,-0.13002466035572,0,0,0,0,0,0,0,0.0223125855849517,0.0205017111576921,0,0.052054167625941,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0936831829595404,0,0,0,0,0,0,0,0,0,0.305523351953686,0.0472242663729249,0.11647130017348,0,0,0.0483761313113928,0,0,-0.05946899083073,0,0,0,0,0,0,0,0,0.270862824365704,0,0,0,-0.0275247922275205,0,-0.0459268693509827,0.0291356865390748,0,0,-0.294618547546599,-0.193890624540591,0.277231566460373,0,-0.0203331013719903,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131682557811215,0,0,0,0,0,0.277338084299118,8.67361737988404e-19,0,0,0,0,0,0.0773372752970169,0,0,0,0,0,0,0,-0.142573157448414,0,0,0,0.0231782126742419,0,0,0,0.57332276073188,0,0,0,0,0.0090149107396027
X1113.HK.EQUITY,0,0,0,0,0.182984555492595,0.0831922333042958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298789682989016,0,0,0,0.0657347048068014,0,0,0.0994557271226331,0.0349993244277364,0,0,0,0,0,0,0,0,0.123748815450392,0,0,0.0451966485266314,0,0,0,0,0,0,0.0238614584951851,0,0,0,0
X823.HK.EQUITY,0,0.261739139226576,0,0,0,0,-0.105724082442598,0,0,0,0,0,0,0,-0.0622333431889196,-0.0216647204174317,0,0,0,0,0,0,0,-0.0737037735149083,0,0,0,0,0,0,0,0,0,0,0,0.0608083891107373,0,0.232881707658167,0,0,0,0.382967476252856,0,-0.0143084559401438,0,-0.204168126720972,0,0,0,0,0,0.148006825695491
X601229.CH.EQUITY,0,0,0,0.0754077656572556,0,0,0,0,0,0,0,0.121774886658498,0,0,0,0.0567724826782783,0,0,0,0,0,0.0495108854625966,0,0,0,0.167004715164545,0,0,0.0975354460001395,0,0,0.0905340410147898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836506427824794,0,0,0.17564783960695,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.104361712745397,0,0,0,0,0,0,0.217257620780507,0,0,0.146337294652066,-0.0748227952297443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215395978798289,0,0,0,0,0,0,0,0,0.180048259944616,-0.0574127155980605,0.1350885707324,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.153039754743031,0,0,0,0,0,0,0,0,0,-0.0240748913143783,0,0,0.00567524411217099,0,0,0,0,0,0,0,0,0,0,0,0.0839363337555414,0,0.434009947802058,0.127052298825104,0,0,0,0.030443540536065,0,0,0,0,-0.071297823347319,0,0.545723431108778,0,0.0540000069522958,0.047221406915819
X2881.TT.EQUITY,0,0,0,0.0270207176037814,0.173204701230911,0,0,0,0.0795276363398427,0,0,0,0,0,0,0,0,0,0,0.00969860128101425,0,0,0,0,0,0,0,0,0,0,0,-0.017116462321954,0.0806667765427479,0.0880693168391125,0,0,0,0.155690231612111,0,0,0.493046317245209,0,-0.0822951764894019,0,0,0,0,0,0,0,0,0
X1997.HK.EQUITY,0,0,0,-0.0735881163035715,0.082918404241278,0.0488560668885878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078477777952879,0,0,0,0.12356753075022,0,0,0,0,0,0.181768321928935,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275046116898603,0,0,0,-0.103571234776697,0,0.212739423111896,0.0789489281037604
X600918.CH.Equity,0.0906998782208829,0,0,0,0,0,0,0,0,0,0,0,0,0.153500362361231,0,0,0,0,0.04762608800917,0.0960278028450517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528526133015284,0,0,0,0,0,0,0.0490729889375438,0.0670163637889351,0.180262911072321,0,0,0,0,0,-0.0495102301373345
X601169.CH.EQUITY,-0.0331324716028071,0.0896241285927968,0.0343191159050455,0.233707622616801,0,0,0,0,0,0,0,-0.0332324263218972,0,0,0,0,0,0,0.0284130737510308,0,0,0,0,0,0,0.67087452105068,0,0.0470610209839575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133525010436876,0,0,0,0,-0.0882804210383607
FXI.US.EQUITY,0,0,0,0,-0.02825957745273,0,0,-0.487451031387377,0,0.17863889939914,0,0.397736335848262,0,0,0.135769190197403,0,0,0,0,-0.0137047791012278,0,0,0,0,0,0,0,0.005952216162696,0,-0.117214251812738,0.121846601082578,0,0,0,0,0,0,0.219172977936792,0,-0.0623034936171562,0,0,-0.140668163632082,-0.0262372457415057,0,0.0616636067435375,0,0.176212115396303,0,0,0,0.124996900008147
CN210SLOPE,0,0,0,0,0,0.122675427639436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0337080383949775,0.278874569736001,0.0925030625457296,0,0,0,0,0,-0.402519490202234,0,0,0,0,0,0,0,0,0,0.222648616184156,0,0,0.0778661146128119,0
