,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X000001.CH.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X002142.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.182337367264776,0.102819773594479,0,0,0.340568088859087,0,0,0.013411499412047,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228351571042892,0,0,0,0.0925027191982551,0,0,0,0.110065799399851,0.0518193907303632,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392688620503298,0.00420670061621382,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0581701764257941,0,0,0.243161441686455,0,0,0.304360748639257,0,0.0357984613259087,0,0.042793857777434,0.0125690734051453,0,0,0.188318677465977,0,0,0,0,0,0,0,0,0,0,0,0.063237572965882,0,0,0,0.238701484559495,0,0.00239446949985864,0,0,0,-0.0540426685266032,0,0,0,0,0,0,6.93889390390723e-18,0.010201180048371,0,2.16840434497101e-19
X600036.CH.EQUITY,0,0,0,0,0,0.102688704072529,0,0,0,0,0,0.0570681870294595,0,0,0,0,0,0,0,0,0,0,0,0,0.0433905338099251,0.374777038356385,0,0.165994147483577,0,0,0,0,0,0,0,0,0,-0.1018539569849,0,0,0,0,-0.0290990091874853,0,0,0,0,0,0,0.0500098940117246,-0.0522187377322045,0
X601939.CH.EQUITY,0.565842950382477,0.071600924629846,0,0,0,0,0,0,0.171226542180204,0,0,0,0,0,0,0,0,0,0.0884693972689171,0,0,0,0,0,0,0,0,0.125386105992438,0,0,0,0,0,0,0,0,0.115140218396496,0.0512305515724831,0,0,0,0,0,0,0,0,0,0,0,0.117453017573669,0.0459931330625283,0
X601288.CH.EQUITY,0,0,0,0.105150805681621,0,0,0,0.433298266218422,0,0,0.104145806434883,0,0,0,0,0,0,0.0765396103684518,0,0,0,0.00394841937664728,0.0260260813697264,0,0.150971996819581,0,0,0.0178659844068119,0,0,0,0,0.120351441366977,0,0,0,-0.0449373340968678,0,0.00966432258703696,0,0,0,0,0,0,0,0,0,0,0,0,0.0373424644178241
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0639566970737482,0,0.314232311244952,0,0,8.67361737988404e-19,0,0,0.0463948698103619,0,0,0,0,0.102016678560185,0,0,0,0,0,0.0205894050316857,0,0,0,0.0106098839055122,0,0.058124493655587,0,0,0,0,0.0465608889125804,0,0.228028289860747,0.232300531556396,0,0,0,0,0,0,0.03461767829748,0,0,0,0.150383405590176
X601628.CH.EQUITY,0,0,-0.143083802019359,0,0,0,0,0,0,0.0970819908467027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496810416748268,0.098958882305756,0,0,0,-0.042465638386232,0,-0.0832249001044677,0,0,0.370440155579889,0,0,-0.000517341731346821,0.369276461624675,0,0,0.0497878312969652,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.17714617061054,0,0,0,0.407918684740631,0,0,0,-0.0270179964648861,0,0,-0.114035137203891,0.0751696297352007,0,0,-0.017086955574993,0,0,0.158400211435506,0.10654294578668,0,1.73472347597681e-18,0,0,0.0449044451763991,0.0411933021830769,0,0,0,0,0,0,-0.136095575417717,0,0,0,0,0,0,0.0842977512250529,0,0,0,0,0,0,0,0,0.0788455162578493,0,0,0
X5.HK.EQUITY,0,0.223784979286915,0,0.0956739104960505,0,0,0,0,0,-0.144941206357909,0.0387620842733505,0,0.0326206675328367,0,0,0,0,0,0,0,0,0,0,0.281255904703097,0,0,0.117708110987186,0,0,0,0,0,0.00881159560196491,0.0448482318227883,0,0,0,0.23547856800582,0,0,0,0,0,0,0,0,0.0462057311022218,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.101790159567603,0,0,-0.0764229899549529,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.278359954890337,0,0,-0.0576730353327255,0,0,0,-0.152745218667876,0,0,0,0,0,0,0,0,0,-0.290999904317398,0,0,-0.164506268286187,0,0.345232169963676,0.246413748795953,-0.0625506152000789,0,0,0,0.254472673434461,0,0,0,0,0,0,-0.0666980944203685
