,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146666263646169,0,-0.0455253292406315,0,0,0,-0.31599995139229,0,0,0.502438624867538,-0.231758278715833,0.141734930722329,0.113190205650841,0,0,0,0,0,0,0,0.308225114273724
X601318.CH.EQUITY,0,0,0,0,0,0,0.169191734267768,0,-6.93889390390723e-18,0.0294916344405369,0,0,0,0.0296959651057713,0,0,0,0,0,0,0,0,0,0,0.162118196444958,0,0,0,0,0.0554715928324856,0,0,0,0,0,0,0,0.478094283220086,0,0,-0.0529398841724224,0,0.0550559333148661,0,0,-0.0208617528011516,0,0,0,0,0
X601939.CH.EQUITY,0.401548042632506,-0.195022912261064,0,0,0.0761500349055642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129849663214757,0,0,0,0,0,0.262482623383155,0,-0.0214407613336563,0,0.063761096205482,0,0,-0.0941366569829827,-0.354120610937748,0,0.628592226454212,0,0,0,0,0,0.0409314554108485,0,0.084201310371317,0,0,0,-0.0132238076464032
X601288.CH.EQUITY,0,0,0,0,0,0.121775104483298,0,-0.163853382488364,0,0.0204155051279438,0.344577494973453,0.354465938535813,0,0,0,0,0.112372280932136,0,0,0,0,0,0,0,0,0,-0.0839330476620162,0.00766522304835981,0,0,-0.429389500955318,0,0,0,0,0,0,0,0,0,0,0.0524358770644554,0,0,0,0.0656919507214199,0,0,0,0,0
X5.HK.EQUITY,-0.185942368546215,0,0,0,0,0,0,0,0,0,0.0158895704599655,0,0,0,0.21166993544345,0,-0.0127713211331611,0,0.238656908126435,0.0849904196271777,0,0,0.460484551117577,0,0,0,0,0,0,-0.244347921516511,0,0,0,0,0,0,0,0,0,0,-0.0924418176597373,0,0.201959996615482,0,0,-0.0892324071731494,0,0,-0.149808894218682,0,0.0403166963876414
X601988.CH.EQUITY,0.235639913543098,0,0,0.642499221028872,0,0,0.0478711032748787,0,0,0,0.0952160962571882,0,0,0,0,0.196959841675258,0,0,0,0,0,0.00741077546131182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147173844213272,0,0,0,0,0,0.0744281105804032,0,0,0,0,0.0177413782157483,0
X600036.CH.EQUITY,0,0.706979985770752,0,0,0,0,0,0,-0.110234220208294,0.413144560299854,0,0,0,0,0,0,0,0,0,0.158909244799896,0.0479964536721597,0,0,-0.0976995475420061,0,0,0,0.0226952802954261,0,0.0933402615035606,0,0,0,0,0,0,-0.130876808608414,0,0,0,0,0,0.187226917189991,0,0,0,0,0,0,0,-0.213439496833817
X1299.HK.EQUITY,0,0.0437900669352405,0.00580152897395228,0,0.0761271941595274,0,0,0,0,0,-0.0618007784174859,0,-0.0257071943622768,0.138078008772995,0,0,0.249732141791799,0,0,0.0545156576703775,0,0,0,0.0864114214335269,0,0,0,0,0,0,0,0,0.218099764821475,0,0,0,0,0,0,-0.0987949920416208,0,0,0,0,0,0,0.169508717856246,0.0588653446291753,0.0285138213370622,0,0
X601628.CH.EQUITY,0,0.0347474327186815,0,0.0570946974060859,0,0,0,0,0,0,0,0,0,0.332338068628093,0,0,0,0,0,0,0.00713570219563697,0,0,0.0931644233419632,0,0,0,0,0,-0.0548293033057642,0,0,0,0,0.0482017355053937,0,0,0.220070335955722,0.0188576147380083,0,0,0,0,0,0,0,0.130821862449062,0,0,-1.0842021724855e-19,0
X601328.CH.EQUITY,0,0.226685861633653,0.393685443598464,0.0423297014607994,0,0,0.409900966815094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491263448455981,0,0,0,0,0.220250900933698,0.389010769027347,0,0,0,0,-0.00287179184797642,1.73472347597681e-18,0,0,0,0,0,0,-0.118261777701896,-0.172416915151564,0,0,0,0,0,-0.605912890918166,0,-0.00421734044054051,0,0
