,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.236083901879592,0,0.138053735279031,0,0.0317171153519273,0,0,0.250276046605791,0.0690816858850811,-6.93889390390723e-18,0.0952886605410822,0,0,0,0,0,0,0,0.0758061020504019,0,0,-0.0857450180356585,0,0,0,0,0,0,0,0,0,0,0,0,0.0634031715015712,0,0,0,0,0,0,0,0,0,0.0416269338458201,0.0264485377332231,0,0,0,0,0
X601939.CH.EQUITY,0.483679826961198,0,0,0,0,0,-0.0479955671305001,0,0,0.0165573143997868,0.192323549639762,0,0.22975168894213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150111186853817,0,0
X601318.CH.EQUITY,0,0,0,0,0.0805869534163651,0,0,0,0,0,0,0.211831663525676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.113484704146676,0,0,0.156845004583899,0,0.147433256622641,0.14110223321146,0,0,0,0,0
X601288.CH.EQUITY,0.346406245270377,0.0459286985246653,0,0,0.402154704344458,0,0,-0.0315621811611151,0,0,0.0626974563865532,0,0,0,0,0.114509827891555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211029199749247,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.013485793739859,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0874465561048592,0,0.289765372094614,0,0,0,0,0,0,0.249446749102052,0,0,0.100294548111351,0,0,0,0,0,0.143475376819921,0,0.0690957902181127,0,0,0,0,0,-0.00853021080893802,0,0,0.0214964864780003,0,0,0,0,0,0,0,0,0.0445762467775981,0,0,0,0,0,0,0,0.0532744628243508,0,0,-0.00295100480721662,0
X600036.CH.EQUITY,0,0,0.021090221690153,0,0,0,0,0,0,0,0,0.411344444837843,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.126443798391761,0.0523347399657583,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0833242399998119,0.059642864826389,0.00130541562506508,0,0,0,0,0,0,0,0,0.264347201019873,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.09852649612587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998443896358728,0,0,0,0.0419307713851373,0,0.179236969856052,0,0,0.118133768477698,0,0.208422269975309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142167065698439,0,0,0,0
X5.HK.EQUITY,0,-0.188041266406236,0,-1.38777878078145e-17,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0168892370103917,0,0,0,0,0,-0.331258262510855,0,0.188400595794098,1.15044205098768,0,-0.77556519137453,0,-0.0146383339407136,0.461213909419905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420969752811025,0,0,0,0,0,0,0,0,0.118281520938075,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0907286854354006,0,0,0,0,0,0,0,0,0.0284472893102072,0,0,0.246279722069842,0,0.345023762991334,0,0,0.060238811597134,0,0,0,0,0,0,0,0,0,0,0,0.0125581825083746,0,0,0,0,0,0,0,0,0,0.0721548864173187,0
X601658.CH.Equity,0,0,-0.117803871557198,0.30366377194718,0,0,0,0.0989923905858992,0,0,0,0,0,0,0,-0.274348041017714,0,0,0,0,0,0,0,0,0,0,0,-0.0803972246947935,0.798844301017587,-0.0837524242558427,0,0,-0.0913370848283269,0,0,0,0,0,0.0534311780297386,0,0,-0.188074979188274,0,0,0,0.841519319774733,0.00425734798296117,0,0,-0.102572546589175,0,0.166665060903116
X601328.CH.EQUITY,0,0,0,0.288913417109803,0,0,0,-0.038092531803412,0,-0.0561108009002114,0,0,0.399447745019718,0.0468197890477164,0,0,0,0,0.13912339041681,0,0,0,0,0,0,0,0,0,0,0,0.0685635878689276,0,0,0,0.0542441088620102,0.0326544534563332,0,0.0140594590718305,0,0,0,0.0517739936384093,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0848720096098829,0,0.0198970982599064,0,0.160076559477695,0,0,0,0,0.00612625259964492,0,0.0366347425216245,0,0,0,0,0,0,0.0223175516960456,0,0,0,0,0,0,0,0,0,0,0.308950712217964,0,0,0,0,0,0.0695483977994973,0,0,0,0,0,0,0,0,0.225621587664065,0,0,0,0.0872522324261777,0,0
X600000.CH.EQUITY,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.181738882383794,0,0,0,0,0,0,0,0.401022222864898,0,0,0,0,0,0,0.115384165282083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826557447385071,0,0,0,0.0961769096915029,0.0514891468773301,0,0,0,0,0,0
