,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.130898812333673,0,0.0682007849730884,0,0,0,0,0,0,0,0.369815536942224,0.0772070196109961,0,0,-0.113543035483386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126200382147613,0,0,0,0,0,0,0.185979705624004,0,0,0,0,0,0.125972195497284,0,0,0,0.0492918161561402,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.112384657048505,0,0,0,0.00140128761979491,-0.176399245516877,0,0.0931261730853916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230403605174746,0,0,0,0,0,0,-0.254203247682005,0,0.448081286209129,0.0493989003328802,0.130399206241509,0,0,0,0,0.187094491479391,0,0,0
X601939.CH.EQUITY,0.22113576136702,0,0,0.255976874708493,0,0.148195095062975,0,-0.0489872004100197,-0.0289572260139773,0,0,0,0,0,0.0320282753291971,0,0,0,0,0,-0.00975813062592018,0.0635227605218171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487389372586397,-0.0956211298258861,0,0,0.0178346913915522,0,-0.0385435475140624,0,0,0.0344956922705123,0,0,0
X601288.CH.EQUITY,0.529089901138685,0,0.197109280023459,0,0,0.155271867280189,0,0,0,0,0,0,0,0,-0.154696987691703,0,0.00724594667237566,0,0,0,0,0,-0.0262834351181584,0,0,0,0,0.0455303769169038,0,0,0,0,0,0,0,0.0287098580529474,0,0,0.0574726954622302,0.0666353667389598,0,0,0,0,0,0,0.0123599198521528,0,0,0.170998693613914,0,0.0974203710825773
X5.HK.EQUITY,0,-0.0446524684182824,0.0403419966391598,0.24146296769865,0,0.0459095563435673,0,-0.139074911379387,0,0,0,0,0.131986341800632,0,0,0,0,0,0,0.690355362653159,0,0,0,0,0.117909174906129,0,0,-0.0900783507507545,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.184980658638749,0,0,-0.10043572593497,0,-0.0255671656250772
X601988.CH.EQUITY,0.140612928578531,0,0.125719933570178,0.149413664991197,0,0,0,0,0.100401843888416,0,0.10203320139702,0,0,-0.241917437303488,0,0,0,0,0,0,0,0,0.0697264060227331,0.250590004080602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113206742783903,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.00985236832029876,0,0,0,0,0,0.113340759125939,-0.00292653234090119,0,0,0,0,0,0.274411384794725,0.181170791663136,0,1.73472347597681e-18,0,0.0890083933891728,0,0,0,0,0,0,0,0,0,0,0,0,0.116925389587853,0,0,-0.00245738144450702,0,0,0,0,0,0,0.0946625717999972,0,0,0,0,0.126476314465964,0,0,0.0197546634287266,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0030831367159573,0.0103249618023724,0,0,0,0.209827361259102,0,0,0,-0.141526610771944,0,0,0,0.335597499970949,0.239012198745829,0,0,0.0201885452127501,0,0,0,0,0.153073395115984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0607763535337658,0,0.121164711303516,0,0,0,0,0
X601628.CH.EQUITY,0.139963276563165,0.359514101808012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1379846336729,0,-0.107146180813699,0,0,0,0,0,0,0,-1.38777878078145e-17,0,-0.091850453608126,0,0,0,-0.044803819100191,0,0.0667826526021219,-0.148411177712329,0,0,0,0,0,0.318777425914188,0,0,-0.0549176411740622,0.00849149612133715,0,0,0,0,0.176739672593075
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0335349872215881,0,0,0,0.46257681920532,0,0,0,0,0,0,0,0,0.241861617503244,0,0,0,0,0,0,0,0,0,0,0,0,0.0312536678488156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190209053558848,0,0.0126175224772705,0,0,0,0,0
