,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.121395231923849,0,0,0,0.208765428933879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236201780979319,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295945101581385,-0.014962648835442,0,0.0511501634345002,0
X601939.CH.EQUITY,0.145770552701153,0,0,0.396156208406341,0,0,0,0,0,0,0,0,0,0.115996464330673,-0.0407239827268582,0,0,0,0,0,0.0068857330916584,0,0,0,-0.101851937574997,0.314518280726295,0,0,0,0,-0.130247322971166,0,0,0,0,0,0,0,-0.0190755532972384,0,-0.042436577846329,0,0,0,0,0,0,0.172418950216969,0,0,0,0
X601318.CH.EQUITY,0.0445829441917785,0,0,0,0.213303189464876,0.0432760466947544,0,0,0,0,0,0,0.170590773144595,0,0,0,0,0,0,0.137551871433497,0,0,0,0.141291061817983,8.67361737988404e-19,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0335939614799432,0,0,0,0,0.0662573128265318,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.261620792627016,0.0777484796116823,0,0.226116189560641,0,0,0,0,0,0.370491744910448,0,0.174926017218511,0.043805377144355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017611011132168,0,0,0,0,0,0,-0.0427178461584155,0,0,0,0,0,0,-0.123669160767461,0,-0.0600208661979925,0,0
X601988.CH.EQUITY,0,0.0525430736181812,0,0.38321741856329,0,0,0,0,0,0.321169463666671,0,0,0,0,0,0.101428852584152,0,0.113688220482401,0,0,-8.67361737988404e-19,0,0,0,0.1664352166596,0,0.0839389205253459,0,0,0,0,0,0,0,0,0,0,0,-0.561804301329181,0,0.0242996904172618,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.245389815202576
X600036.CH.EQUITY,0,0.175162755060669,0,0,0,0,0,0,0.0972017349133323,0,0,0,0.0354273236646634,0,0,0,0,0.175241873401239,-0.00178332734566947,0,0,0,0,0.181185041956273,0,0,0,0,0,0,0,0,0.369988920536364,0,0,0,0,0,0,0,0,0,0.0430011005949743,0.00831877281436302,0,0.0893702245460036,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131097448261174,0,0,0.373020989319932,8.67361737988404e-19,-3.46944695195361e-18,0,0,0,0.00749409220919766,0,0,0,0,0,0,0,0.0441561952304549,0,0,0,0,-2.16840434497101e-19,0,0,0,0.291457275168127,0,0,0.0289319712121197,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104584495896772,0,0,-0.0110928829628606,0,0,0,-0.356866284359103,0.563570849260943,0,0,0,0,0.640181357930469,0,0.105666774494631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245346772954286,0.0126136678183734,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.342180164657047,0,0,0,0,0,-0.156817936326252,0,0,0,0,0.0853323949807193,0,0,0,0,0.210672525879799,0,0,0,0,0,0,0.0634000972558236,0,0,0,0,-0.0129846738210433,0,0,0,0,0,0,-0.0542004190569629,0.0688774003248132,0,0,0,0,0,0,0,0,0.183299768969504,-0.0803949926667579
X601658.CH.Equity,0,0.14549825676506,0,0,0.0151767225868496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394242511273195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187778544458005,0,0,0.111776539466878,0,0,0,3.46944695195361e-18,0,0,0.00877266959506104,0,0,0,0,0,0
X601328.CH.EQUITY,0.35648014079525,0,0,0.243644470560873,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.0897207642875563,0,0,0,0,0,0,0,0,0,0.0498784820187019,0,0,0,0.22503809479081,0,0.0586185507142969,0,0,0.0432180152307176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.306784866546887,0,0,0,0.104012267685609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938561973972174,0,0,0.0245102420010496,0,0,0,0,0,0,0,-1.0842021724855e-19,0.0231757803218265,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0557471268384944,0,0,0.344258554725597,0,0,0,0.00877663980516126,0.066054562274798,0,0,0,0.056518470916012,0,0,0.0161721127880717,0,0,0.0533060542941614,0,0,0,0,0,0,0,0,0.263897779260683,0,0,0,0,0,0.0465555813566189,0,0,0,0,0,0,0,0,0,0,0,0.119791832709998,0,0,0,0
