,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.365987183055522,0,0.036417949159666,0,0,-0.00884346559051324,0,0,0.0611277258161903,0,0,0,0.109189287034101,0,0.159252635230902,0,0,0,0,0,0,0,0.116385319722749,0,0,0,0,0,0,0.0592426448327161,0,0,0,0,0,0,0,0,0,0,0,0,0.000412527957568757,0,0,0,-0.145989839100788,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14202131204688,0,0,0,0.471528902483872,0,0,0,0,0,0,0,0,0,0,0.0421687064153563,0,0.00680001659692748,0,1.73472347597681e-18,0.0511722105079974,0,0.0762788436252664,0,0,0,0,0,0,0.0634519064264163,0,0,0,0,0,0,-0.124069054765203
X601939.CH.EQUITY,0,0,0,0,0.675042002454146,0,0,0,0,0,0,0.235506307390268,0,-0.021419631062112,0.0998437843632323,0,0,0,0,0.0495553406907756,0,0,0,0.024041985946988,0,0,0.00196292556840942,0,0,0,0,0,0,0,0,0.00518309482182591,0,0,0,0,0,0.067824792006161,0,0,0,0,0,0,0,0,0,0.031345579587203
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.131026031725528,0.165298288873917,0,0,0,0,0,0,0.300785631068468,0,0,0,0,0.18052194089302,0.0934606733186955,0,0,0,0,0,0,0,0,0.118649783165826,0.0182219242088681,0.0715227518606283,0,0,0,0,0,0,0,0,0,0,0,0.13913312157305,0,0,0,0,0
X601288.CH.EQUITY,0.170849824730811,0,0.834342152794873,0,0,0,0,-0.0795506638619788,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0206588581756194,0,0,0,0.0238868015367703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070651346448706,0,0,0,-0.0119147647916612,0.00953087646410338,-0.172990867778861,0,0,0,0,0,0,0,0,0,-0.00527404713086135,0
X600036.CH.EQUITY,0,0.211329738686615,0.0796343317781334,0,0.155352308029562,0,0,0.0957211108749415,0,0,0,0,0,0,0,0.26415696830864,0,0,0.0864313775632897,0,0,0,0,0,0,0.212830893306376,0,0,0.0588398008480848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-1.38777878078145e-17,0.142486500579358,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.105201582224443,0.00190993444297606,0,0,0,0,0,0,-0.00834006716412952,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311346824803822,-0.0594134982732928,0,0,0,-0.0932370717050257,0.908898967646168,0,-0.0903195626071031,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.175139137751739,0,0,0,0.0201132697464387,0,0,0,0,0,0,0,0.25175762765023,0,0,0,0.0991598948332665,0,0,0,-0.0806506783699237,0,0,0,0,0,0,0.0536359754504086,0.0664565694575073,0,0,0,0,0.11300750768332,0.131875465536531,0,0,0,0.0411226650630453,0,0,0,-0.0988225675247715
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.251886605391344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637561880285496,0.365413397129872,0.0234397959982771,0.112888221183059,0,0,0,0,-0.0650915782363006,0,0,0.0846819698504317,0,0,0,0,0.147031790903999,0.323229818185968,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0.11704483255373,0,0.163563473956573,0,0,0,0.0310700184317084,0,0,0,0,0,0,0,0,0,0,0,0,0.125385171802259,0.233560589822383,0.0283939887210652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118561284595743,0.287560053695871,0,-0.309162067571296,0,0,0.0212139657281252,0,0,0.156119409627855,6.93889390390723e-18,0,0,0,0
X600030.CH.EQUITY,0,0,0,0.0212529569546775,0,0,0,0,0,0,0,0,0,0.418097048670479,0,0,0.00732534397998611,0,0,0.12833799083166,-0.00104846713848719,0,0,0,0,0,0,0,0,0,0,0,0.249002313626496,0.0101829194690598,0,0,0,0,0.197663485203994,0,0,-0.0178422004906785,0,0.0384993977648649,0,0,-0.0877245179389076,0.111683823215106,0,0,0,0
X601658.CH.Equity,0.115964527067166,0.0371785538093952,0.328497757211036,0,0.0111913295076966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190691855718408,0,0,0.181061227354103,0,0,0,0,0.0465620298677847,0,0,0.0108084118952897,0,0,-0.0387380215857085,0,0,0.0742507293252761,0,0,0,0.059138640621347,0,0
X601166.CH.EQUITY,0,0,0,0,0.0475794046268358,0,0.0811911804003919,0,0,0,0,0,0,0,0.00275159356835914,0.0257479247722859,0,0,0,0,0,0.0306913669049162,0,0.0616204133446169,0.482081838616387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035649302485871,0,0.0255563297219145,0,0,0,0.205157662939367,0,0.0296073845401421,0
