,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X002142.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X000776.CH.EQUITY,X600926.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.002534588716462,0,0.337316669558754,0.110496317981884,0,0.207664381850348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165029406381754,0,0,0,0,0,0.0158883082529674,0,0,0,0.073998818332744,0,0,0,0,0,0.0457138645825968,0,0.0247941366759701,0,0,0,0,-0.0392286258306271,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.062880799318852,0,0,0,0.046850475132495,0.167888220553143,0,0,0,0.0759883036705819,0.0165383466316824,0.0130430180769327,0,0,0.128135757292343,0,0,0,0.151244321023439,0.0760175322283582,0,0,0,0,0,0,0.143469955514545,0,0,0.154771145506393,0,0,0.0245998526364568,0,0.0278818099786329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.120726948257842,0,0,0,0,0,0,0.115886742771562,0,0.0105757988736887,0,0,0,0,0,0,0,0,0.0580374764557864,0,0.312080632602147,0.0701701192286331,0,0,0,0,0.0107636753281082,0,0,0,0,0,-0.11590538877121,0,0,0.0974085501566463,0,-0.0430508407932,0,0,0,0,0,0,0.179438120537279,0,0
X601939.CH.EQUITY,0.571017365849581,0,0,0,0,0,0,0,0.168799621250932,0.0778103381171487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602116853453068,0,0,0,0,0,0,0,0,0,0.0729633126379961,0.0912901471949855,0,0,0,0,0,0,0,0,0,0,0.163197871829385,0.132733919770503,0.0586302379583976,0
X601288.CH.EQUITY,0,0,0,0.175702845591229,0,0,0.456227601388456,0,0,0.103330913941808,0,0,0,0,0,0,0.0586988881932857,0,0,0.0394646229756989,0,0,0,0.0351709649540034,0,0,0.0213574547255239,0,0,0,0,0.104093918710151,0,0,0,0,-0.0255554105462606,0,0.073031205852859,0,0,0,0,0,0,0,0,0,0.0133817236630013,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0728878233678743,0,0.289212670852356,0,0,0.132102732119549,4.33680868994202e-19,0,0,0,0,0,0.154466185073837,-0.202217240179368,0,0,0,0,0,0,0.0825412655528712,0,0.0297498140365911,0.00772684506593655,0,0,0,0,0,0,0,0,0.161806374808237,0.0545030824743766,0,0,0,0,0.134909775496973,0,0,0,0,0.0373731738400528
X601988.CH.EQUITY,0,0,0,0,0.367976633696055,0,0,0.00489454826481794,0,0,0,0.021144941103696,0,0,0,0,0,0,0.245161712005849,-0.0236026614702021,0,0,0,0.196745745736635,0,0,0,0,0,0,0,-0.262308492916235,0,0.0536888197219918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.117615827535738,0,0,0,0,0,0,0.239917848873554,0,0,0.0345048097431161,0,0.0938248119487695,0,0,0,0,0,0.071998925264327,0,0,0,0,0.214944874145878,0,0.0950711097755435,0,0,0.240555893273443,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.196646876589975,0,0.126984413032894,0,0,0,0,0,0.0652732597279858,-0.150743652873221,0.0520755121937748,0,0,0,0,0,0,0,0,0,0,0,0,0.257976262948676,0,0,0.135606534119792,0,0,0,0,0,0,0,0,0,0.236791254950265,0,0,0,0,0,0,0.0650769179118902,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.00953716067157489,0,-0.0711966485394605,0,0.268202099646216,0,0,0,0,0,0,0,-0.0784719030060529,0,0,0,0,-8.67361737988404e-19,0.313487283442878,0,0,-0.0734567876799394,0.0614348073643001,0.0809190883336141,0.0266171566523412,0,0,0,0.0887904604706151,0,0,0,0,0,0,0,0.0329639559365614,0,0,0,0.221753059595831,0,-0.0386590497339684,0
X388.HK.EQUITY,0,0,0,0,0,0,-0.00925008802026974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.087434474620421,0,-0.162119185369093,0,0,0,0,0,0.0367573932750846,0,0,-0.188792602759764,0,0,-0.184675760238923,0,0,0.161444082797603,0.248528872651412,-0.173140540436469,0,0,0.120778044903133,0,-0.0548960147898736,0.553000798974513,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0.418287909761742,0.194269073801974,0,0,0,0,0,0,0,0,0,0,0,-0.0147850512388053,0,0,0,0.0823077176376167,0,0,0.276625473260633,0.100057591937066,0,0,0,-0.0357570759139359,0,0,0,0,0,0,0,0,0.15060427196096,0,0,-0.31895126778999,0,0,0,0,0,0,0.241436680768771,0
X000001.CH.EQUITY,0,0.106662980809384,0.0874244286405958,0,0,0,0,0,0,0.242218859700543,0,0,0,0,0,0.280025226492371,0,0,0,0,0,0.0312535617032084,0,0,0,0,0.102422923092433,0.045614299897446,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.140406467341159,-0.212918848086578,0,-0.0739483603002138,0,0,0,-0.143457804128277,-0.0427004995335953
X601601.CH.EQUITY,0,0.234488323721353,0,0,0,0.187491724415772,0,0.00248039184116566,0,0.0267418394244277,0,0,0,0,0.00763665343796328,0,0,0,0.152774785555328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301535404353834,0,0,0,0,0,0,0.221431803705094,0,0,0,-0.0190869004773778,0
X000002.CH.EQUITY,0,0,0.0981851703388476,0,0,0,0,0,0,0,0,0.0292980096309146,0,0,0,0,0,0.0318414393620286,0,0.141831944753491,0,0,0,0.193144000597713,0,-0.0986906001511718,0,0,0,-0.00924461897346795,0.146349862655031,0,0.54659334647354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760760583592995,0
X600030.CH.EQUITY,0,0,0,0,-0.00306333255489575,0,0,0,0,0,0,0,0.0914576943524581,0,0,0,0,0.0721363887774443,0,0,0,0.231360190951973,0,0,0,0,0,0,0,0,0,0,-0.0280333659663377,0,0.433946806005145,0.0262819998382908,0,0,0,0,0,-0.0974027038688928,0,0.0918265306414263,0,0.130166327366886,0,0,0,-0.00951469634504834,0,0
X600000.CH.EQUITY,0,0,0,0,0,-0.035656457121777,0,0,0,0,0,0.100436823577666,0.133846683781927,0,0,0,0,0,0,0,0,0,0,0,0,0.124497303722394,0,0,0,0,0,0,0.0329530409807967,0,0,0.204908320152427,0,0,0.0457470269644546,0,0,0,0,0,0,0,0,0,0,0.130116073219902,-0.179639098236693,0
X300059.CH.EQUITY,0,0.192463372200891,0,0,0,0,0,0,-0.025950891275983,0,0.0618484993315181,-0.0372599135721829,0,0,0,0.2156283699655,0,0,0,0,0,0.165139048052614,0.108707877819032,0,-0.035006826582391,0,0,0,0,0.24218018444024,-0.0128574989916364,0,0,0,0.0622285952205777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00753404847002376,0,0
X601328.CH.EQUITY,0.120995708117609,0,0,0.0186933413828905,0,0,0.2047034171591,0.0587561219668046,0,0,0,0,0,0.0891334954730641,0,0,0.219215785670748,0,0,0,0,0,0,0.0158202346440378,0.0173047683542331,0.0572851604832822,0,0,0,0,0,0,0,0.0569068212300772,0,0.0147585280720591,0,0,0.145332304869244,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0.0150966431390818,0,0,0,0,0,0,0.117972480994854,0,0,0.409195343816395,0.0313368708394639,0,0,0,0,0,0,0,0,0.0534900095307453,0.137207369198421,0,0,0,0,0,0,0,0,0,0,0,0,0.0427937671260913,0,0,0,0,-0.182169152281649,0,0.0268518355881,0,0,-0.0189875545029363,0,0.152965324359958,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147283949753296,0,-0.0663827125830608,0.0839680140600901,0.150991613299454,0,0,0,0,0.0491214199788285,0,-0.11554995398762,-0.135935658202627,0.0437729593613728,0,-0.0555549912945387,0,0.486045543650555,0.0469493978344059,0,0,0,0.211768103883124,0,0,0,0,0.0607220687515144
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.266607232574711,0,0,0,-0.159208118772303,0,0,0,0.0312770041825189,0,0,0,0,0,0,0,0,0,0,-0.107322199480232,0,0,0,0,0,0,0,0,0.24485271711924,0,0,-0.16491249149703,0,0,0,0,0.0127773164286914,0,0.322204400552843,0,0.0219936131188988,0,0,0,0
