,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.244213692221186,0,0.133782432017308,0,0.038441508972156,0,0,0.250286255032055,0.071458312117373,0,0.107492138068576,0,-6.93889390390723e-18,0,0,0,0,0.0598092011784382,0,0,-0.087304678538974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590445750915413,0,0,0,0,0,0,0,0,0,0.0518200466134815,0.0131486720163771,0,0,0,0,0
X601939.CH.EQUITY,0.462067506928478,0,0,0.0176141194529872,0.000404226440141507,0,-0.0311122574432949,0,0,0,0.192561855401431,0,0,0.226259368082958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00857487503736289,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.232925704869547,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019979175808148,0,0,0,0,0,0,0.152663598154382,0,0,0.0792287041461669,0,0.173923576305147,0.183717057666238,0,0,0,0,0
X601288.CH.EQUITY,0.358177748529456,0.0428917499021362,0,0,0.392876909991792,0,0,-0.0202938152219154,0,0,0.0691318434182546,0,0,0,0.107204571698974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202097401972685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014323820735445
X601988.CH.EQUITY,0,0.052503182015867,0,0.318621056461737,0,0,0,0,0,0,0.181457248829284,0,0.0822141719597586,0,0,0,0,0,0.199309478703045,0,0,0,0,0,0,0.040061782705001,0,-0.00843807091636346,0,0,0.0784649399907006,0,0,0,0,0,0,0,0,0.0645855744401967,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0210325840011211,0,0,0,0,0,0,0,0,0.413718643106049,0,0,0,0,0,0,0,0,0,0.0529784871734491,0,0,0,0.129785431578302,0,0,0,0,0,0,0,0,0,0,0.0833123517033475,0,0,0.0595002586455015,0,0,0,0,0,0,0,0,0,0.260757858902234,0,0
X1299.HK.EQUITY,0,0,0,0,8.67361737988404e-19,0.0197094523533039,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0305286649772229,0,0.178049224239112,0.0698440811269726,0,0,0.0921048272491979,0,0,0,0,0,0,0.130839599872723,0,0,0,0,0.237374058530572,0,0,0,0,0,0,0,0,0,0.022833694691039,0,0,0,0.20859915377592,0,0,0,0
X5.HK.EQUITY,0,-0.142780347874558,0,-0.160091624984015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110003074606272,0,0,1.24984528127843,0,-0.787847055242059,0,0,-0.0411706268748515,0.476276497860421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425453242563351,0,0,0,0,0,0,0,0,0.126715781067224,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.109519495559187,0,0,0,0,0,0,0,0,0.229454342362145,0,0.121077035644323,0,0.196902180332468,0,0,0,0.0816858011061058,0,0,0,0,0,0,0.0161813096345681,0,0,0,0,0,0,0,0,0,0,0.0460663309996185,0,0,0,0.0522849209618046,0
X601658.CH.Equity,0,0,-0.220949965807521,0.285729359091708,0,0,0,0.0936748039705217,0,0,0,0,0,0,-0.263661192773103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.710473383157704,-0.0149901874230355,0,0,0,0,0,0,0,0,0,0,0,-0.102224754355317,0,0,0,0.745686583383435,0.0998950653096774,0,0,-0.108341680725118,0,0.123267274263549
X601328.CH.EQUITY,0,0,0,0.309440382482208,0,0,0,-0.00798161704371139,0,-0.0338356836513925,0,0,0.082364868709602,0.438615010608541,0,0,0,0,0,0.12507450869523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391852274781825,0.00338179896051521,0,0,0.0340447920841652,0,0,0.0402170661971544,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0916042157589335,0,0.0161572128668928,0,0.158758609860199,0,0,0,0,0,0,0,0.0369741128284189,0,0,0,0,0.0245459033229793,0,0,0,0,0,0,0,0,0,0,0,0.310105384532907,0,0,0,0,0,0,0.0706639570202408,0,0,0,0,0,0,0,0.226353559076066,0,0,0,0.0848581671616043,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,-0.0796095698858066,0,0,0,0,0.0471770266818888,0,0,0.544218433554115,0,0.18695451437094,0,0.156128961367077,0,0,0.0366030033423612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.344296721782392,0,0,0,0,0,0,0,0,0.211094331304522,0,0,0,0,0.151091534277685,0,0,0,0,0,0.0317539534553818,0,0,0,0,0,0,0,0,0,0.126639816374513,0,0,0,0.121940794163172,0.0067514949473409,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.0493817691166224,0,0,4.33680868994202e-19,0.493521400875658,0,0,0,0.100403593092944,0,0,0,0,0,0,0,0.0274468337766071,0,0,0,0,0,0,0.0528417169698658,0,0,0,0,0,0,0,0,0,0,0.0387770441779752,0,0,0,0,0.0633598076378736,0,-8.67361737988404e-19,0,0,3.46944695195361e-18,0,0,0,0,0
X16.HK.EQUITY,0,0.111899380400165,0,0,0,0,0,0,0,0,0,0,0,0,0.0594912881155868,0,0,0,0,0.108893784809373,0,0,0,0.0624295410658138,0,0,0,0,0,-0.0795684766274243,0,0.196833124808877,0.0588656897684961,0.234419329636876,0,0,0,0.249270544469437,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0131588169234946,0,0,0,0,0,0,0,0.293627225360621,0,0.171255628304138,0,0,0,0,0.00819420186082673,0,0,0.0177000018780593,0,0.229943433989549,0,0,0,0.185470946985463,0,0,0
X688.HK.EQUITY,0,0,0,3.46944695195361e-18,0,0,0.146371724502073,0,0,0.0377969539344655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257203468620455,0,0.271599947806671,0,0,0,0,0,0,0.0668954570755327,0,0,0,0,0,0,0,0,0,0,0.121405929091075,0,0,0,0,-0.102435649959288
X000001.CH.EQUITY,0.222943631141258,0,0.0185980394768564,0,0.174051956690229,0,0,0,0,0.126419076232605,0,0.217696126256891,0.144228936164927,0,0,0,0,0,0,0,0,-0.023333093898042,0,0,0,0.0728337276016803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122829428182493,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0.0255057189232775,0,0,0.0359609709413424,0,0,0,0,0,0,0.283902573628072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379145133597492,0,0,0,0,0,0.0754463315083407,0,0,0,0,0,0,0,0,0,0.0590691496974465,0,0,0,0,0.0795116570927224,0.0447951754609599,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.317910690401168,0,0,0,0,0,0,0,0,0.0546786282808598,0,0,0.123253241959463,0,0.0519817382634557,0,0,0,0,0,0,0,0,0,0.349686796881363,0,0,0,0,0,0,0.0118731323961385,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0.270592868329131,0.311080342731083,0,0.0512863735235791,0,0,0,0,0,0,0,-0.0419568493779564,0,0,0,0,0,0.561634776466914,0,0,0,0,0,0,0,0,0,0,0,-0.0950823349624561,0,0,0,0,0,0,0,0,0,0,-0.0836754100227483,0,0,0,0,0.101412684541854
X601601.CH.EQUITY,0,0,0.0700085215072505,0.144687769619832,0,0,0.0765364214065514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34571627544604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100082270835052,0.0610324808108277,0,0,0,0,0.120063943239314,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0.11992271431008,0,0,0,0,0,0,0.0563186943822523,0,0,0,0,0,0,0.393607317187139,0,0,0,0,0,0,0,0,0,0,0,0.296271089365459,0,0,0.0379820273555076,0,0,0,0,0,0,0,0,0,0,0.0108522517238858,0,0.0909402494545074,0.0863560753273411,0
X601998.CH.EQUITY,0,0.0224878545356928,0,0,0.217860251598558,0,-0.0603252576112236,0.00827261600890991,0,0,0,0,-0.0286956827902431,0.125604748308193,0,0,0,0,0,0,0,0,0,0,0,0.027484202219431,0,0,0,0,0.120480178217035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554532239886378,0,0,0,0.000239826690747681,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0.0903063691375858,0.0847920697144107,0,0,0,0,0,0,0,0,0,0,0.105029992581267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0939007495954943,0,0,0.102035850935639,0.209826576441747,0,0.191561334440912,0,0,0,0,0,0,0.609166419969498,0,-0.166195875077674,0.0804185333641423
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0400613163112771,0,0,0.294660491239279,0,0,0,0,0.422108118514929,0,0,0,0,0,0,0,0,0,0.313104914195187,0,0,0,0,0,0,0,0,0,0.085206342190648,0,0,0,0,0,-0.168706746072765,0,0,0,0,0,0.0277999873642675,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.123180965910194,-0.217116226216234,-0.134905650434733,0,0,0,0,0,0,0,0,0,0,0.168633562372751,0.302126848714622,0,0,0,0,0.317094994442226,0,0,0,0,0,0,0,0,0.0821918737235481,0.115276123541595,0.0297682182687502,0,0,-1.73472347597681e-18,-0.0501275542807161,0,0,0.255696057574417,0,0,0,0,0,0,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0.000500048943332917,0.0105112764870982,0.037759169014988,0,0,0,0.0273086178109408,0,0,0,0,0,0,0,1.35525271560688e-20,0,0,0,0,0.419537995540847,0,0,0,0,0,0,0,0,0.0203940927711362,0,0,0,0,0,0.028332062449771,0,0,0,0.32937858357096,-6.93889390390723e-18,0,0,0,0,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.438104229604108,0,0,0,0.0297127736361451,0,0,0,0,0.051448443472027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110424456577024,0,0,0,0,0,0.0188441731727409,0.25759914031626,0.0029285133480759,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.0995212908473456,0,0,0,0,0,0,0,0.477029239319477,0,0,0,0,-0.00274553732696699,0,0.0215190152510643,0,0,0,0,0,0.452451064043508,0,0,0,0,0,0,-0.0205950811675879,0,0,0,0,0,0,0,0,0,0,0,-0.0647132628171717,0,-1.0842021724855e-19,0,0,0,0,-0.0132781063928502,0
X1113.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0355363794855483,0,0,0.220949288768741,0,0,0.245283497851747,0,0,0,0,0,0,0,0.117935709288029,0,3.46944695195361e-18,0.0555825305277588,0,0.18974941598735,0,0,0,0,0.187105256469739,0,-0.199321416906246,0,0,0,0,-0.195169233193159,0,0,0,0,0,0.273199440265502,0,0,0.0370062022825385,0,0.0346492937833025
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10630039899739,0.0490252806003665,0,0.0303721008436524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266191400928125,0.0786096834776927,0.217447877885657,0,0.0560508682854608,0.138586905512294,0,0,0,0,0,0,0,0
X12.HK.EQUITY,0,0,0,0,2.77555756156289e-17,-0.197496001778161,0.115352207143511,0,0,0,0,0,0.397139456835043,0,0.0514434460450764,0.411552417093272,0,0,0,0,0,0,0,0.0137579367907672,0,0,0,0,0,0,0,4.33680868994202e-19,0.114545163304677,0,0,-0.163093560496571,0,0.246072288182496,0,0.00359638430686936,0,0,0,0,0,0,0,0,0,-0.0163382285052366,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,-0.0219990214830298,0.0126117246585696,0,0,0,0,0.0456200338932205,0,0,0.0285991320803466,-0.00406883639923812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220360709105137,0.0606018353232424,0,0,0.0699889344407573,0.130668300335125,0.121074400650853,0,0,0,0.383439764807652,0,0.0238993866458863,0
