,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0558900412162309,0,0.441537646311494,0,0.0811389422497079,0,0,0,0,0,0,0,0,0,0,0,0.125616062960711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.039029901577239,0.0305332429423001,0,0,0,0,0.0382791491059106,0,0,0.00888897792110927,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.140407235371516,0,0.0560710264423679,0.0154099473698412,-0.00533883185381192,0,0,0,0.120292082404545,0,0,0,0,0,0.490926908032726,0,0,0,0,0,-0.0176544050268654,0,0,0,0.121017185982387,0.097060097440227,0,0,0,0,0,0,0.0811953175299911,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.178980891978753
X601939.CH.EQUITY,0,0,0,0,0.144105983134552,0,0.325704226668975,0,0,0,0.072556399761309,0,-0.146735086763789,0,0.0124061750828049,0,0,0,0,0,0.0836790874115755,0,0.53532512204271,0,0,0,0,-0.0339825984118315,0,0,0,0,0,0,0,0,0,-0.0378326404604766,0,-0.0194289346139179,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0759493999783655,0,0,0,0,0,0,0,0,0,0,0,0.19726654002767,0,0,0,0,0,0.130943902419188,0,0,0,-0.176227672036228,0,0.123076396408699,0,0,0.348632014554701,0,0.261851062809254,0,0,0,0,0,0,0,0,0,0,0,0.0729726876968803,0,0,0,0,-0.117468856835864
X601288.CH.EQUITY,0.136574356099152,0,0,0,0,0,0.0434069194643485,-0.0108279817083105,0,0.0373923850396961,0,0,0,0,0,0.466404429762844,0,0,0,0,0.11230195869859,0,0.18512054314892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028306889260681,-0.00115175110213977,0,0,0,0,0,-0.0295674094304592,0,0,0.0368779753522617,0,0,-0.0381181118452194,0,0
X600036.CH.EQUITY,0.191333671382844,0.0654738513945138,0,0.0588388084926485,0,0,0,0,0,0,0,0,0,0.30306883567422,0,0,0,0,0.0256086488677537,0,0,0,0,0,0.271193243288123,0,0,0,0,0.0451063784396851,0,0,0,0,0,0,0,0,0,0,0,0.0255529953693921,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0737766025729184,0.09902076989419,0,0,0.216166610787301,0.265776324190761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126087944259075,0,0,0,0.14291897288153,-0.0272063409652303,0,0,0,0,0.117765727178098,0,-0.00548010971081476,0,0,0,0,0,0,0,0,0,0.122450899515869,-0.127727568289107,0,0,0,0,0,0,-0.0533599680495279,0
X1299.HK.EQUITY,0,0,-0.0738665665779272,0,-0.147836742168951,0,0,0,0,0.341556482981558,0,0,0,0,0,0,0.109500594558899,0,0,0,0,0,0,0,0,0.104022010353029,0.412410102271774,0,0,0.0832231901041331,0,0,0,0,0,0,0,0.0434729747087605,0,0,0,0,0,0,0.0915979316236264,0,0,0,0.118674268559778,0,0,-0.131570021094733
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.000884076050382221,0,-0.186341039065027,0,0,0,0,0,-0.13047289886964,0,0,0,0.148764401867497,0,0,0,0,0.0980418699903371,0.439812338684745,0,0,0,0.0539627334208733,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0252033277678473,0.17941551285664,0.184883522316468,0,0,0,0,0.122767446279844,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107933384836876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155956267526443,0,0,0.328984996968821,0.19037896197061,0,0,0,0,0.0612017223329566,0.136531692432814,0,0,-0.253599297443851,-0.17981510907712,0,0.034132495562494,0,0.307401645098779,0,0,0,0.00731421799965639,0
