,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.393885133894405,0,0,0.347613419365932,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397450097369287,0,0,0.112605871797828,0,0,-0.256983205693062,0,0,0,0,0,0,0,0,0,0,0.226184772741589,0,0,0,0,0.0598441057525007,0,0,0,0,-0.129446633218443,0,0,0,-0.0208673710099508,0.0105030332402549
X601318.CH.EQUITY,-0.0192819598168756,0,0,0,0,0,0,0,0,0,0.260396817418109,0.222395273710956,0,0,-0.0423927638647175,0,0.142580444175244,0,-0.00393718606670081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123437468277271,0.375644934201512,0,0.0262216621073342,0,0.0760675944800123,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.27641277016398,0,0,0,0.097643216814866,0,0,0,0,0,0,0,0,0.106632360854275,0,0,0,0,0,0,0.0355774931103054,0,0,0,0,0.331494015790468,0,0,0,0,0,0,0.0306322294320798,0,0.133062781414901,0,0,0,0.00310211161331718,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.273483656659481,0,0.0971777431375371,0,0.0333730542627632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161320152428925,0,0,0,0,0,0,0,0,0,0,0,0,0.154313618617919,0,0,0,0.0265190701817537,0,0,0,0,0.0257995090662959,0.29538762473248,0,0.147094993164149
X5.HK.EQUITY,0,-0.192977289610746,0,0.405265421429553,0,0,0,0,-0.221046395439461,0.312025812274378,0,0,0,0,0,0.19001873324,0,0.258309940422507,0,0.0838207046339595,0,0,0.423710542684542,-0.21082471238684,0,0,-0.019806006066053,-0.00392796646681742,0,0,0,0,-0.05469738730625,-0.157120409346804,0,0,0,0,0.013016769141587,0,0,0.12681364671348,0,0,0,0,0,0,-0.121346029804226,0.0449072976381515,0
X601988.CH.EQUITY,0.126225646439285,0,0,0,0,0,0,0,0,0.0993125496259044,0.184827067724873,0,0,0,0,0,0,0,0,0,0,0.341774494618332,0,0,0,0,0.0834554565650796,0,0,-0.0278584534946232,0,0,0,0,0,0,0,0,0,0.0379731613846981,0,0,0,0.0843830029514556,0,0,0,0,0,0.0817844581807937,0
X600036.CH.EQUITY,0,0.297805792333505,0,0,0,0,0,0,0,0,0,0.151809663514863,0,0.030488549152324,0,0,0.0255579191506367,0,0.0332572906234353,0,0,0,0,0,0,0,-0.0424289192491582,0,0,-0.0208963113259377,0.0123680399153588,0.196371542760994,0.115365243068087,0,-0.169303626331469,0.0339235463676318,0,0,0,0.200240803040235,0,0,0,0,0,0,0,0,0,0.188918503324791,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0441518520991335,0,0,0,0.131357009939286,0.0642840065343015,0,0.248437178835522,0.169395357785362,0,0.250364974528037,0,0,0.0627899101675349,0,0,0,0.10972737671431,0,0,0,0,0,0,0,0,0,0,-0.200791379908681,0,0,0,0,0,0,0,0,0,0,0,-0.0971562913908333
X601628.CH.EQUITY,0,0,0,0.00960302776198959,0,0,0,0,0,0,0.0185335442551941,0,0.00546492705212212,0,0,0,0.165858263003347,0,0,0,0,0,0.0478151703054666,0,0,0,0,0,0,0,0.0102209391590077,0,0,0,0.0460668171886192,0,0,0,0,0.337129421127617,0,0,0,0,0,0,0,0,0,0.14390477871716,0.00408113178764444
X601328.CH.EQUITY,0.123178639347086,0.0013757009852795,0.0170703212223836,0,0.087422963529573,0.419875016500096,0,0,0,0,0,0.125542540084781,0.103738778938376,0,0,0,0,0,0,0,0,0.0157018276288265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017183221610957,0,0.0611867549533214,0.0177457283068908,0,0.12114200855717,0,0,0,0
