,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.284503994939135,0.372178896418094,0,0,0,-0.04564616989778,0,0,0,0,0,0,0,0,-0.124611906902517,0.00203466969978259,0,0,0,0,0.114819587663656,0,0,0,0,0.155618888931275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229952279860182,0,0,-0.0022197449609031,-0.0550968801076887,-0.00642348237659717,-0.14048494840879,0.0472240719101795
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.253813913503647,0.0509516293900341,0,0.312833775152601,0,0,0,0,0,0,-0.0476277462272146,0,0,0,0,0,0,0,0,0,0.0462391610765473,0,0,0,0,0,0,-0.273403640931641,0.226318466877101,0,0,0.222473480394783,0,0,0,0.0187443901933962,0.0390596329722035,0,0,-0.0254285737474615
X601939.CH.EQUITY,0.466018875833639,0,0,0.0828705844989487,0.0614896839478229,0,0,0,0,0,0,0,0.200599264124584,0,0,0,0,0,-0.0232216499650047,0.00823125697411224,0.115244363078646,0,0,0.066449909776385,0,0,0,0,0,0,0,0,0,0.0423636056701709,0,0,0,0,0.281894387628051,0,0,0,0,0,0,-0.040351427315187,0,0,0,0,0.057837685827909
X601288.CH.EQUITY,0.413423707625291,0,0.189530277851711,0,0.151918115808912,0.057546578907282,0,0.037990282113882,0,0,0,0,0,0.0100807207637073,0,0,0,0,0,0,0,0,0,0,0,0,0.0554566356961095,0,0,0,0,0,0,0.0620008135261221,0,0,0,0.0893927964738487,0.142046122908362,0,0,0,0,0.0603086676849994,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.263029102461483,0,0.130334752089434,0,0,0.0849703318176877,-0.0977290584178312,-0.0988827332406566,0,0.38114417252354,0,0,0.203073319329684,0,0,0,0.305601043829364,-0.0760654616421823,0,0,-0.246613205459252,0,0.411762112404994,0,0,-0.00652194910835172,0,0,0,0,0,0,0,0,0,0,0,0.0144299428740012,0,0.185911849470154,0,0,0,0,8.67361737988404e-19,0,0,0,0.077662625821645,0
X601988.CH.EQUITY,0.0223483766496867,0,0.14112570948637,0.257842241245878,0,0,0,0.0806855738204626,0,0.111258890327089,0.284761511807227,0,0,-0.33642127750946,0,0,0,0,0,0,0,0,0.0472606609675193,0,0,0,0,-0.0458300387635692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103754818342731,0,0,0,0,0.11960323377742,0
X600036.CH.EQUITY,0,0.248542479254106,0,0,0,0,0,0,0,0,0,0,0.201920192482392,0,0,0,0.108773841430537,0,0,0,0,0,0,0.111494871904643,0,0,-0.0114127304305435,0,0,0,0,0.204745261919172,0,-0.0163765156503382,0,0,0,0,0,0,0.0992749095864602,0.0740629051517634,0,0,0,0,0.0798604682720727,0,0.13152129574384,0.0626519676022173,0
X601628.CH.EQUITY,0,0.0883257124794964,0,0,0.0136605784169357,0,0,0,1.38777878078145e-17,0.0376034041200861,0,0,0,0,0.174798440529996,0,0,0,0,0,0,0,0,0.114830164396019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218440004295057,0.0661598926204691
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0526009665779523,0,0,0,0.180017976988594,0,0,0,0.117939239669713,0.189367583109394,0,0,0,0,0.00468088303654008,0,0.374552593326869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697317952604262,0,0,0.0165550889683458,0.00861089176821497,0
X601166.CH.EQUITY,0.0968967738086669,0,0,0,0,0.0417045871245163,0,-1.38777878078145e-17,0,0,0,0,0,0,0.234749131670894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474335192861508,0,0.233924198027853,0,0,0,0,0,0.094607204703157,0,0,0,0,0,0,-0.0370928493426721,0,0,0.00423964565716802,0.0373924381609828
