,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.410318738078739,0.0759108427186853,0,0,0,0,0,0,0,0,0,0,0.0532030246601301,0,0,0.0759016421140275,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.051641117738174,0,0,0,0,0,0,0,0,0,0.0782729962876425,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.132514802498047,0.254875281056262,0,0,0,0,0,0,0,0,0.288984955392613,0,0.0811119426947435,0.0435354393682141,0,0,0,0,0.0971756392690069,0,0,0,0,0,-0.0111475157592737,0,0,0,0.0603058506300549,0,0,0,0.0234267428091298,0,0,0.0157841136311599,0,0,0,0,0.0303908012958519,0.00282020630181066,0,0
X601939.CH.EQUITY,0,0,0,0.709797607470008,0.0319937876076859,0.0528884423241254,-6.93889390390723e-18,0,0,0.243649376975328,0,0,0,0,0,0,0,0,0,0,0.0476638638484889,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.0223721369841253,0,0,0.0226212491224024,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0,-0.115689121203187,0,0,0.56051743673906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111898552531213,0.138940687131687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124053254384623
X5.HK.EQUITY,0,0,0,0,0,0.149985220115665,0,0.300973195883857,0,0,0,0,0.0432366804345696,0,0,0,0,0,0,0.0206322045470163,0,0,0,0,0,0.01456923462283,0,-0.139972856563537,0,0,0,0,0,0,0,0,0.109304583877362,0,0,0.282310183484598,0,0,0,0,0,0,-0.0573416895359208,0,0.058482368748518,0,0
X601988.CH.EQUITY,0,0,0,0,0.334843664370223,0,0,0,0.00507937788117541,0,0,0,0,0,0,0.104534773558304,0.111231188424342,0,-0.0689324033437523,0,-0.0614306564009175,0,0,0,0.255993652650918,0,0,0,0,0,0,-0.240338807202376,0,0,0,0,0,0,0,0,0.056685147732149,0,0,0,0,0,0,0,-0.0136454548746913,0.125424125377924,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.42935525984542,0,0,0,0,0,0,0,0.185094117776144,0,-0.110479300037258,0,0,0,0,0.210737127077086,0,0,0,0,0,0.177376370463382,0,0,0,0,0,0,-0.0189997087458108,0,-0.196214434071723,0.14516337636535,0,0,0,0.128308494150547,0,0,0,0,0,-0.0178612545434878
X1299.HK.EQUITY,0,0,0,0,0.194421699206253,0,0,0,0,0,0,0,0.0915348131774975,0,0,0,0.195216342711653,0,0,0,0,0,0,0,0,0.0311934190192329,0,0.0835040027285374,-0.208145959425584,0,0.0684482965581007,0,0.057516221167036,0,0,0,0.399484489570119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570941056633599
X601628.CH.EQUITY,0,0.125738715279381,0,0.00170426440911024,-0.0907643112995052,0,0,0,0,0,0,0.0232562833984685,0,0,0,0,0,0.193630534838405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407556416401359,0,0,0,0,0,0.203831092859914,0.0662192949077477,0,0.078146319618928,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.153482686155012,0,0,0,0.383094986462382,0,0,0,0,0,0.4649588756954,0,0,0,0.0411376194969761,0,0,0,0.0891437757203234,0,0.204007412095879,0,0,0,0,8.67361737988404e-19,0,0,-0.0111106101673033,0,-0.0730990385667442,0,0,0,0,-0.0831494160710137,0,0,-0.0720595397461396,0,0,0,0,-0.120619586385961,0,0,0,0,0
X601166.CH.EQUITY,0.156186066012656,0,0,0.235489636482385,0,0,0,0,0,0,0,-0.0185307287325895,0.237430880879319,0,0,0,0,0,0,0.0478068563167883,0,0,0.0929628506088585,0,0,0,0,0,0,0,0,0,0,0,0.028476091789949,0,0,0,0,0,0.0514277622133273,0,0,0,0,0,0,0,0,0.0828022753287117,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.00490835993342298,0,0,0,0,0,0,0,0,0,0,0,0.0485426622706981,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0764696486201267,0,0.0807662922436087,0,0,0,0,0,0.209588045064827,0,0,0.208054752655238,0,0.101206819179501,0,-0.286456000336636
X600000.CH.EQUITY,0,0,0.22814685327335,0,0.0326989897259714,0,0,0,0,0.178330141245598,0.369198512292962,0,0,0,0,0,0,0,0,0,0.0572687034966019,0,0,0,0,0,0.21683788497523,0,0,-0.115720950028781,0,0,0,-0.062955397324404,0,0,0,-0.00828781472869432,-0.116383957882226,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.144526773077702,0,0,-0.285481427076749,0,0,0,0,0,0,0,-0.0732949410946793,0,0,0,0,0.229231077350014,0.226245067846223,-0.0012373742913974,0,0.0974972526921985,0,0.372356965604344,0,0,0,0,0,0,0,0,0.375601528508671,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.0421477113889833,0.32069512140876,0.0152700855404851,0,0,0,0,0.0358483019143894,0,0,0,0,-1.73472347597681e-18,0,0,0.0810136880322465,0,0,0,0,0,0,0,0,0,0,0,0.52779037011216,0,0,0,0,0,-0.164125553236775,0,0,0,0,0,0.270395572298021,0,0.141614152468485,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183274181400565,0,0,0,0,0,0.0545728635207666,0,0,0,0.00576019521748572,0,0,0.596281490128456,0,0.0688835725552858,0,0.00630333024999332,-0.0618527414231581,0,0,0.0493787864748466,0,0.0134003125028354,0,0,0,0,0.0818413832448812,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0706224390947702,0.118278669373603,0,0,-0.150714107439799,0.224572660024633,0,0.328139509020683,0,0,0,0.169322970665876,0.13939220881062,0,0,0,0,0,0,0.100295643667608,0.0654944886603936,0,0,0,0,0.0398412633306514,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0267496542266386,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0.0416888223569378,0,0.291005215193269,0,0.0010131538353121,0,0.053642071764534,0,0.0211459962337148,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242508136660661,0.168417562351705,0,0,0.0541116797856724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,-6.93889390390723e-18,-0.0109016773632344,0,0,0,0,0,0,0,0,0,0,0,-0.206416319678107,0,0,0,0,0,0,-0.181930851716358,0,-0.0930780995317354,0,0,6.93889390390723e-18,0,0.153528128986306,0,0,0,0,0,0.177386738233823,0,0.300093934472042,0,0.225168758816394,-0.157825241678063,0,0,0.600664076189346,0,0,0,0,0
X2388.HK.EQUITY,0,0.482599402496314,0,0,0.325977748581854,-0.399445430788258,0,0,0,0,0,-0.0782555295460178,0,0,0,0,0.57820913925391,0,0,0,0,0,0,0,0,0.138165553554656,0,-0.142664090876883,0,0,0,-0.0903228453865817,-0.253448145121621,0,0,0,-0.149205710987038,0,0,0,0.122003975968604,0,-0.133656067278708,0,0,0,0,0,-0.0879598696855117,0,0
X688.HK.EQUITY,0,0,0.0226128379863091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137110229211379,0,0,0,0,0,0,0,0.204274333495586,0.11731788842946,0,0,0,0,0,0,0.157423317755484,0,0,0,0,0,0.249189470301069,0,-0.211416086716531,0,-0.174977290313663,0.00421241684711878,0.140280552844448,0,0,0,-0.0946879439162567
X600030.CH.EQUITY,0,0.130251825601763,0,0,-0.0610574722454289,0,0,0,0,0,0,0.046842590432047,0,0,0,0.0842518162643305,0,0,0.0102493194933349,0,0,0,0,0,0,0,0,0,0,0.0749404683964905,0,0,0,0.177032600876793,0,0,0,0,0.367416345819204,0,0,0,0,0.118437649326937,0,0,0,0.0372237441152663,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.156327537246269,0,0.0103765829065548,0.179008601171126,0,0,0,0,0,0,0,0,0,0,0,0.00615000852148587,0,0,0,0,0,0,0,0.0022158751752711,0,0,0,0,0,0,0.105016336257785,0.0599923107146388,0,0,0,0.440148508771084,0,0,0,0,0,0
X601998.CH.EQUITY,0.1837545184319,0,0,0.0718864282586271,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131314531620725,0.0436998832315932,0,0,0,0,0,0.254307746291744,0,0,0,0,0,0,0,0,0,0.0938961561437363,-3.46944695195361e-18,0,0,0,0.0933725085679742,0,1.38777878078145e-17,0,0,0,0,0,0,0,-0.00276349614312075,0
X000001.CH.EQUITY,0,0.0252130916966317,0,0,0,0.125461131847409,0,0,0.0675491693233507,0,0,0,0,0,0,0,0.0401213490975215,0.0946421136404129,0,0,0,0,0.0671789094646466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.155212546850947,0.0567176327748546,0,0,0.117492698410406,0,0,0.105200637199914,0,0,0
X2007.HK.EQUITY,0,0.338111200335111,0,-0.14824297791241,0,0,0,0,0,0,0,0,0,0,0.0515409089834805,0.103339750450861,0,0,0.0154442097588418,0.0312549287290602,0,0,0,0,0,0,0.0455735421590599,0.289476945348702,0,0,0,0,0,0,0,0,-0.0770817919692773,0,0,0.204975360552228,0,0,-0.0991015271055199,0,0,0,0,0,0,0,0.0973885874389071
X1109.HK.EQUITY,0.139880386218369,0,0,0,0,-0.0816762384304663,0,0,0.307153941227397,0,-0.208311364452352,0,0,0.0965903668589955,0,-6.93889390390723e-18,0,0,-0.13245203665737,0.0885751823381836,0.366554169518771,0,0,0,0,0,0,0,0.119982329842559,0,-0.0905283973689041,6.93889390390723e-18,0.41342041597347,0,0,0,0,0,0.123623049809293,0,0,0,-0.0813044947186298,0,0,0,0,0,0,0,0.0581284650297073
X1113.HK.EQUITY,-0.207898029564756,0.365480695323056,0,-0.135517325775057,0,0,-0.0484506918811602,0,-0.0552367879073052,-0.00142192691084287,0,0,0,0,0,0,0,0,0.0858543393867216,0.00418375480919161,0.101130967330741,0,0,-0.124800887867473,0,0,0,0,0,0,0,0,0.0545268587964977,0,0,0,0.0979405440179987,0,0,0,0,0,-0.164638412739903,0,0,0.372565101885333,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0.403084724219461,0,0,0,0,-6.93889390390723e-18,0,0.176161518390517,-0.227878878206311,0,0,0,0,0,0,0,0.109643026431406,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.228289602288668,0,0,0,0,0.1601085845271,0,0,0,0,0,-2.16840434497101e-19,0,0,0,-0.0768369183677376,0,0,-0.026832517402904
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.043676637113744,0,0,0,0,0,0,0,0,0,0.578660500067597,0,0,0,0,0,0,0.0309240598442355,0,-0.00436455992759297,0,0,0,0,0,0,0.0186970111802933,0.113526187403669,0,0,0,0,0.00351867171444242,0,0,0.145683875969223,0,-0.100451764974507,0,0
X12.HK.EQUITY,0,0,0,0,0,-0.292332972421447,0,0.417238754510892,0,0,0,0,0,0,0,0,0,0.418708241625055,-0.384452131047701,0,-0.124932915930837,0,0,0,0,0,0,0,0,0,0,0.174920713658753,0.443913549603405,0,0,0,0,0,0,0,0,0,0,0,0,0.311092488629744,0,0,-0.246282802694735,0,0.0996032081178939
X823.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.233446698114833,0.0455619777489974,0,0,0.0505518507331374,0,0,0,0,0,0,0,0,0,0.111344451546865,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.370920165945585,0,0,0,0,0
X001979.CH.EQUITY,0.11919802769776,0,0.00517069366538618,0,0,0,0,0,0,0,0,0,0,0,0,0.142227721637382,0,0,0,0,0,0,0,0,0,0,0,0.0372516839531046,0,0,0,-0.0776191392728126,0,0,0.228323310242848,0,0,0,0.0286266247241869,0,0,0,0,0,0,0,0.173596909387059,0.211412343927343,-0.0566356251070165,0,0
X601211.CH.EQUITY,0,0.0200715909643071,0,0,0,0,0,0,0.0226030605660714,-0.0139891676642533,0,0.0249085633005614,0,0,0,0,0,0,0,0,0.0410486635422458,0.525735189197713,0,0,0,0,0,0,0.0563207995601213,0,0.0595756769148537,0,0,0,0,0,0,0.0158153601548288,0,0,0,0,0.0450284238097142,0.175375685721377,0,0,0,0.145106697512661,0,0,0
X600048.CH.EQUITY,0,0,0.0740303522129549,0,0,0,0,0,0,0,0.0518118473754766,0,0,0.0243915361665317,0,0.059286425380825,0,0,0,0,0,0,0,0.189371548010977,0,0,0,0,0,0,0,0,0.0134647578679307,0,0,0,0,0,0.179554234297628,0,0,0,0,0,0,0,0,0,0,0.178040175732446,0
X601336.CH.EQUITY,0,0.0700338265230922,0,0,-0.0220304710495333,0,0,0.167155713396838,0.120819930708069,0,0,0.289496765816017,0,0,0,0.080180342148226,0.0528424031858466,0.113512659946166,0,0,0,0,0,0.100798458649106,0.139553226946453,0,-0.0585306456572761,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0159476258881155
X1997.HK.EQUITY,0,0,0,0,0,0,-0.154722726312723,0,0,0,0,0,-0.0298576589771396,0.440255442779248,0.144889687449004,0,0,0,0,0,0.0165251752588053,0,0,0,0,0.27462873177856,0,0,0,0,0.192477260338139,0.252726267862608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145068838505449,0,-0.122907261306771
X601066.CH.EQUITY,-0.0764497202622298,0,0,0,-0.132159721715805,0,0,0,0,0,-0.103128788369696,0.0534176969725994,0,0,-0.39133172176539,0,0,0,0,0,-0.0252244640727262,0,0,0,0,0,0,0,0.168402099244047,0.34996052296569,0,0.150438244254877,0,0,0,0,0.0764276676827999,0,0,0,0,0,0,0.424364777025174,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583210954168444,0,0,0,0,0,0,0.00533035921129566,0.137111376703966,0,0,0.0254796713384679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0184944047390226,-0.0222941987203105
X601229.CH.EQUITY,0,0.131832782243021,0,0,0,0,0,0,0,0.0454314463454758,0,0,0.352072653748754,0,0,0,0,0,-8.67361737988404e-19,0,0,0.15357214968461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395485123844038,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0.140632849267089,0,0,0,0,0.199580427876023,0,0,0,0,0,0,0,0,0,0,0,0,0.249095735582289,0,-0.0291208924364973,0,0,0,0,0,0,0,0,0.140825242435515,0,-0.208556660657638,0,0.0511848061403036,0,0,0,0.0517128508951983,0,0,0,0.156021227753509,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0.126959305557131,0.0698101079383164,0.00445692783153007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371469701524911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467040127040358,0,0,0.0377151498113714,0,0.114852433469248,0,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000816850159369692,0,-0.129547462009549,0,0,0.0369310148158785,0,0,-0.147697178490025,-0.126406486714146,0,0,0,0,0,0,0,0,0.323594002647867,0,0,0,8.67361737988404e-19,0.131164589607053,0,0.76238961689871,0.120386700654846,0.156827885173368
X000166.CH.EQUITY,0,-0.113571284923761,0,0,0,0,0,-0.00697399613392319,0,0,0,0.147306332975299,0,0,0.143664915940821,0,0,0,0,0,0,0,0,0,0,0,-0.200854536809388,0,0,0.0437405462193281,0,0,0,0.542444004360268,0,0,0,0,0.24695535529871,0,0,0,0,0,0,0,0.249661425927609,0,0,0,0
