,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.00243874518771878,0,0.22328867739152,0,0,0.11057288055927,0,0.243616320536886,0,0,0,0,0,0.127858732850396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103897554531648,0,0,0,0,0,0,0,0,0,0,0,0,0.047950655263072,0,0,0.0771562860597419,0,0
X601318.CH.EQUITY,0.14488887758028,0,0,0,0,0,0,0,0.312096828196625,0,0,0,0,0,0,0,0.338207775354162,0,0.0232245832261007,0,0,0.0171991544391817,0,0,0,0.10597714718413,0,0.0222151895951745,0,0,-0.12334370665208,0,0,0.112874505370425,0.0811417009237243,0,0,0,0,-0.0286734365506738,0.0262884659358548,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.285136096998436,0,0.0754708209920103,0,0,0,0,0,0,0,0.42386770972404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562342224878482,0,0,0,0.0735051408832056,0,0,0.00953187790980423,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.333422607642687,0,0.0166142937967046,0,0,0.50292216356089,0,0,0,0,0.0138506476311226,0,0,0,0.0434239294431578,0,0,0,0,0,0,-0.0200769813558791,0,0,0,0,0,-0.0139776041019913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10414125897326,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0953721839186042,0,0,0,0,0,0.0129810486152042,0,0,0,0.402071222015176,0,0,0,0,0.0678910839618104,0.158761735680869,0,0,0.353765486623031,0,0,0,0,0,0,0,0.0171927043029845,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.398479178419341,0,0.00833300980791338,0,0,0,0,0,0,0,0.0633450871028187,0,0,0,0,0,0,0,0.039078518606849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152113107986355,0.0102591049876149,0,0,0,0,0,0,0,0,0,0,0.291951314045363,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.220907305310493,0,0,0.264248185852137,-1.38777878078145e-17,0.0676689857404952,0,0,0,0.175109739047409,0,0,0,0,0,0,0,0,0,0,0.00919026287262121,0,0.114961088532274,0,0.0745135257381586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0601932635435784,0,0,0,0.470736100664241,0,0,0,0.12496661864441,0.106208467582824,0,0,0,0,0,0,0,0,0.268545756317133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.265984877246979,0.0413144925196225,0,0,0,0,0,0,0,0,0,0,0,0.0498986056935187,0,0,0,0,0,0.0927136489050136,0,0,0,0,0,0,0,0,0.0802817383544837,0.272937929842222,0,0,0,0,0.0554059124387297,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.310742228177763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285335595716847,0,0,0,0,0,0,0,0.312877276402174,0,0,0,0,-0.813476885314713,0.506237437065341,0,0.366390383974186,0,0,0.391984918953608,-0.599465311651236,0,0,0,-0.445467222385245
X601166.CH.EQUITY,0,0,0,0,0,0,0.325581477844448,0,0,0,0,0,0,0,0,0,0,0,0.0194330983444724,0,0,-0.0380838877952257,0,0,0.077514380213316,0.0988077524818097,0,0,0,0.410824482625129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176434151430646,0,0.0148302895741993,-0.122472276291845,0,0,0,0.153629756908493
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666765145811959,0,0,0,0,0,0,0,0,0,0.154362523654575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942480459646063,0.0410244594307307,0,0,0,0,0,0.00840587593623494,0,0,0
X000002.CH.EQUITY,0.144709161934333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554091880587043,0,0,0,0,0,0,0,0,0,0,0,0.0218392903729974,0.497215295852008,0.0131082468555664,0,0,0,0,0,0,0.223021849750321,0,0,0,0,-0.152953561108715,0,0,0,0,0,0,0,0
