,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,-0.22048413270447,0,0,0,0,0,0,0,0,0.330291948969199,0,0,0,0,0.111847707184257,0,0,0,0,0,-0.181197440496378,0,0,0,0,0,0,-0.155565978433991,0,0.152184970033714,0,-0.22226257166571,0,0,0,0,0.559913145587855,0.0218813057464509,-0.0665746584084514,0,0,0,0,0,0,0,0,0.222014720694405
X601318.CH.EQUITY,0,0,0,0,0,0,0.190355601493525,0,0.0602215924135034,0.0370278029681386,0,0,0,0.00628550080834403,0,0,0.0262308649967285,0.125615207419065,0,0,0,0,0,0,0.0265508059439044,0,0,0,0,0.0876928281660844,0,0,0,0,0,0,0,0.0470525209938479,0.455414133180302,0,0,-0.0963022796445284,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.330627520772371,0,0,0,0,0,0,0,0.0285148340207029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181764674201739,0,0,0,0,0.160804674068126,0,0.0594410707535935,0,0,0,-0.181611955670818,0,0,0.360501211605438,0,0,0,0,0,0,0,0,0,0,0.0414379579420176,0,0
X601288.CH.EQUITY,0,0.0417814547327729,0,0,0,0.241439764206713,0.000538481112622554,0,0,0,0,0.0118293138317702,0.0791621627228584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220372863564655,0,0,0,0,0,0,0,0,0,0,0,0.192015389935348,0,0,0,0,0,0,0,0,0.127298534360129,0,-0.00214902784780558,0.134504432481063
X5.HK.EQUITY,0,-0.0251225499722849,0,0.0246539208352521,0,0,0,0,0,0,0.0615283925308328,0,0,0,0,0.31771327860882,0.329243803428838,0,0,0.313462563835562,0,0.0560853122743416,0,0.222081860206078,0,-0.0344895681579107,-0.0802475896218515,0,0,-0.360986967990442,0,0,0,0,0,0,0,0,0,0,0.290149858874235,-0.202512516834956,0,0,0,0,-0.0543091856303349,-0.266670274691085,0,0,0.0850849708129677
X601988.CH.EQUITY,0.250218391894619,0,0,0.573105053701957,0,0,0,0,0,0,0.101979168516533,0,0.103075814331895,0,0,0,-0.0540333946763753,0,0,0,0,0,0.00635002292582499,0.0605298953741219,0,0,0,0.0465721167072588,0,0.00379664068166663,0,0,0,0,0,0,0,0.0217308010999003,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.58130847949634,0,0,0,0,0,0,-0.00487725088451309,0,0,0,-0.0882588009625721,-0.141445328662906,0,0,0,0,0,0,0,0,0,0,0,0.25516524117084,0,-0.125897824068576,0,0,0.0201948328423221,0,0,0,0,0,0,0,0,0,0.172371932356228,0,0,0,0,0.132205984258625,0,0,0,0,0
X1299.HK.EQUITY,0,0,0.0205859816899037,0,0,0,0,0,0,0,-0.0613184324300093,-0.0669667155782923,0,0,0.02420471263522,0.318297053812823,0.118464421737863,-0.00772175771901237,0,0.256529729429038,0,0.124044275423501,-0.089580726858935,0,-1.38777878078145e-17,0.235447458453802,0,-0.0375132100365055,0,0,0,0,0,0,0,0,0,0,0,-0.0044344802071597,0,0,0,0,0,0,0,0,0,0,-0.211057017462943
X601628.CH.EQUITY,0,0.110985038358333,0,0.0421686647548719,0,0,0,0,0,0,0.0284239777735808,0,0.0164056977072731,0.227067088793322,0,0,0,0,0,0,0,0,0,0,0.14694932954029,0,0,0,0,-0.0179142437012417,0,0,0,0,0,0,0.118948503813072,0,0.171461118187909,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0
X601328.CH.EQUITY,0,0.22493487338508,0.167822907161139,0.312145286675206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236776226967233,0,0,0.111591162030616,0,0,0.258139909387256,0,-0.0340172565623874,-0.0745272955023202,0,0,0,0,0,0,0,0,0,0,0,0,0.0736343085007886,0,0,-0.0296761195437417,0,-0.286281074838139,0,0
