,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.239052774880686,0,0,0,0,0,-0.206479686907151,0,0,0,0,0,0,0,0,0,0,0,0.459748566805014,0.455521976926551,0,0,0.111306202033234,0,0,0,0,0,-0.0830386035464031,0,-0.180460273817994,0,0,0,-0.617179366875973,0,0,-0.0895816161137887,0,0.0320224052160687,0,0,0.0317378797830708,0,0,0,0.00784461311424525,0
X601318.CH.EQUITY,0,0,0,0,0,0.386367778532967,0.0722441559653987,0,0,0,0,0,0,0,0,0,0,0,0,0.164384812070415,0.0490155759514522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154385537457668,0,0,0,0,0,0,0,0.0532641689805236,0,0,0
X601939.CH.EQUITY,0.0682667927233611,0,0,0.166310419976451,0,0,0,0,0.0600544329132908,0,0,0.382813625207813,0.136440425657533,0,0,0,0,0,0,0,0,0,0,0.0125440294761808,0,0,-0.00448923829063812,0,0,0,-0.054362734940062,0,0,0,0,0,-0.0377856348460467,0,0,-0.0246829472932492,0,0,0,0,0,0,0.0506489288107831,0.298122869335112,0,0,-0.0281579815044617,-0.075112188892445
X601288.CH.EQUITY,0,0,0.219298500601882,0,0.401037037769678,0,0,0.0619977936276764,0,0,0.0169930989276164,0,0.14033727164026,0,0.0540116353778445,-0.015078418139725,0,0,0.0593053533402986,0,0,0.018329172124852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0735610803391022,0,0,0,0,0.0263666453381957
X601988.CH.EQUITY,0,-6.93889390390723e-18,0.352928696802944,0,0,0,0,0,0,0.221699901198392,0,0,0,0,0,0,0.205918514791589,0,0.0616112069265629,0,0,0.0439990071343286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.407381631608964,0,0,0.0374126349338245,0,0,0,0,0,0,0,0,-0.139567077950208
X600036.CH.EQUITY,0,0.00731339142951284,0.0911171835005541,0,0,0,0.0312638420025114,0.0622434200338741,0,0,0,0.105285840269602,0,0,0,0,0,0,-3.46944695195361e-18,0.1279300927293,0,0,0,0,0.00980466048601281,0,0,0,0,0,0,0,0,0.390264965481539,0,0,0,0,0,0,0,0,0,0,0,0.0782374057038648,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.293151498115181,0,0,0,0,-0.0677914587230955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377698852678785,0,0,0,0,0,0,0,0,0,0,0.0820835418789768,0.189207089174859,0,0,0.140728198191716,0.0510234826338215,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380682814611891,0,0,-0.052816735481035,0.0409449038893568,0.040773794872385,0,0,0,0,0.186397585753942,0,0,0,0,0,0.15586326786528,0.139915135610687,0,0,0,0.18637297778963,0,0,0,0.317110535439806,0,0,0,0,0.135418164591172,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405300797338009,0,0,0,0,-0.452902861299043,0.652330382211247,0,0,0.121509361907592,0.614414540217204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497955186125497,0,0,0,0,0,0.181870415451126,0,0
X601658.CH.Equity,0,0,0,0.0168278189119011,0.0445508068445269,0,0,0,0,0,0,0,0,0,0,0,0,0.221111910121643,0.150954514439752,0,-0.129462456728715,0,-0.00638197515975044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264036344106014,0,0.290866553079724,0,0,0,-0.0258760134604438,0,0,0,0,0,0
X388.HK.EQUITY,0,0.336397024538474,0,0,0,0,0,0,0,0,0,0,0,-0.127460425066581,0.0950120178993521,0,0,0,-0.167491665605415,0,0,0,0.272940600420644,0,0,0,0,0,0,0,0,-0.00412674425743447,0,0.00770213298266799,0,0,0.395047742394403,0,0,0,0,-0.143815648251059,0,-0.0700028073433067,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.144631563181568,0.0332684598392083,0,0.134852295060998,0,0,0,0.0271920712430705,0.00340491593988587,0,0,0,0.403385742801255,0.114739973609286,0,0,0,0,0,0,0,0.0243024206462275,0,0,0,0,0,0,0,0,0.0134887901878927,0,0,0,0,0,0,0,0.0971855267992873,0,0,0,0,0,-0.00717596220666307,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.215287097652101,0.104323960172202,0,0,0,0.0057946105937379,0,0,0,0,0,0,0.125783834411114,0.0674435062867441,0,0,0,0,0,0,0,0.0842900658021591,0,0,0,0,0,0,0.123127621976322,0,0,0,0,0,0,0,0,0,0,0,0,0.036667930641535,0,0,0,0,0,0.025832060556829,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00561332936953507,0,0,0,0,0,0.234807544454705,0,0.00137338635798732,0,0,0,0,0,0.0295632286005488,0,0,0,0,0,0,0.372096125591005,0.0389075356094261,0,0,0.0743121669487002,-3.46944695195361e-18,0.013238212376204,0,0,0.0532028371997128,0,0,0,0,0,0,0,0,0,0.0447161971240761,0
X600000.CH.EQUITY,0,0,0,0.0451956389602981,0,0.0208255039307941,0,0.0256822373628992,0.0553151788121011,0,0,0.603944928630671,0,0,0,0,0,0,0,0,0,0.0639447402728189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0.0194592167659585,0,0,0,0,0,0,0,0,0,0.0822856333536616,0,0,0,0,0.0455802475380421,0,0,0,0,0,0,0,0.0888679048917891,0,0.132208902618284,2.16840434497101e-19,0,0,0.0287778105928763,0,0,0,0,0,0.224734451915191,0,-6.93889390390723e-18,0,0,0,0.0267926647472032,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,-0.207424335201865,0,0,0,0,0,0,0.446211738805852,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.119723874465894,0,0,0,0,0,0,0.211398859888651,-0.0220775744826154,0,0.203715574066595,0.00787975651177345,0.0587314097132674,0,-0.0190918807962422,0,0,0,0,0,0,0,0,0.00317955665857435,0,0,0
X601319.CH.EQUITY,0,0,0,0,0.0562875374584014,0,0,-8.67361737988404e-19,0,0,-0.0500183574691919,0,0,0,0,0.0350805142408741,0,0,0,0.0335646606374188,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.171382274196639,0,0,0,0,0,0,0.355561198036601,0.179641152741075,0.0061639216919341,0,0.140200882624207,0,0,0,0,0,0,0,0,0
