,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0343076580520511,0,0.621579020818796,0,0.0706110612220495,0,0,-0.0503400829192619,0,0,0,0,0,0,0,0,0.0857300508881645,0,0,0,0,0,0,0,0,0,0,0.0467005125618392,-0.0461510803064257,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135472552028844,0,0,0,0,0.163140848772077,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.102019893712503,0,0.0437720217616186,0,0,0,0,0,0.12305058815894,0,0,0,0,0,0.485362098243539,0,0,0,0,0,-0.00942282732125399,0,0,0.0837822170009467,0,0,0.0823129724494166,0,0,0.0808740602420354,0,0,0.0709795945534763,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,-0.168811440244199
X601939.CH.EQUITY,0,0,0,0,0.403872730960461,0,0.110681496164923,0,0,0,0.158558408531219,0,-0.0929747837424808,0,0,0,0,0,0,0,0.0249066444455021,0,0,0.533408550534069,0,0,0,0,0,-0.00860513050117674,0,0,0,0,0,0,0,0,0,-0.162146223879368,0,0,0,0,-0.0441985209261336,0,0,0,0,0,0,0.0525885239150643
X601628.CH.EQUITY,0,0,0,0,0,0.0681417659798289,0,0,0,0.0111425632383792,0,0,0,0,0,0,0,0.34145770702332,0,0,0,0.0752799441175895,0.195252435754573,0,0,0,0,0,0.0442372809165687,-0.0605478051043515,0,0,0.340259517819367,0,0.0317515657138801,0,0,0,0,0,0,0,0,0,0,0,0.0431462409334912,0,0,0,0,-0.108718873857962
X601288.CH.EQUITY,0.0483720160708895,0.0458211632621223,0.0806750158679602,0,0,0,0.206052353855392,0,0,0.0578708984323463,0,0,0,0.0700368680102577,0,0,0.099933200405401,0,0,0,0,0,0,0.221188122739591,0,0,0,0,0,0,0,0,0,0,0,0,0.195879855178422,-0.000854042021718361,0,0,0,0,0,-0.0639631346506151,0,0,0,0,0,-0.0454213791199124,0,0
X600036.CH.EQUITY,0.00983961776025742,0.236976966875533,0,0,0.0836586106225881,0,0,0.128981288713865,0,0,0,0,0,0.277628674829859,0,0,0,0,0.118912283942273,0,0,0,0,0,0.257012518334206,0,0,0,0.0633993798016869,0.016337834356448,0,0,0,0,0,0,0,0.00125434153370932,0,0,0,0,0,0,0,0,0.024779067817288,0,0,-0.0238202858188623,0,0
X601988.CH.EQUITY,0.0615611208039058,0,0,0,0.25596109088385,0.339048902059601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862364221221529,0,0,0,0.0577984861681132,-0.0388752252940384,0,0,0,0,0,0.230074360032906,-0.0324801509768606,0,0,0,0.0453935908554583,0,0,0,0,0.0885385600438525,0,-0.108267883177755,0,0,0,0,0,0,0,0.0240427538240221
X1299.HK.EQUITY,0,0,-0.0933657607880142,0,-0.14861204889433,0,0,0,0,0.348014071574547,0,0,0,0,0.134211607847487,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.103523843564744,0,0.407405847547293,0.0980153110546517,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0104341486464434,0.0160867521561619,0.0423214783697899,0,0,0.013791241353669,6.93889390390723e-18,0.074993349919712,0,0,0.0619188638256694,0,0,0,-0.198029790004754
X5.HK.EQUITY,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.177934187665231,0,0,0,0,0,-0.0787458104500103,0,0,0,0,0.0977815605689233,0,0,0,0,0.0810957030878885,0,0.400849856737769,0.102480988346872,0,0,0,0,-0.0373695432103961,0,0,0,0,0,0,0,0.165682580749442,0.267540722962339,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118764418353831,0,0,0,0,0,0,0,0.00643151711894765,0,0,0,0.154763031730735,0.0212528933230221,0,0,0,0.281767431807045,0,0,0,0,0,0,0.0582655695731001,0.217424784796179,0,-0.250968549941512,0,0,0,0.0545191668135728,0,0.208799091642077,0,0,0,0.012466165246129,0
