,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0899683479551516,0,0,0.0731421541905994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182959423070068,0,0.0409282123307433,0.633324026482781,0.469642719326315,-0.244197230117329,0,0,-0.157756230119609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128299645544631,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.00470266419637649,0,0,0,0,0,-0.0260640557376407,0,0,0.0271502875807491,0,0.0555482392654132,0,0.0160529333055313,0,0.498080314907203,0.0193270911039083,0,0,0,0,0,0,0,0,0.118181992972968,0,0,0,0,0,0,0.0652381735292902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.107514285030874,0,0.755444164919034,0,0,0,0,0,0.0246919549791138,0.0874631833686248,0,0,0,0.0270276045912803,0,0.0181617511191222,0,0,0,0,0,0,0,0,0,0,0.0580021096380466,0,0.00743668105299427,0,0,0,0,0,0,0.0159187112159924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.954365279278247,0,-0.0449710582880183,0.0534485634021811,-0.0890796700556449,0,0,0.0281594113836644,0,0,0,0,0,0.0210839891043192,0,0,0,0,0,0,0,0,0,0,0,0.0503569464626455,0,0,0,0,0,0,0,0,0,0,0.0295291321951296,0,-0.0830676652365771,0,0,0,0,0.0171893568380357,0,0,0,0,-0.110261621135243,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0951312172168234,0.217836895657173,-0.0692046067909683,0.355253530275055,0,0,0,0,0,0,0.387196740960234,0,0,0,0,0,0,0,0,-0.0796237975739525,0,0,0.0199544012788986,0,0,0,0,8.67361737988404e-19,0.157658717729878,0,0,0,0,0,0,0,0,0.181793579759896,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.333933809883509,0,0,0,0,0.0775057553631868,0,0,0,0,0,0.0209518389591173,0,0.0309647336049982,0.13808325466661,0,0,0,0,0,0,0,0,0,0,0.1167601122776,0.159357256764483,0.0399704806426824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345814331546578,0,0,0.0551784862757992,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0295704685392865,0.322816127711544,0,0,0,0,0,0,0,0,0,0,0,0,0.288335171217489,-0.0716427586872494,-0.0470697127265175,0,0.108465909892073,0,0,0.0291453904298173,0.0634034477588605,0,0,0.13881432726256,0,0,0,0,0.0615318042215187,0,0,0.0448972546696598,0,0.0683752509809369,0,-0.0184070194258081,0,6.93889390390723e-18,0,0.166344097080215,0,-0.0242549539507809
X601988.CH.EQUITY,0,0,0,0.0686285567071944,0,0,0,0,-0.0494195816248091,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694277384812431,0,0,0,0,0,0,-0.0208775118067088,0,0,0,0,0,0,0,0,0,0,0.000637700357635161,-0.134257627043461,0,1.00128386326843,-1.73472347597681e-18,0,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.0315395985515193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172603927874154,0,0.380323748274399,0,-0.116830871544821,0,0,0,0,0,0,0,0,0,0.0251465702793223,0,0,0,0,0.229674898112061,0,0,0,0.0272497826123135,0,-0.314042242097205,0.226131623877109,0.0614531993224238
X388.HK.EQUITY,0,0,0,0,0.268617626494172,0,0,0,0,0,0,0,0,0,0,0.18488969111696,-0.0707989963775453,0,0,0,0.243872356139922,0,0.262047820227698,0,0,0.321361960339794,0,-0.0675261369784664,0,0,0,0,0,0.127874262134018,0,0,0,0,0,0,-0.059652163766207,0.141682541095516,-0.0774935589140049,-0.106666099042325,-0.246876588075133,1.38777878078145e-17,0,-0.105276863234554,0,0,0,0
