,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.391866583503743,0.101874973000687,0.0290623227694698,0,0,0,0,0,0,0,0,0,0,0,0.177994883501042,0,0,-0.0184234869864494,0,0,0,0.0226778293831051,0,0,0,0,0,0,0,0,0,0.112674958391199,0,0,0,0,0,0.098735240777648,0.0532432774584124,0,0,0,0.0131235195590972,0,0.146595065715336,0.0100122766274871,-0.0934183802638494,0
X601318.CH.EQUITY,0,0,0,0.137989319984059,0,0,0,0,0.152954415852339,0,0.100745603688927,0,0.0142809383922463,0,0,0,0.0258042619407459,0,0.133278529649135,0,0.275384179399452,0,0,0,0,0,0,0,0.10024237420726,0,0,0,0,0,0.0147181620233253,0,0,0,0,0,0,0,0,0,0.0130996103177599,0,0,0,0,0,0,-0.148680103193635
X601939.CH.EQUITY,0.264857315036989,0,0,0,0.138078139940275,0,0,0,0,-0.0363721631805656,0.105520370611989,0,0,0,0.0653246863415647,0,0,0,0,0.0977103660176614,0,0,0,0.269534217102558,0.220901598331274,0,0,0,0.00376550662201979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.199313419803174,0,0,0,0,0,0.136722222425058,0,0,0,0,0.196486084289362,0,0,0,0,0.0375207252185304,0,0,0,0,0,0,0,0.0549117955176167,0,0.259766487136667,0,0.0305311561922437,0,0,0,0,0,0,0,0,0,0,0.0117441334697882,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.112006086919495,0,0.105198151132438,0,0,0.0583813477796497,0,0.393434016164963,0,0,0.0236345682852544,0,0,0,-0.0320329529198381,0.0540648895808066,0,0,0,0,0,0,0.00681159992278879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202713475606296,0,0,0,0,0,0.107400346973575,0
X601628.CH.EQUITY,0.0848910356985467,0,0,0,0,0,0,0,0,0.0223750997410903,0,0,0,0,0,0,0.196784945495165,0,0,0,0,0,0.136009270278226,0,0,0,-0.0670775286737188,-0.0985724614606592,0,0,0,0,0.0695498145278318,0,0,0,0.655405298158458,0,0,0,-0.040265969333293,0.17883083196696,0,0,0,0,0,0,0,-0.0213859118946061,0,-0.0524070114021209
X1299.HK.EQUITY,0,0,0,0,-0.0746499459186419,0,0,-4.33680868994202e-19,0,0.0710807552322549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213740763982607,0,0,0,0,0,0,0,0.0137978936038754,0,0,0,0.0266916327711374,0,0.33913229256751,0.282399551136212,0,0.217555686892509,0,0,0,0,0,0.305471480760473,0,0
X601988.CH.EQUITY,0,0,0.0862111616274598,0.168700342864272,0.148367339191952,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327545419459053,0.0268239370152429,0,0,0,0,0,0,0.261263698709175,0.119438156925296,0.165765826656573,0,0,0,-0.0463060853299577,0,0.00734785421625407,0,0,0,-0.0858408523542481,0,0,0,0,0,0.0469940491417688,0,0,0,0,8.67361737988404e-19,0,0
X5.HK.EQUITY,0,0.0305364962916875,0,0,0,0,0,0.177668594714392,0,2.16840434497101e-19,0,0,0,-0.203111895536056,0.0432870306974368,0,-0.0435536147307339,0,0,0,0,0.0454824006308699,0.218697382691681,0,0.0597653266790685,0,0.350799377233155,0,0,0,0,0,0,0,0.0499991327710408,0,0,0,0.207679131526756,-0.0453681202518161,0,0.3750711690434,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.188520054951499,0,0,0.186458130117083,0,0,0,0,0,0,0.210162839419716,0.00876955777906708,0,0,0,0,-0.138909316147417,0,0,0.25799015541934,0,0,0,0,0,0,0,0,-0.0097581359297816,0.122207358610368,0,0,0,0,0,0,0.290978824412542,0,0.065448715417371,0,0,0,0,-0.179525506209456,0,0,0.154876867240812,0.0909724753775164,0
X601658.CH.Equity,0.213606679863247,0,-6.93889390390723e-18,0.158950943302131,0,0,0,0,0,-0.0612354826128969,0,0.331213078897434,0,0,0.0230106707582393,0,0,0,0,-0.0152240284937773,0,0,0,0,0,0,0,0,0,0.133770286034821,0.134743122999989,0,0,0,0,0,0,0,0,0,-0.0269975445620908,0,0,0,-0.118467089254125,0,0,0.0656934310869943,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.151725574155759,0,0,0,0,0,0,0.138624154931129,0,0.0973155444859271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197908852528136,0,0,0.431583660330875,0,0,0,0,0,0.00438703118001675,0,0,0,0,0,0,0,0,0,0,-0.0221493138468235,0,0,0,0.126559700966515
X000001.CH.EQUITY,0,0,0,0.640911138794198,0,0.053191927558849,0,0.0725807544679758,0,0.0987221777164909,0,0,0,0.0444055303606531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131351118013737,-0.241213520511047,0,0,-0.141324241480396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320765163331438,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.017299109699164,0,0,0,0,0,0.492549488397558,0,0,0.324256738893977,0,0.0923051271584232,0,0,0,0,0,0,0,0,0,0,0,0,0.0408035368966219,0,0,0,0,0,0,0,0.14760269510502,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.204015792516321,0,0,-0.249194850924496,0,0,0.141658209054969,0.0619326566144384,0.0571514882279001,0.00859027424278162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361823128630312,0,0.0180434495180263,0,0,0,0.063763001104144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0943566899751718,0.136659586890017,0
X601328.CH.EQUITY,0,0,0,0,0.062103196194173,0,0,0,0,0,0,0,0,0,0,0,0.203124339316344,0,0.43651625307678,0,0,0,0,0,0.0666201938541378,0,0,0,0,0.122693199972405,0,0.0638399115713646,0,0,0,0,0,0,0,0,0,0.0294648914088238,0,0,0.0537450948201109,0,0,0,0.0515164309957918,0,0,0
