,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0499359729318771,0,0,0,0,0,0,0,0,0,0,0,0,0.533102173784685,0.6698403459162,-0.112121946394088,0.0153453641620114,0,0,0,0,-0.193114038092638,0,0.237358419617736,0,-0.305728086033752,0,0,0,0,-0.0612636486236608,-0.0099474369542688,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.0108633237916374
X601318.CH.EQUITY,0,0,-6.93889390390723e-18,0,0,0.245133530554929,0,0,0,0,0,0,0,0,0.0781671903718355,0,0,0,0,0.100064578107004,0.0211354231213019,0,0,0,0,0,0,0,0.0326256044166015,0,0,0,0,0,0,0,0.311351090381531,0,0,0,0,0,0,0,0,0,0.088146703650462,0,0,0,-0.0457591816175064,0
X601939.CH.EQUITY,0,0,0,0.818225417913574,0,0.00736522682459232,0,0,0,0,0,0,0.0173165860803253,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0435456554917888,0.0405956009417267,0,0,0,0,0,0,0,0.0571963864179024,0,0,0,0,0,0,0.00878352091555994,0,0.071043616278974,0,0
X601288.CH.EQUITY,0.0370306097269262,0,0.863119773274364,0,-0.0954169235236326,0,0,0,0,0,0,0,0,0.0168381265984552,0,0,0.0576442363568455,0.124585236261155,0,0,0,0,0,0,0,-0.0075664824291908,0.0232967093759286,0,0,0,0,0.0224296366084593,0,0,-0.0170297813632871,0,0,0,0,-0.151222466358935,0,0,0,0,0,0,0,0,0,0,-0.039120514959165,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.911852651155695,0,0,0,0,0,0,0,0,0,0.0978806509105912,0,0,0,0,0,0,0,0,-0.113054836333695,0,0,0,-0.0887461089213129,0,0.0750358832204307,0.00821873988494646,0,0,0,0,-0.0654298451236157,0,0,0.00907155016233611,0,0,0,0.050758007823006,0.0610041118782619,0
X600036.CH.EQUITY,0,0.0468661440197856,0.373524937512004,0,0,0,0,0,0.00972625748733011,-0.00566342544774788,0,0,0,0,0,0.132977630029527,0,0,0,0,0,0,0,0,0,0,0.208724903433202,0,0,0,0,0,0.16562775049301,0,0,0,0.00239140717403032,0,0,0,0,0,0,0,0.0320093611865837,0,0,0,0,0,0,0.0471457492086954
X601988.CH.EQUITY,0,0,0,0,-0.0849285816466284,0.036928443658392,0,0.0264433452203178,0,0,0,-0.0602560576554555,0.0655243401496326,0,0,0,0,0,0,0,-0.105816802628696,0,0,0,0,0,0.100215579957392,0,0,0,0,0,0,0,0,0,0,0,0,-0.0991063415846023,0,0,0.00461052263430196,0,0,0,0,0,0.993373001394537,0,0.00212306379478945,0
X1299.HK.EQUITY,0,0.0532962681969914,0,0,0.094380680479239,0,0,0,0,0.175737094459621,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132018842978072,0,0,0.248095439570143,1.0842021724855e-19,0.321736377990742,0.111540633052769,0.130092355331192,0,0,0,0,0.0682037973095486,0,0,0,0,0,0.165499431389172,0.00721430902109749,0.00611706571593177,-0.201403357441345,0,0,0,0,0,0.160803451746507,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261092162035042,0,-0.228218280448322,0,0,0,0,0,0,0.0562146027639415,0.340710983171659,0.367116108781968,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.189705281954065,0,0,0,0.14277474785687,-0.0333227289393204,0,0,0,0,0,0,0.112922801984172,0.0708657428579065
X388.HK.EQUITY,0,0,0,0,0.278415967452211,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.236007349392272,0,0,0,0,0,0,0.482020920674139,0,0,0,4.33680868994202e-19,0,0,0,0,-0.047480732277484,0,0,0,0,0,-0.0558733810979466,0,-0.115756804672636,0.258212271844929,0,0.0238220770846439,0,0,0,0,-0.11577417842635,0
