,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.272771250218895,0,0.323456678496587,0,0.16835858623159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04040693888296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282997340471387,0,0.0861768235385088,0,0.0959601250372142,0
X601939.CH.EQUITY,0.392755577481652,0,0,0.204130949075922,0,0,-0.133518735668037,0,0,0,0.00932276031556953,0,0.136186264709707,0,-0.0718056129891755,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00667700261589965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235230672066192,0,0,-0.0596876036258771,0
X601318.CH.EQUITY,0,0,0,0,0.22957680672354,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.167092315923731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251254044182743,0,0,0,0,0.185564214470555,0,0.00281261594985458,0,0,0.0295937023285807,0,0.119901762236313,0,0
X601288.CH.EQUITY,0.380301592453286,0.115404576045961,0,0,0.180838712190985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141887648353749,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.051123697445277,0,0,0,0.0689639242826249,0,0,3.46944695195361e-18,0.0737999018105982,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,3.46944695195361e-18,0,0.37552364922189,0,0,0,0,0,0.24966785042605,0,0,0,0,0,0.335622297866647,0.0848869245410473,0,0,0,0,0,0,0,0,0,0,0.0026003776901323,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.349956585932644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.447832682359168,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0466416113251325,0,0,0,0,0,0.0471920068231842,0,0,0.0905016602765744,0,0,0,0,0.0698595383282534,0,0,0,0,0,0,0,0,0,0,0.197048944193845,0,-0.0238549944929593,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0704494004198698,0,0,0.0632734113643534,0.126605233925059,0,0,0,0,0,0,0,0,0,0.0220070110274543,0,0,0,0.154950346743869,0,0,0,0,0,0,0,0,0.217841887226668,0,0,0,0,0,0,0.0858954199335606,0,0,0,0.129369518619883,0,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.0625638381679937,0,0,0,0,0,0,0,0,0,0,-0.0373920367154414,0,0,0,0,0,0,0,-0.450968854812238,0.903823443718823,0,0,1.38777878078145e-17,0,0.490915515449088,0,0,0,0,0,0,0,0,0,0.465875342842791,0,0,0,0,-0.221922394515315,0,0,0,0,0,0,0.0516810768876448,0
X601628.CH.EQUITY,0.0519232014392112,0,0.0598520597668578,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185645491877023,0,0,0,0.157901943093276,0.0485905102878174,0,0,0.0128323300653072,0,0.0893485496597709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060187189500456,0.0633744701026867,0,0,0,0,0.00533438493261318,0.0297198811840963,0,0.0887909481821203,-0.0147118794947169
X601658.CH.Equity,0,0,0,0.093320952172127,0.0693860123766555,0,0,0,0,0,0,0,0.138286623607997,0,0,0,0,0,0,0,0,0.0726442074186719,0,0,0,0,0.184754392931047,0.181025775154652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315823501319106,0,0,0,0
