,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.22120260179566,0,0.123187028113064,0,0,0,0,0.246221346533148,0.0648319681087334,0,0.136461456708904,0,0,0,0,0,0,0.128453951596289,0,0,-0.0575085342437385,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.0345081481026834,0,0,0,0,0,0,0,0,0,0.0344626142246476,0,0,0,0,0.00736934323217381,0
X601939.CH.EQUITY,0.487289649754345,0,0,0,0,0,-0.0721832665428064,0,0,0.0126008328162297,0.0657305326401544,0,0.364040339863572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264517393942372,0,-0.0169290945778568
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.232647405651886,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200102035304846,0,0,0,0,0,0,0.152796658336926,0,0,0.0792160764881962,0,0.173848699257707,0.183460216666824,0,0,0,0,0
X601288.CH.EQUITY,0.347237952284812,0.045892168651672,0,0,0.40155908759872,0,0,-0.0313924028331154,0,0,0.0626031806702569,0,0,0,0.114206937789095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210612842088504,0,0,0,0,0,0,0,0,0.0134018149487085,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0874931413669974,0,0.2902069248105,0,0,0,0,0,0,0.24945053095494,0,0,0.100299061366237,0,0,0,0,0.143576189252108,0,0,0,0,0,0,0.0676907895051871,0,-0.0085384229901839,0,0,0.0214900724518727,0,0,0,0,0,0,0,0,0,0,0.044737951168919,0,0,0,0,0,0.0530200562385889,0,0,-0.00319617434025735,0
X600036.CH.EQUITY,0,0,0.0399671938427217,0,0,0,0.0229149245348951,0,0,0,0,0.427319681222172,0,0,0,0,0,0,0,0,0,0.0211588536413617,0,0,0,0.11063312531281,0,0,0,0,0,0,0,0,0,0,0,0.0575357317381412,0,0,0,0.0487353599630078,0,0,0,0,0,0,0,0.251690334996655,0,0
X1299.HK.EQUITY,0,0,0,0,-8.67361737988404e-19,0.0915448729753241,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0106824533760983,0,0,0.0968595164425354,0,0,0,0,0.0430433567314288,0,0.175186082463074,0,0,0.106047675910002,0,0.214546791623806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148054009287449,0,0,0,0
X5.HK.EQUITY,0,-0.244717391829353,0,-0.158454956217011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0878896707052871,0,0,1.2603937214675,0,-0.828058704170061,0,0.16177663950445,-0.14398274136834,0.42340767633898,0,0,0,0,0,0,0,0,0,0.136194696621634,0,0.463454774543612,0,0,0,0,0,0,0,0,0,0,0.172573415304064,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.194353465405693,0,0,0,0,0,0,0,0,0.219509292223751,0,0.0879958516765725,0,0.146279809364646,0,0,0,0.0564349308114491,0,0,0,0,0,0,0.0277767521954199,0,0,0,0,0.0562393016961787,0,0,0,0,0,0,0,0,0,0.0612115260521278,0
X601658.CH.Equity,0,0,-0.170777507121244,0.292508187278768,0,0,0,0.0784921611823591,0,0,0,0,0,0,-0.262458140009045,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.703247855396966,-0.099486995622991,0,0,-0.0817084773926633,0,0,0,0,0.0480659542350023,0,-0.153908729836344,0,0,0,0,0,0.923668864888072,0,0,0,-0.0836019876504467,0,0.115595339974502
