,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,1.73472347597681e-18,0.13018447967345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08421305449925,0,0.449537227817216,0.3279055059881,0.0588386055256199,0,0,0.169889850809262,-0.250664937202282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043645984957803,0,0.0316731748523018,0,0,0,0,0,-0.018795688687385
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.112902660257683,0,0,0,0,0,0,0,0.190236971213462,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.107658483111517,0,0.0675059771360674,0,0,0.147461086506857,0.214319163468311,0,0,0,0,0,0,0,0,0,0,0,0.0752509800127508,0,0,0
X601939.CH.EQUITY,0,0,0,0.809294427122795,0,0,0,0,0,0,0,0,0,0,0,0,0.0953768684033713,0.0367451563854568,0.0757148791310003,0,0,0,0,0,0,0.00896026656110135,0,0,0,0,0.0112457064729988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0422450198769581,0,0.874341309606076,0,-0.0665022686287809,0,0,0,0,0,0,0,0,0,0.0142619389062985,0.0328866870995222,0,0.144921353388041,0,0,0,0,0,0,0,0.0349878557810996,0,0,0,0,0,0,0,0,0,0,0,0,-0.0589795034315747,0,-0.123318094955871,0,0,0,0,0,0,0,0,0,-0.0437543353397799,0
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.110449197110332,-0.10626281752563,0.416965256720922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568918855603979,0,0,0,0,0,0,0,0,0.256905728563319,0.0374854909268353,0,0,0,0.0202360347951662,-0.0330352759239861
X600036.CH.EQUITY,0,0,0.406186020183917,0,4.33680868994202e-19,0,0,0,0.0222028731741776,-0.00512057329330571,0,0,0,0,0,0,0.104812819985115,0,0,0.00628461503050131,0.0125451690531282,0,0,0,0,0.187877695608604,0,0.120960919616217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.149190767893511,0.103004529382992,0,0.0325462915050964,0,0,0,0,0,0,0,0,0,0,0,0,-0.0897154974959374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103250949042488,0,0,0.0118170283507411,0,0,0,-0.0197769536472474,1.05084606634003,0.00112467579106163,0,0
X1299.HK.EQUITY,0,0,0,0,0.0808136170631284,0,0,0,0,0.107987539598028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265625546072677,0.0386511881429712,0,0,0,0.104349060110436,0.431015490608551,0.128929678697154,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.301708680358308,0,-0.238425486040283,0,0,0,0,0,0.148331498146689,0
X5.HK.EQUITY,0,0,0,0,-0.0619586803818946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331460631376534,0.437368174047955,0,-0.0267006564645853,0,0,0,0,0,0,-0.0638847459140517,0,0,0,0,0,0,0,0.060544126691535,0.0354317389918644,-0.0868387943090445,0,0,0,-0.00471169260355556,0.143189338413689,0.0174785225549599
X388.HK.EQUITY,0,0,0,0,0.337452967680077,0,0,0,0,0,0,0,0,0,0,0.0289263067866347,-0.00994307374967329,0,-0.243801362437711,0,0,0,0,0,0.463379074015739,0,0,0,0,0,0,0,0,0,-0.0096766717367609,0,0,0,0,0,0,-0.072537649618044,0,-0.129424551049097,-0.0466336659439935,0.283043432337737,0.0276003811961039,0,0,0,-0.122613982700815,0
