,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.337977045097366,0.0631005850251578,0.0796277292190787,0.0284333180552449,0,0,0,0,0,0.230469648789763,0,0,0,0.0143645905703777,0,0,-2.16840434497101e-19,0,0,0,0,-0.0162850236141791,-0.0141375786993892,0,0.0280082829175806,0,0,0,0.0182560220689901,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04370575639787,0,0,0,0,0,0,0.154269933583887,0
X601939.CH.EQUITY,0.469522309528327,0,0,0.152822410565921,0,0,0,0,0,0,0.124872379150064,0,0,0,-0.0948265195857855,0,0,0,-0.0151932271974496,0,0,0,0,0,-0.000522797110941016,0.1786565663152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823716714366116,0,-0.00711549805843542,0
X601318.CH.EQUITY,0,0,0,0,0.198156499375944,0.0621907706688688,0,0,0,0,0,0,0,0,0.128575101110016,0,0,0,0.298399979833065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128483813635319,0,0,0,0.137835043980967,0,0,0.0024695014786768,0,0,0,0,0,0
X601288.CH.EQUITY,0.297059166651211,0.0953908913720958,0,0,0.176933472726128,0,0,0,0,0,0.00183347863415867,0,0,0.19064121905345,0,0,0,0,0,0,0,0.0462103439230171,0,0,0,0,0,0,0,0,0,0,0,0.123616963364981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.412336459335287,0,0,0,0,0,0.291995092123786,0,0,0,0,0,0.299390094301842,0,0.08108903273436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.383611167125699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158132829853202
X600036.CH.EQUITY,0,0.0700808360388558,0,0,0,0,0,0,0,0,0,0,0.183891394997324,0,0,0,0,0,0.283831319235142,0,0,0.0083310634827915,0,0,0,0,0,0,0,0,0,0.283083626426267,0,0,0,0,0,0.00522989359809094,0,0,0.0664308819968063,0.0509189597254124,0,0.0209742017222881,0,0,0,0.0947757984613922,0,0,0,0
X1299.HK.EQUITY,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0886131500631273,0,0,0.182195509932174,0,0,0.292118501785189,0,0,0,0,0,0,0.136809405439325,0,0,0,0,0.0906373082281115,0,0,0,0,0,0,0,0,0,0.150536458713782,0,0.0365261062105145,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.255933440845894,0,0,-0.222294616554644,0,0,0,0,0.269289882469945,-0.150280726947219,0,0.226036449711313,0,0.799355476071714,0,0,0.0930466751433813,0,0,0,0,0,0,0,-0.0295136175365718,0,0,0,0,0,-0.158507003413962,0,0,0.271652909233044,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.129752302537078,0,0,0,0,0.0702621843294231,0,0.324013510124841,0,0.068119914090098,0,0.021984786923127,0.0574780938812239,0,0,0,0,0.00586175011668518,0,0,0,-3.46944695195361e-18,0,0.0818465098350669,0,0,0,0,0,0.168578435695436,0,0,0,0,0,0,0,0,0,0.149983559105339,-0.0415687793808861
X601658.CH.Equity,0,0,0,0.155745196260221,0.17120406041386,0,0,0,0,0,0,0,0,0.152472765824149,0,0,0,0,-0.0861555898888628,0,0.063592929784389,0,0,0,0,0,0.00380363335920098,0,0.0841573293403189,0,0,0,0,0,0,0,0.0135527644742409,0.258254059913238,0,0,0,0,-0.0195985368855667,0,0,0,0,0,0.392781891572275,0,0,0
