,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.0978586779914048,0,0,0,0,0,-0.0303967789042111,0,0,0,0,0,0,0,0,0,0,-0.0774392732800549,0,0.461935105946552,0.439774641954431,0.0620782612925719,0,0.176361065304413,0,-0.223911071562331,0,-0.0477831803971999,0,0,-0.0738769060059388,0,0,0,0,0,0,0,0,0,0.0543533187354765,0,0,0,0,0,0,0,-0.0345322324610323
X601318.CH.EQUITY,0,0,0,0,0,0.199656885177607,0,0,0,-0.0655155309266439,0,0,0.104289286659686,0,0,0,0,0,0.0491429340649837,0,0,0,0,0,0,0,0,0,0,0.19569992222339,0,0,0.0218001450386428,0,0,0,0.25209308802538,0,0.045289210732277,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0
X601939.CH.EQUITY,0,0.0642903935882599,0,0.814587832589872,0,0,0,0,0,0,0,0,-0.0308709783932406,0.0140189081800082,0,0,0.0778916074758972,0.0430689318406724,0.0213921430362339,0,0,0,0,0,0,0.0177655157730413,0.0271169115617253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240515456062867,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.912749282363324,0,-0.082886739544811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139740462738603,0,0,0,0,0,0,0.0665454848753487,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.017140223220094,0,0.00385686570842489,-0.0732724191959392,0,0,0,0,0,0,0,0,-0.0531192037930357,0
X601628.CH.EQUITY,0,0,0,-0.0346576175911365,0,0,0,0,0,0.149065268241985,-0.106042161307884,0.3983882323301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.042522342683608,0,0,0.665130781361225,0,0,0,0,0,0,0,0,0.225004964511393,0.0337923169388046,0,0,0,0.0637763445564759,-0.0330122538923051
X600036.CH.EQUITY,0,0,0.408636345709189,0,0,0,0,0,0.0223462850893089,-0.00517109251957152,0,0,0,0,0,0,0.105591495316444,0,0,0.00634911702042417,0.0126624904609482,0,0,0,0,0.188886253871676,0.12002247300822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.148237421854757,0.0923492182771266,0,0.0430996151887654,0,0,0,-0.0128631573301874,0,0,0,0,0,0,0,0,-0.0745533039675698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107542521175795,0,0.00763814696802106,0,0,0,0,1.04722117769459,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.157271171702619,0,0,0,0,0.128046745963842,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.205874254757651,0,0.417838105989989,0,0,0.0890975765107764,0.385133732569133,0.164597673281171,0.0943036870433773,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.176598203623655,0,0,0,0,0,0.0893966070620595,0
X5.HK.EQUITY,0,0,0,0,-0.0262416326695489,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0588524800260773,0,0,0,0,0,0,0.277059475779582,0,0.462338685573479,-0.155860897789071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436861755681847,0,0,0,0,0.126034162466463,0.0710567370446848,0.00814573127655416
X388.HK.EQUITY,0,0,0,0,0.188533284338592,0,0,0,0.0679158363654973,0,0,0,0,0,0,0,0,-0.239971723130532,0,0,-8.67361737988404e-19,0,0,0,0.364596201479793,0,0,0,0.0846554740124147,0,0.0932578164578518,0.0450048940954805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248700730992349,0.0466850978341044,0,0,-0.199911709129701,-0.00353372487152992,0
