,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.197549496578968,0,0.021136932559592,0,0,0,0,0,0,0.344045920616071,0.166346401284988,0,0,0,-0.129257267678511,0,0,0,0,0,0,0,0,0,0,0,0.00941565823557682,0.0274578747899889,0,0,0,0.221499534003479,0,0,0,0,0,0.0466102133392904,0,0,0.0834502766812732,0,0,0,0.0237915656190531,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0929878048352413,0,0,0.271267782779253,0,0,0.321186259974579,0,0,0,0.106174689547831,0,0,-0.0326887930229078,0,-0.0631071679961763,0,0.0482388512273397,0,0,0,0,0,0,0,0,0,0,0.110173185191321,0,0,0,0,-0.276574730727242,0,0.138213812297011,0.00940577490848778,0.127032493972942,0,0,0,0,0.0328523980084982,0,0,0
X601939.CH.EQUITY,0.485920029074755,0,0,0,0,0.180744782829967,0,0,0,0,0,0,0,0.0693229049730785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368026783200264,-0.110982489083568,0,0,0.0439857963213863,0,0,-0.0473925901754789,0,0,0,0,0
X601288.CH.EQUITY,0.560126237827771,0.0901501071648169,0.219574465729967,0,0.135045830893225,0.0279864372202509,0,0,0,0,0,0,0,-0.060787958065299,0,-0.0391006393347315,0,0,0,0,0,0,-0.108069585592174,0,0,0,0.0455185268653062,0,0,0,0,0.0845317897253058,0,0,0,0.0513167324141385,0,0.0373989501484144,0.152897051910598,0,0,0,0,0,0,0,0,0,0,-0.0341009104151285,0
X5.HK.EQUITY,0.0572173440739394,-0.0320085209154491,0.08119258493082,0,0,0.109674403616525,0,0,0,0,0.147387122239858,0,0,0,0,0,0,0.518382975212361,0,0,0,0,0,0,0,0,-0.25088695277062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176323779938656,0,0,0,0,-0.019597004442734
X601988.CH.EQUITY,0.129621161843803,0,0.185358817964346,0.0813251851682984,0,0,0,0,0.0954767341036701,0.091260731805687,0.138591674087872,0,-0.281182743455186,0,0,0,0,0,-0.0306827642326954,0,0,0.224172899787599,0,0,0,0,0.168103130501127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.273182837055047,0,0,0,0,0,0,0,0,0,0.0873570354404138,0,0.174245624340209,0,0.103592773134579,0,0,0.0056441280019499,0,0,0,0,0.0816831798859355,0,0,0,0,0,0,0,0,0,0.161227303571681,0,0,0,0,0,0.0903944483867983,0.0010016230103314,0,0,0,0,0,0.0663973230741196,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0294996023033567,0.125581107947142,0,0,0,0,-0.00878875473875891,0,-0.0131875296459506,1.38777878078145e-17,-2.71050543121376e-20,0.139133127122724,0.234362450397892,0,0,0,0,0.17716507691156,0,0,0,0.222969309885359,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165980549800491,0,0
X601628.CH.EQUITY,0.114484592797168,0.37281788028023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086035848529122,0,0,0,0,0,0,0,0,0,-0.0366035209735916,0,0,0.0838692692234375,-0.244526485833177,0,0,0,0,0,0,0,0,0.237143365702559,0,0,-0.0915126880072787,0.111650435240892,0,0,0,0,0.147903606257833
X601166.CH.EQUITY,0.210920036746514,0,0,0,0,4.33680868994202e-19,0.210496967029426,0,0,0,0.062883207628709,0,0,0.0847543261937328,0,0.489053867238127,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0120998025002367,0,0,0,0,0,0,0,0,0,0.0969770027620128
