,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0231510517413798,0,0.18828217959491,0.0409735781042918,0.000955401841267082,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.165018549099978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503500481074807,0,0,0,0,0,0.0934030466903822,0,0,0,0,0.0321057955508867,0,0.132812979123924,-0.0347732388641232,0
X601318.CH.EQUITY,0,0,0.0127190702251099,0.289190563369585,0,0,0,0,0.147595814801188,0,0.0245674222134144,0,0.0126564209841486,0,0,0,0,0.038685254371949,0,0.187229234647165,0,0,0,0,0,0,0,0,0.0182375472049694,0,0.111195611265679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418468564341437,0,0,-0.119570994022261
X601939.CH.EQUITY,0,0,0,0,0.126093377529019,0,0,0,0,0,0.0955905285148623,0,0,0.101426889363233,0,0,0,0,0,0,0.00131698763237497,-0.03032994817875,0.535926747986875,0,0,0,0.167152652025862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.205726988689744,0,0,0,0,0.133273980249001,0.111461732655862,0,0,0,0,0.179403997092195,0.0888689104183751,0,0,0,0,0,0,0,0,0,0,0.261687051960896,-2.16840434497101e-19,0,0,1.73472347597681e-18,0.0737417531422076,0,0,0,0,0,0,0,0,0,0.0236961046376348,0,0,0,0,0,0,0,0,0,0,0,0.00106843426404117
X601288.CH.EQUITY,0,0.0934050542759555,0.282605783986345,0,0,0.104597660487941,0,0.254534368345531,0,0,0,0,0,-0.0690017331004582,0,0.0951441579474901,0,0,0,0,0,0,0,0,0,0.0453215476044083,0,0.0297934386271761,0,0,0,0,0,0,0,0,-0.0811367556755982,0,0,0,0,0,0,0,0,0,0.155693311061178,0,0.122090118456436,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.00910968861894969,0,0,0,-0.089663656401239,0,0,0,0,0,0,0,0.209710717881148,0,0,-0.122092121225464,0,0,0,0,0.0312950871147527,1.73472347597681e-18,0,0,2.77555756156289e-17,0.711761688454209,-0.0617487996258606,0,0,0,0,0,0,0.115079390112168,-0.0934486141197435,0,0,0.105270614540667,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,-0.0122524690404553,0,0,-0.0332130327843198,0,0,0,0.197237304885168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150411660479999,0,-0.0815565341563906,0,0,0,0.0828151270255271,0,0,0,0,0,0,0,0.125783540020667,0,0,0.132960981187865,0.281638271508458,0.0623720264760486,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0248127660800925,0.25586134300039,0.131464746040632,0,0,0,0,0,0,0,0,0,0,0,0,0.176147055046751,0,0,0,0,0.111544472697045,0,0.116981492274316,0.182698017559171,0,0,0,0,0.0994889880888846,0,0,0,0,0,0,0,0,0,0.00142584473428145,0,0,0,0,0,0,0,0,0,0,0.0522998229550257
X5.HK.EQUITY,0,0.0522937686433159,0,0,0,0.0461832901018869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123974102566657,0,0,0,0.105101661518391,0,0.12165409587017,0,0,0.00765444974943429,0,0,0,0,0,0,0,0.044723126056692,0,0.27373416766857,0,-0.0583852362652792,0,0,0.15857332380012,0,0,0,0,0.0959200087670178,0,0,0
X601166.CH.EQUITY,0,0,0.0447666374696125,0.0234895499316483,0,0.00837206674703491,0,0,0,0,0.0274575112571868,0,0.125524206184258,0.0835914999561162,0,0,0,0,0,0,0,0,0,0,0.165127269710316,0,0,0.400649136892269,0,0,0,0,0,0,0.0344749261882047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
