,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0550234530370373,0.20748469993391,0,0.0458085633235007,0,0.0329516695382028,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.200477240863234,0,0,0,0,-0.00297152441249596,0,0.0195921826072945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063577928709818,0.0301069062080583,0,0,0,0,0,0.10075398714883,-0.0377357272067851,0
X601318.CH.EQUITY,0,0,0.0945063144211842,0,0.0329397990711491,0,0,0,0.124474181455572,0,0,0,0.0600016266998731,0,0,0,0,0.0500134925286848,0,0.139619169704196,0,0,0,0,0,0,0,0,0,0,0.0739584891087672,0,0,0,0,0,0,0.185928711647608,0,0,0,0,0,0,0,0,0,0,0.00962325889899844,-1.0842021724855e-19,0,-0.0396489699785994
X601939.CH.EQUITY,0,0,0,0.154643163378125,0,0,0,0,0,0,0.111804877783768,0,0,0,0,0,0,0,0,0,0,-0.014065985580091,0,0,0.620360539219571,0,0.153592417601879,0.0251399525420213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.34519759547629,0,0.0487731629437436,0,0,0.0236202902996337,0.149384260640905,0,0,0,0.133858198309228,0,0,0,0,0,0.0285981562658259,0,0,0,0,0,0,0,0,0,0,0,0.128944799488056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205990951139806,0,0.143123065140186,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0664974655248111,0,0,0,0,0.00944132311775672,0.247271195138058,0,0,0,0,0.234034295986279,0,0.16492626653876,0,0,0,0,0,0,0,0,0.27030376908075,0.168464710204909,0,0,0.0222892209125112,0,0.0239381706462464,0,0,0,0,0,0,0,0,0.0340027417467836,0.0487232567030108,0,0,0,0,0,0,0,0,0,0,-0.0465444809067119,0
X601628.CH.EQUITY,0.0208412626278934,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0942842773269943,0,0,0,0.065135343159476,0,1.73472347597681e-18,0.141973814979799,0,-0.117888961549324,0,0,0,0,0,0.0303204197023365,0,0,0,0,0.708137884486046,-0.0995840587162485,0,0,0,0,0,0,0.0408380796415547,0,0.120535302992811,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.061436989718046,0.240529397400037,0.141260207604289,0,0,0,0,0,0,0,0.100749762812092,0,0,0,0,0.237829703019565,0,0,0,0,0,0.0964464326190219,0,0.125934165993536,0,-0.0215839113254382,0,-0.0178893431746391,0.196726000512674,0,0,0,0,0,0,0.0376781901791131,0,0,0.00401979290801227,0,0,0,0,0,0,0,0,0,0,0.0192931605229861
X1299.HK.EQUITY,0,0,-0.154865376370917,0,0.114025432693515,0,0,0,0,0,0,0.207606543284625,0,0,0,0,0,0,0,0,0.00912712157109993,0,0,0,0,0.130454298500112,0,0,0,0,0,0.11733195058091,0,0,0,0,0,0,0.117590468233558,0.0988663957025143,0,0,0.0730021192097151,0.163605995486249,0,0,0.0497523085227995,0,0,0,0,0
X5.HK.EQUITY,0,0.0609873475309758,0,0,0,0.02895440738589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161785234748912,0,0,0.0981501546017634,0,0,0.127222486136915,0,0.0110173129358726,0,0,0,0,0,0,0,0,0,0.0607548054133623,0,0.226678047987169,-0.0824296242556709,0,0.0443303991380056,0.173278044339215,0,0,0,-1.73472347597681e-18,0.0550435466592981,0,0,0
X601166.CH.EQUITY,0,0,0.0454473401552047,0,0.0666625025016131,0.015917560216089,0,0,0,0,0.0934368584871456,0,0.129264069079789,0,0,0,0,0,0,0,0,0,0,0.149774341304141,0,0,0,0,0.403157767842367,0,0,0,0,0,0.0116279224522625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649752060001662
