,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.0594188877924949,0,0.131873110992934,0.170361822447063,0,0.348049422001464,0,0,0,0.002357443250782,0,0.133313592588568,0,0,0,0,0,0,0,0,0,0.0110469321985883,0,0.00473825290730861,0,0,0.11222780655945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.13964337698636,0,0,0,0,0,0,0,0.314895214546125,0,0,0,0,0,0.0152248338005113,0.358824639204735,0,0,0,0.00995168094233586,0,0,0,0,8.67361737988404e-19,0.124808649317283,0.0239799312770207,0,0,0,-0.127729013071245,0,0,0.122128393953739,0,0,0.0661836988055844,0,0,0.011640015391222,-0.0457386403773683,0,0,0,0,0.004522347926684,0,0,0,0,0,0
X601939.CH.EQUITY,0.267985941980177,0,0,0,0,0,0,0,0,0,0,0,0,0.414930837263389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194538285479785,0,0.108783739147207,0,0,0.00679954012139474,0,0,0,0,0,0,0.0038788528837595,0,0,0
X601288.CH.EQUITY,0.343774872635431,0,0.0424471593314316,0,0,0.468747381763063,0,0,0,0,0,0,0,0,0.035726927662487,0,0,0,2.77555756156289e-17,-0.0109600940701155,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112858731774437,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.247470659533821,0,0,0,0,0.278659392568819,0,0,0,-2.77555756156289e-17,0,0,0,0,0.0135218787168459,0.634909888362325,6.93889390390723e-18,0,0,0.0981331027809531,0,0,0,0,0,0,0.135878382276646,0,0,0,0,0,-0.0631535861267664,-0.247868029073261,0,0,0,0,0,0,0,0,0,0,-0.032404611192701
X601988.CH.EQUITY,0.134472793554361,0.0556956304080998,0,0,0,0,0,0,0.113654653192556,0,0.0705151625049918,0,0,0.115544674341535,0,0,0,0,0.0683943314117182,0,0.158387316889642,0,0,0.115048659164688,0,0,0,0,0,0.0231148192680222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111002571117604,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.197053032225869,0,0,0.229187169618895,1.38777878078145e-17,0,0,0,0.17708507180078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149006549287833,0,0.00530075179158916,0.152876065621842,0,0,0.0961322658963247,0,0,0,0,-3.46944695195361e-18,0,0,0.0374014412283254,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.146692464784551,0,0,0,0,0,0,0,0.358926268295776,0.0238501071635476,0,0,-1.73472347597681e-18,0,0.18020233862968,0.266881466401007,0,0,0,0,0,0,0.268729029076416,0,0,0,0,0,0,0,0.00965893289863131,0,0,0,0,0,0,0,0,0,0,0,0.0744851939267545,0,0,0
X601628.CH.EQUITY,0.306115250744378,0,0,0,0,0,0,0,0,0,0,0,0,5.55111512312578e-17,0,0,0,0,0,0,-0.0171384961375717,0,0,0,0,0.0823781517715766,0,0,0,0.0730168954014885,0,0.267095191930024,0,0,0,0,0.177793416373598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200960083954727,0,-0.0309436967272154,0,0.261069572154483,0,0,-3.46944695195361e-18,0,-0.706291683377042,0,0.666067632098682,0.24372211972568,0,0,0,0,0.307826933813508,-0.518961376662764,0,0,-0.419111686767017
