,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.528363684413679,0,0.0929448134168278,0.0261868891402274,0.0809686399061247,0.0664860494518467,0,0,0,0,0,0,0,0.0360993708669266,0,0,0.0221089046782865,0.0640812049217162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00760993667506961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.405153634401221,0,0,0.079447044719805,0.00251656724661021,0.100418159895049,0,0,0,0.0886529801268859,0.0845890189718059,0,0,0,0,0,0,0,0,0,0,0,0.0220624548921061,0,0,0.0451536113618082,0,0,0,0,-8.67361737988404e-19,0,0,0,0.00538065499416539,0,0,0.0409519101197865,0,0.0317918473649974,0.0663597529471262,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.152632677581394,0,0,0.00355614085755265,0,0,0,0,0,0,0,0.134604266556436,0,0,0,0,0,0,0,0,0.0248047721662078,0,0,0,0,0,0.253992543508383,0,0,0,0,0,0,0.256824506184884,0,0,0,0.0864982307462765,0,0.0602046574036521,0,0,0,0,0
X601288.CH.EQUITY,0.118609220982894,0.171075754284846,0,0,0,0.0835423822728117,0,-0.00742357055699567,0,0.120640365558445,0,0,0,0,0,0,0,0.260120983200108,0.145389185515899,0,0,0,0,0,0,0,0,0,0.0623998420402117,0,0.00488079124229786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0873804470078765
X5.HK.EQUITY,0,0,0,0,0,0.371666893648977,0,0,0,0,0,0,0,0.153569046674376,0,0,0.214187664030359,0,-0.444745069252988,0,0,0,0.182882495800262,0,0,0,0,0,0,0.384463247973399,0,0,0.115293994590708,0,0,0,-0.127043584426729,0,0,0,0,0,0,0,0,-0.0210980647724017,0,0,0,0.145111641462373,0
X601988.CH.EQUITY,0,0,0,0.0111239947082837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352452068802648,0,0.00328736217870996,0,0,0,0,0,0,0,0.0367416652544238,0,0,0,0,0,0,0,0,0,0.404047204859775,0,0,0,0,0.0700700102213473,0,0,0,0
X600036.CH.EQUITY,0,0,0.231315959703953,0,0,0,0,0,0.0829054326863607,0,0.019933710038194,0,0.230084489531756,-0.0513325228465692,0,0,-0.0501149008486724,0,0.0472741167403986,0,0,0,0,0,0.389683951392336,0,0,0,0,0.142058810116642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042528132121765,0,0,0,-0.0495739407831773,0,-0.00287741390346066
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101232166135333,0,-0.0650772838600032,0,0,0,0.238726316664761,0,0,0.0859479028686118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324121784967912,0,0,0,0
X601628.CH.EQUITY,0,0,0.0388950143592357,0,0.0682575128764769,0,0,0,0,0,0,0.0169356738487597,0.198137982507739,0,0,0,0.0251086818367776,0,0,-0.110423540510982,0,0,0,0,0,0,0.154734494824815,0,0,0,0,0.23634674890888,0,0,0,0,0,0,-0.0281847528739166,0,0.0927266109480585,0.17298231406848,0,-6.93889390390723e-18,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.101862500445072,0,0,0,0.0500395574300254,0.00820473667177089,0,0,0,0,0.0771962255263409,0,0,0,0,0,0,0.0236939888036108,0.208363986617906,-8.67361737988404e-19,0,0,0.00466512859847796,0,0,0,0,0,0.0884852552384442,0,0,0,0,0,0,0,0,0.16959380862575,0.258461589779982,0,0,0,0,0,0,0,0,0,0
