,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.438451475570272,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.0081271410010559,0,0,0,0,0,0,0,0,0,0,0,0,-0.023043695599765,0,1.73472347597681e-18,0,0,0,0.0259959235884264,0,0,0,0.201705316232985,0,0,0,0,0,0,0,0,0,0.0519673594716517,0.250993809195549,0.0428140030212641,-0.0292491492318139,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0549758174700743,0.04168918701555,0.111134225023486,0.00833319294694813,0,0,0,0.022515060428643,0,0,0,0,0.220662257673748,0,0.240799501230324,0,0,0,0,0,0,0.0815978980686833,0,0,0,0,0,0.10701659423727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132383455241497
X601939.CH.EQUITY,0,0,0,0,0.333657057577987,0,0,0.0396459814157374,0,0,-0.0684328202243475,0,0,0,0.0185555335093553,0,0,0,0,0.0756403140736888,0,0,0,-0.141130892127609,0.46414413557049,0,0.157410920108475,0.0311090032899676,0,0,0,0,0,0,0,-0.126807232426711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.187130445948299,0,0,0,0.0726157591579166,0,0.0940981364191835,0,0,0,0,0,0.217394231670456,-8.67361737988404e-19,0,0,0,0,0,0,0.0320431756526421,0,0,0,0,0,0,0.33314371655569,0.110436995961912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.252718797904566,0,0.101811780170667,0,0,0,-0.054707112428627,0.17256836561324,0.106679439651294,0,0,-0.0622272191318098,0,0,-0.0234411329670786,0.207349835561943,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281952514503032,0,0,0,0,0,0,0,0,0.226960966337286,0,0,0,0,0.0670713805114213,0
X601628.CH.EQUITY,0.094109151458877,0,0,0,0,0,0,0,0,0,0.0239067980872326,0,0,0,0,0,0.184839866564726,0,0,0,0,0,0,-0.0567366886013293,0,0.146090850176541,0,0,-0.0864204737371317,0,0,0.00638586467245211,0.0935402293439485,0,0,0,0,0.645482497978202,0,-0.054108893031139,0,0.13086793075185,0,0,0,0,0,0,0,0,0,-0.0462544884123183
X1299.HK.EQUITY,0,0,-0.144809700148527,0,0,0.0183784802626401,0,0,0,0,0.173165395459919,0,0,-0.0492808029585751,-0.0214752471401312,0,0,0.031998748224363,0,0,0,0,0.0455316841434985,0.0806734062401388,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0.192843284497419,0.1659334803555,0,0,0.116002125615943,0.186987579864647,0,0,0,0.0925184861226768,0,0,0.0677352170395793,0
X601988.CH.EQUITY,0.0719473326318209,0.106515852398997,0.0579484968133762,0.32206260002438,0.0934214413784508,0,0,0,0,0,0,0,0,0,0,0.157835850628056,0,0,0,0,0,-0.0190801002136902,0,0,0,0,0,0.0706205710097778,0,0.0704817085596996,0,0,-0.129771207714176,0.230591946666297,0,0,0,0,-0.080949775288935,0,0,0,0,0,0,0,0,0,0,0,-0.0499869181721094,6.93889390390723e-18
X5.HK.EQUITY,0,0.112698963049916,0,0,0,0,0,0,0,0,0,0,0,0,0.00436356872102349,0,0,0,0,0.111252461809491,0,0,0.152674756050034,0.0379216822219808,0,0,0.0281723383599901,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.283175198080902,0,-0.0501674305365281,0.261550923392048,0.184807695126334,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0.0306143166453694,0,0,0,0,0.13440486574496,0,0,0,0,0,0.132087711179756,0.12940010416254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128482717818244,0,0,0,0,-0.00382772784767577,0,0,0,0,0,-0.0144919138373827,-0.0533725365081053,0,0.154852520015282,0,0,0,0
X388.HK.EQUITY,0,0,-0.0778483501534082,-0.0493080391937066,0,0,0.173711231882994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356223794631617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24179713184983,0.048135546507141,0,0,0.212306951172539,0,0,0,0,0,0.096044906911537,0
X601166.CH.EQUITY,0,0,0,0.0464760877206437,0,0.0375080938560815,0,0,0,0,0,0,0,0.168894522501339,0,0,0,0,0,0.00828971980769276,0,0.029328649816995,0,0,0,0,0,0,0.0909756737960567,0,0.339084591186621,0,0,0,0,0,0,0.131893825759143,0,0,0,0,0,0,0,0,0.109106855820166,0,0,-0.012802431468641,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.614042154357101,0,0,0.235472857547427,0,-0.186948045288233,0,0,0.0989262065959872,0,-0.0494787147805916,0,0,0,0,0,0,0,0.0521506163136908,0.0404338803955981,0,0,-0.0331298119415045,0.046106342045852,0.0230525583642541,0,0.0570499905391562,0,0.0426107187847751,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0.661532557413043,0,0.0833631886931693,0,0,0,0,0.103474902576426,0,0,0,-0.0010654474779631,0,0,0,0,0,0,0,0,0.0416987479324656,0,0,0.0186165573227546,-0.263116803424708,0.11949638403755,-0.100552972530598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0486088069620852,0.127936447067701,0,0,0
X000002.CH.EQUITY,0,-0.0042779014681983,0,0.0848888927918267,8.67361737988404e-19,-0.258027676966731,0,0,0.166499282734818,0,0,0,0,0,0,-0.0481568770460417,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.273690165125664,-0.0645983269862639,-0.265180667649175,0.0388686976329963,0,0,0,0,0,0,0,0,0,0,0.139934074353071,-0.00653740547409882,0,0,0,0,0,0,0,0.0380682104934925,0
X601328.CH.EQUITY,0,0.0666400622695399,0,0,0.0973021539584024,0,0,0.112230796611951,0,0.0457725777235133,0,0,0,0,0,0,0,0,0.242751774273811,0,0,0,0,0,0,0,0.123168179100468,0,0,0,0,0.157520011880627,0,0,0,0,0.121564837143019,0,0,0,0,0,0,0,0,0.0176546134289787,0,0,0.0607897039006209,0,0.0319249638336059,0
X601601.CH.EQUITY,0,0.172895760076871,0,0,0.116272233595937,0.307185794821491,0,0,0,0.0419503565656724,-0.0952338687460264,0.0366912010271819,0,0.156689689149337,0,0,0,0,0.220953509752785,0,0.0253132839085614,0,0,0,0,0,0,0,0.0617539551869764,0,0.0609502002578517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0.0142655682476371,0,0,0,0,0,0.616952002451046,0,0.078387601715831,-0.0495509511894065,0,0,0,0,-0.0481920992853388,0.0568929277477751,0,0,0,0,0,0,0,0,0,0,0.0214029713878271,0,0,0,0,0,0,0,0.141267645178851,0,0,0,0,0,0.00228166683978149,0,0,0,0,0
