,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.109117138583899,0,0,0,0,0,-0.0380143164291802,0,0,0,0,0,0,0,0,0,0,0,0,0.551099438597482,0.0427620034458747,0.646224366003855,-0.172915173507863,0,-0.302635322433468,0,0.194332541323438,0,-0.159021879380784,0,0,-0.0606004061587832,0,0,0,0,0,0,0,0,0.0552594955413907,0,0,0,0,0,0,0.0409425302938428,-0.0916954266144351
X601318.CH.EQUITY,0,0,0,0,0,0.270201848574182,0,0,0,-0.0847808987118747,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193725814520979,0,0.00979953991197512,0.0390629363588117,0,0,0,0.227438750949757,0,0.158723418861193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.833403930876278,0,0,0,0,0,0.0132682075001075,0.000571985188692605,0,-0.0492537209187818,0,0,0.045728466654223,0,0.14073037693043,-1.73472347597681e-18,0,0,0.00892743977133883,0,0,0,5.42101086242752e-20,0,0,0.0239549621216323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671655042754908,0,0.00895191848923811,0,0,0
X601288.CH.EQUITY,0,0,0.922350951142152,0,-0.069011306383045,0,0,0,0,0.0050134117898016,0,0,0,0,0,0,0.0449205185097128,0,0,0,0,0,0,-0.0722091309413193,0,0.0906505990244934,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00366382667760229,-0.075395017099899,0,0,0,0,0,-0.0188660643337563,0,0,0.0929608365547889,-0.027346381506448,-0.0491107560199467
X601628.CH.EQUITY,0.0132546951300872,0,0,-3.46944695195361e-18,0,0,0,0,0,0.256545787053737,0,0.223052046748896,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127890118105192,0,0,0,0,0,0,0,0.0164662441717158,0,0,0,0.521912578130869,0,0,0,0,0,0,0,0.117398566928328,0.270058482001962,0,0,0,0,-0.026528863514263
X600036.CH.EQUITY,0,0,0.080407708207897,0.250552062470564,0,0,0,0,0.0629530850822821,-0.00588304756072345,0,0,0,0,0,0.151443565097952,0,0.119185203424703,0,0.00871924067461456,0,0,0,0,0,0,0,0,0.153823053808368,0.137866210966417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601636295568664,0,-0.0238343837417457,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.00285023214164444,-0.136557768890447,0.0796548993019899,0,0.0512783880093062,0,0,0,-0.0218276517970942,0,-8.67361737988404e-19,0,0,-0.00094152948696237,0,0,0,-0.0439127919781006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108655321642382,0,0,0,0,0,0,0,1.05182907636719,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.103117723905595,0,0,0,0,0,0,0,0.0599185287819861,0,0,0,0,0,0,0,0,0,0,0.170548134190302,-0.0943227476819861,0,0.025710135319038,0,0,0,0.303907089286184,0.232866493925829,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0.203550659988989,0,0,-0.0778711156692921,0,0.0629296900449943,0,0,0,0.0578037804979741,-0.0602403065602497
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136930907236129,0,0,0,0,0.0325073429658925,0,0.192653813512159,0.523068449002555,-0.0303233331177845,0,0,0,0,0,0,0,0,0,-0.116556577573116,0.117118468607684,0,0,0,0,0.00921487145370693,0.0525484753425283,0,-0.166523963477859,0,0,0,0.141824030783191,0.0167312391928781
X388.HK.EQUITY,0,0,0,0,0.263504947561103,0,0,0,0,0,0,0,0,0,0,0,0.0338690404437557,-0.240963507641396,0,0,0,0,0,0.410298789322338,0,0,0,0.170710989235349,0,0,0,0,0,0,-0.000175750948864101,0,0,0,0,0,0,0,0,-0.274331788358497,0,0.192769627198611,0,0,0,0,0,0
X601658.CH.Equity,0,-3.46944695195361e-18,0.000194394006049194,0.354879512409793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215272105572394,0,-0.0706703344736408,0,0,-0.171272868468327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00922475586667293,0,0,0.489709467958031,0,-0.0635328862389537,0,0,0,0,0,0.0258306168189013,0,0
X600030.CH.EQUITY,0,0,0,0,0.0400682003129827,0,0,-0.0664845061233877,0,0.0954125998023634,0,0,0.235726083371448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240769395808266,0,0.232153968847932,0,0,0,0.285452017587483,0,-0.0243056361985939,0.0868137490191309,0.0899781967133003,0,0,0.0708669455881566,0,0,3.46944695195361e-18,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.024266409841279,0.034752150808769,0,0,0.694632502387257,0,0,0,0,0.04951262831699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393430133449687,0,0,0,0.107525796785389,0,0,0.0181273099502552,0,0,0,-0.0323677478441046,0
X601166.CH.EQUITY,0,0,0,0.00671009290225346,0,0.129611468728193,0.364769482314624,0,0,0,0.0564848096298775,0,0,0,0,0.0512548786789912,0,0,0,0,0,0.074728249744881,0,0,0,0,0,0,0,0,0,0,0,0,0.0184000392024728,0,0,0,0.0205423793499033,0,0,0,0,0,0,0,-0.0204816001985723,0,0.248358568113605,0.0491833383212701,0,0
X601328.CH.EQUITY,0,0,0,0.0463477870899641,0,0.11218220801647,0.0205453106730295,0,0,0,0,0,0,0,0,0.0289740857838653,0,0,0,0,0,0.373218373867693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250129932082325,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.375845234225366,0,0,0.118771787330916,0,0,0,-0.0153745654627318,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0825947034798103,0.0257222826744014,0,0,0,-0.0966870248066616,0,0,0,0,0,0.274286573949852,0,0,0,0,0,0.680635525522344,0,0,0.0964723165056042,0,0.112800990635334,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.270440569473832,0,-0.072706057139369,0,0,0,0.0791311508676624,0,0,0,0.146226656861504,0.0546179915017109,0,0,0,0,0,0,0.110230204513548,0,0,0,0,0,-0.155305065074305,0,0,0,0,0.00810794851955114,0,0,-0.0325015104920555,0.149221920533727,0,0,0,0,0,0,0,0,0,0,0,0,0.00759126083974207,0,0,0
X000001.CH.EQUITY,0,0,1.38777878078145e-17,0,0.000533041830821565,0.347730388206785,0,0,0,0,0,0,0,0,0,0.0470301512684411,0,0,0.0541018695341624,0,0,0.0386284608926045,0,0,0,0,0.0637125534972843,0,0,0,0,0.0439500219734829,0,0,0.0274931916912871,0,0,0,0,0.312600667822614,0,0,0,0.0868293399583485,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.165723216088592,0,0,0,-0.0691081767805184,0,0,0,0,0,0,0,0,0.178729273379415,0.0234920339459876,0,0.172545532246317,0,0,0,0,0.00128942068069972,0,0,0,0,-0.0158215439679797,0,0,0,0,0,0,0,0,0,0,0,0,0.140185093984252,0,0,0,0,0.242222350288998,0,0,-0.0564298976248123,0
X601601.CH.EQUITY,0,0.0586767722983136,0,0,0.355950789139606,0.0857160366282202,0,0,0,0,0,0,0,0,0,0,0,0,0.221811797429725,0,0,0,0.044001801547567,0,0,0,0,0.016057650532744,0,0.0624921809858372,0,0,0,0,0,0,0,0.00761950755202812,0,0,0,0,0,0.392647861296983,0,0,-0.196671518069395,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.28172055475684,0.038366373383669,-0.0464711916136706,0,0,0,0,0,0.0339287170106082,0,0,0,0,0,0,0.0525434672735415,0,0,0,0.0128453479327442,0,0,0,0,0.0522981920750324,0,0,0,0,0,0,0.0963973445048871,0,0,0.468931282490471,0,-0.0345665340194702,0,0,-0.0412995686569323,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0293409822422789,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.106086617946192,0.108765277399202,0,0,0,0,0,0,0,0,0,0,0.129882156461798,0,0,0,0.208633694284293,0,0.0172263821840072,0.0200746709098551,0,0.0907694241715902,0,0,0,0,-0.0614606513318812,0,0,0,-0.0821686584939928,0.0503770207546428,0,0,0.185190218518452,0,0,0,0
X688.HK.EQUITY,0.316368747504117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606779561956731,0.36485905003141,0,0,0.323697746927694,0,0,0.012711256630697,0,0.0751877516157181,0,0,0,0,0,0,0,0,-0.139130945723857,0,0,0,0,0,0,0,0,-0.0183673635879664,0,0,0,-0.0740155300563477,0.0342650564436186
X1109.HK.EQUITY,0,0,0,0,0,0.329924304930237,0,0.0386916129855034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229460355151268,0,0,0,0,-0.143251490602984,0,0,0.217906377152715,0,0,0,-0.00415276125760524,0,0,0,0.121061098820336,0,0,0.173908353579934,0,-0.0106577670927925,0,0.075381346296068,0,0,0.0616175946086042,0,0,0
X601998.CH.EQUITY,0.244154712243305,0,0,0,0,0,0,0,0,-0.0246398628741052,0,0,0,0,0,0.0102789993610011,0,0,0.100446893851897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157924154410212,0,0,0,0,0,0,0.172192143979614,0.525199387555371,0,-0.0753504538597325,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.0211941984967603,0,0,0,0,0,0,0,0,0,0,0,0.0835401567008789,0,0,0,0,0,0.378118355094922,0,0,0,0.124077471395384,0,0,0,0,0,0,0,0.090541174005942,0,-0.150020153765655,0,0,0,0.0450604705572965,0.410557692064911,0,0,0,0,0,0
