,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.0962784094824968,0,0.354674213484486,0,0,0.113144319659747,0,0.26560793795403,0,0,0.0680332794594524,3.46944695195361e-18,0,0,0,0,0,0,0.0760752269336736,0,-0.0305110472239337,0,0,0,0,0,0,0,0,0,0,0,0.0830415950992967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.370174483107351,0,0,0,0,0,0.000634108844269486,0,0,0,-1.38777878078145e-17,0,0.482950011712822,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375189314083999,0,0,0,0,0,0,0,0,0.0724795515599435,0,0,0.0372793070645566,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0
X601318.CH.EQUITY,0.0815668888428841,0,0,-6.93889390390723e-18,0,0,0.0594277158204118,0,0,0,0,0.288403177085939,0,0,0,0,0,0,0,0,0,0,0,0,0.0493126539859546,0.0122198348401177,0,0,0,0,0,0,0,0,0.0593706445364071,0,0,0.0625023814641815,0,0.177108456733514,0,0,0,0,0.128993044069229,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.429758237242764,0,0,0,0.341539312059866,0,0,0,0,0,0.104776150599032,0,0,0,0,0.00974004436046064,0,0,0,0.0538468073158968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126402493100497,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.27139220579131,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.133557903225516,0.137354264010279,0,0,0,0,0,0,0,0,0,0.000193119494683009,0.0662051163485192,0,0.0157343093453631,0,0.0458026474639863,0,0,0,0,0,0,0,0,0.165890700721789,0,0,0.14824777077809,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.335808926792449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225303424893476,0.111060669727176,-0.0151687276584375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367922502746611,0,0,0,0,0,0,0,0,0.12526266225166,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.136578610122798,0,0.0428454390263381,0,0.430736982774007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113690403641117,0,0.0207382344174615,0.018884130321828,0,0,0,0,0,0.0463076123486569,0.0853030181011715,0,0,0,0,0,0,0,0,0,0,0,0,0.255512756304052,0,0.0528371114488498
X1299.HK.EQUITY,0,0,0,0,0,0,0.0512063962707781,0,0,0,0,0,0,0,0,0.0815475739274214,0.0609295969015332,0,0,0,0,0.211713311736505,0.0807148019968306,0,0.154363016652181,-3.46944695195361e-18,0,0.00224667812865368,0,0,0.0878851579825747,0,0,0,0.105500418088383,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.257765676359541,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0712716040273315,0.104056369285761,0,0,0,0,0,0,0,0.285966271631001,0,0,0,0,0,0,0,0,0,0.0408900254115029,0,0,0,0,0,0,0,0,0.202376171939454,0,0,0,0,0,0,0.055832253922941,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176417318946111,0,0,0,0,0,0,0.157722016257087,0,0,0,0,0,0,0,0.442465035559501,0,0,0,0,0,0,0,0,0,0.221469434995939,-0.45954670295098,0,0,0,0,0.549684707202456,0,0,0,0,-0.15515465424414
