,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X000001.CH.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.207620035236798,0,0.0339721794544195,0,0,0.389556998739089,0,0,0,0,0,0,0.0101259591819238,0,0,0,0,0,0,0,0,0,0,0.251636673827724,0,0.0409093660227549,0,0.00256584058730215,0,0,0,0.0869932501980958,0,0,0,0.0533042439632856,0,0,0,0,0,0,0,0,0,0,-0.09038657990875,0,0,0
X601318.CH.EQUITY,0,0,0.158289902041501,0,0,0,0,0,0.161850111190194,0,0,0,0,0.199783529538291,0.0849912516435567,0,0,0,0,0.12366776911291,0,0.0828844840737083,0,0,0,0,0,0,0.174406953473313,0,0,0.0213121712052398,0,0,0,0,0,0,0,0.0720957436795073,0,0,0,0,0.0252686673854158,0,-0.127861756662916,0,0,0,0.0755641160554676,-0.094717539090708
X601939.CH.EQUITY,0.282483215110027,0.230813507738237,0,0,0,0,0,0.49244242116961,0.0808152139196648,0,0,0,0,0,0,0,0,0,0.0295696624506597,0,0,0,0,0,0,0,0,0,0,-0.0213107756052125,0,0,0,0.0598401446516393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181453972197957,0
X600036.CH.EQUITY,0,0,0,0,0,0.15772627830952,0,0,0.0740559349584314,-0.11905352518585,0.0316425141214995,0.13837677083397,-0.0994413356254339,0,0,0.185778125717234,0,0,0,0.15612850499142,0,0,0,0,0,0,0.378926773050058,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0134897570962468,0,0,0,-0.0539685627486126,0,0,0,0,0,0,0,0,0,-0.0279735957555363,-0.0280704398108015
X601288.CH.EQUITY,0,0,0.13052827567625,0,0,0,0,0.537550781678546,0,-0.0503278217833374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128405798324797,0,0,0,0,0.119979946327139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067316033958577,0.0358768173870712,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0974527586982512,0,0.217596222449694,0,-0.0255706618551452,-0.0290403769234016,0,0,0,0,0,0,0,0,0,0,0.184794650240525,0,0,0,0,-0.00121155089468822,0,0,0,0,0.143802752257799,0,0,0,0.0628323442069899,0,0.165977822222698,0,-6.93889390390723e-18,0,0.181086301708633,0,0,0,0,0.211751441388459,0,-0.0880735385006811,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.072929623037639,0.155195550345033,-8.67361737988404e-19,0,0,-0.0102815247294991,0,-0.138301875022063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436243763131127,0,0,0,0,0,0,0,0,0,0,0.00336232872023732,0,0,0.00362057605543498,0
X601988.CH.EQUITY,0,0,-3.46944695195361e-18,0,0.46869006803611,0,0,0,0,0,0,0,0,0,0,0,0,0.131007116080233,0.380011533798052,0.0322831499073839,0,0,0,0,0,0,0,0.0715475526186257,0,0,0,0,0,-0.00535565252288116,0,0,0,0,0,0,0,0,0,0,0.033760974843459,0,-0.0631217615270632,0,0,0,-0.0496382796284265,0
X5.HK.EQUITY,0,0.0425228081249714,0.0630740586650045,0,0,0,0,0,0,-0.0272318232958988,0.141481314907217,0,0,0,0,0,0,0,0,0,0,0,0,0.142022807180378,0.0322007437754845,0,0,0,0,0,0,0,0,0.166118463608567,0,0,0,0.0158530358463382,0,0,0.33475536016059,0,0,0.131182840673359,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.15483237724809,0,0.434621431336863,0,0,0,0,0,0,-0.0114162856488097,0,0,0,0,0,0,0,-0.1422866863327,0,0,0,0,0,0,0,0,0,0,0,0,-0.24385891903133,0,0,0,0,0.0965116758579348,0,0,0,0.0304160788714097,0,0.259540436080942,0,0,0,0,0,0.186560884554752,0.0205051675622345
X601166.CH.EQUITY,0,0,0,0.0373910434284831,0,0,0,0,0,-0.122194894649608,0,0.473165702666672,0,0,0,0,-0.0569006189162505,0,0,0,-0.0943071269705923,0,0,-0.0658852020102091,0,0,0,-0.013945269185697,0.235734076020988,0,0,0.114961597255584,0,0.0741736694935059,0,0,0.0365382078448788,0,0,0,0,0,0,0,0,0,0,0.0408151148492297,0,0,0,0
X000001.CH.EQUITY,0,0,0,0.252178381271825,0,0,0,0,0,0,0.386386230792271,0,0.052728488434081,0,0.201676424328568,0,0,0,0,0,0,0,0.148750241993947,0,0,0,0,0,0,-0.00784490702660133,-0.0591746716548882,0,0,-0.228946522476242,0,0,0,-0.0949101896203855,-0.0160195589863215,0,0,0,0,0,0,0,0,0,0,0,0,-0.063399066746726
X601658.CH.Equity,0,0,0,-0.20608047379809,0.0101167165386718,-0.0893730822405628,0.109193055523138,0.438272880047578,0,0,0.414151239082209,0,0,0,0,0,0.209152831503288,0,0.240378002746937,0,0,0,0,0,0,0,0,-0.385906116258286,0.00620013628871492,0,0,0,0,0,0,0,-0.118011403685812,0.204598906790827,0,0,0,0,0,0,0,0,0,0,0,0,0.0384778851035267,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.00614832267773318,0,0,0,0,0,0,0,0.170971027099297,0,0,0,0,0,0,0,0,0,0.0670513918118154,0,0,0,0,0.215271328152032,0,0,0,0.0602030410085384,0,0,0,0,0,0.282630764925914,0,0.0246447721325653,0.0943077865906598,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.617892040835226,0,0,0,0,0,0,0,0.0263318281298718,0,0.142272319869447,0,0,0,-0.0465861406701519,0,0,0,0,0,0,0.0125727314252612,0,0,0,0,0,0,0.0765961556371921,-0.0173870766104717,-0.0318825518353028,0,0,-0.0113211079825351,0,0,0,-0.034585253263824,0,0,0,0,0,0,0,0.195586428043925,0,0.0898471318916911,0,0,-0.0694546793844095
X000002.CH.EQUITY,0,0,0,0.296216696982524,0,0,-0.104272297104792,0,0,0,0,0,0.0658048765784644,0,0,0,0,0,-0.0814144092190551,0,0,0,0,0,-0.0243097426813616,0.130563509181392,-0.080906209404687,-0.218047566777445,0,0,0.086871015572183,0.569546639422107,0,0.14219935864227,0,0,0,0,0,0,0,-0.0673974318035291,0.229319665549738,0,0,0,0,0.0433929023666172,0,0,0,0
