,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.20936442433274,0,0.413219902956913,0,0,0,-0.0116096759053977,0.15879080572476,0,-3.46944695195361e-18,0.0734452707882191,0,0,0,0,0,0,0,0,0,0,-0.0799530016527842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616504113624842,0.00614632566643539,0,0.121212678442843,0
X601939.CH.EQUITY,0.35407372968622,0,0,0.286130343047479,0,0,-0.0952280771313408,0,0,0,0.00278276274285294,0,0.140316002852798,-0.064820161832068,0,0,0,0,0,0,0,0,0,0,0,0.0316913975669148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20185796813811,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0167519824420949,0,0,0,0,0,0,0,0.0129363331689485,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386399595933052,0,0,0,0,0,0,0,0.10041342991591,0,0,0,0,0.248020962683729,0,0,0,0
X601288.CH.EQUITY,0.449993208508826,0,0,0,0.20933252923726,0,0,0,0,0,0,0,0.0160068230797375,0,0,0,0,0,0,0,-6.93889390390723e-18,0.170193990591463,0,0,0,0,0,0,0.0199299171597692,0,0,0,0.0264190428379659,0,0,0,0,0,0,0,0,0,0.0643285036570373,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.105359419264322,0,0.356201842429451,0,0,0,0,0,0.283058876089814,0,0,0,0,0,0,0.254446925340089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101072005842716,0,0,0,0,0,0,0,0,0,0,-0.108231753573699
X600036.CH.EQUITY,0,0,0.0404005679184535,0,0,0,-8.67361737988404e-19,0,0,0,0,0.38203403837677,0,0,0.00562181537761222,0,0,0,0,0,0,0,0.0518341576556834,0.124085897490815,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0825536646844928,0,0,0,0,0,0,0.0544309857725077,-1.73472347597681e-18,0,0,0,0,0,0,0.27338898669259,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.088246463811618,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.142081241175247,0,0,0,0,0,0,0,0,0,0,0,0.013582230896391,0.176944030017962,0,0,0.0313447697254595,0,0,0,0.188423485575293,0,0,0,0,0,0,0,0.0234708282431294,0,0.225271184511908,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.133702149994365,0,-0.167887503659053,0,0,0,0,0,0,0,0,1.38777878078145e-17,-0.0140356665807211,0,0,0,0,0,0,0,0,1.17607872177848,0,-0.784665991246999,0,0.492352688096333,0,0,0,0,0,0,0,0,0,0,0,0,0.461326839621757,0,0,0,0,0,0,0,0,0,0,0.101778499805181,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0987734200213161,6.93889390390723e-18,0,0,0,0,0,0.0866161843064668,0.197408957299479,0,0.0929483380978139,0,0,0,0.267099692594618,0,0,0.0504904970451792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548732922694019,0
X601658.CH.Equity,0,0,0,0.165439326838858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138373957285084,0,0,0,0.141133961645125,0,0,0,0.294856999679441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0
X601328.CH.EQUITY,0.0845832695114838,0,0,0.323599675437706,0,0,0,0,0,0,0,0,0.193549512601752,0,0,0,0,0,0,0,0.020098746078159,0,0,0,0,3.46944695195361e-18,0,0,0,0.0495332228738131,0,0,0,0,0.0411397491758917,0.0630487537611874,0.05141161728317,0,0.140560572774656,0,0,0,0.0972575898410249,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0376417142421445,0.0704396769234163,0,0,0,0.270270981094919,0,0,0,0,0.098880138630261,0,0,0,0,0,0,0,0.124064658911169,0,0.0442558967752766,0,0,0,0,0,0,0,0,0,0.149979866853213,0,0,0,0,0,0,0.0250669753270922,0,0,0,0.00280233973933619,0,0,0.101095223752342,0,0,0.0643933036846318,0.032726793587165,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.332121778639306,0,0,0,0,0,0,0,0,0,0.16546164596746,0,0.00896509744513841,0,0,0.21356217182364,0,0,0,0,0,0,0.0221863428149338,0,0,0,0,0,0,0,0,0,0.123023953615934,0,0,0,0.11366517264496,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.110333704090071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.442413273187609,0,0.225756872105149,0,0.030441788238862,0,0.136575006893181,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0
