,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.109363668084084,0,0,0,0,0,0,0,0,0,0,0,0.606554957764828,0.462378005582269,-0.083462173610543,0,0.0976609491752368,0,0,-0.00143989731460535,0,-0.11385067761097,0,0,-0.246663766735514,0,0,0,-0.434917089471825,0,0,0,0,0,0.0590555281185087,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0320721509978218,0,0.00696351285785099,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.337467734514108,0,0.0698522088677811,0,0,0,0,0,0,0,0,0.0847766900065039,0,0,0,0,0,0,0,0,0.320591609336581,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0744021978829556,0,0,0.327467448682181,0,0,0,0,0.0663869530773491,0,0,0,0.0398594217601217,0.167571549891654,0,0.105308745186312,0,0,0,0,0,0,0.0155130379494822,0,0,0,-0.0152516220751811,0,0,0,0,0,0,0,0,0,0,-0.0283671976693503,0,0,-0.0156393410383311,0.0133313837801322,0,0,0,0,0,-6.93889390390723e-18,0,0.300084916732365,0,-0.105540530598992
X601288.CH.EQUITY,0,0,0.336468948426422,0,0.328374832680475,0.0531867073344894,0,0.0309207992892463,8.67361737988404e-19,0,-4.33680868994202e-19,-0.00473347593855401,0,0.1010351458121,0,0.0443380044207021,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0574548343550767,0,0,0,-0.00753088366104127,0,0,0,0,0,0.0327039233209149
X601988.CH.EQUITY,0,0,0,0.333352551447261,0,0,0,0,0,0.410994731854949,0,0,0,0,0.147968875281406,0,0,0,0.0567408934373732,0,0,0,0.0924344232173378,0,0.0255947222447353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.351297388519431,0,0,0.0670511384400567,0,0,0,0,0,0,0,-0.151550831615878
X600036.CH.EQUITY,0,0,0.282961517385157,0,0,0,0,0.11062309279466,0.108771554508192,0,-0.00238314506206773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067786220529759,0,0,0,0,0,0,-0.0280467614741518,0,0.232054105944139,0,0,0,0,0,0,0,-0.0396861001453507,0,0,0,0,0,0.125620593263263,0,0,0,0.0188613416028406
X601628.CH.EQUITY,0,0,0,0,0,0.341786313809202,0,0,0,0,-0.0736093641411202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186291698299148,0,0,0.0814180032705081,0.0388300257519767,0.0744900817960066,0.0448651398552724,0,-0.0305331745346172,0.0482481436861603,0,0.129068948835305,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0778249175238137,0,0,0,0,0,0,0,0,0,0.0334272692971301,0,0,0,0,0.185364257129237,-0.0589935862110787,0,0,0,0,0,0,0.16108231486671,0,0,0,0,0,0,0.0219208475520777,0.038612720837026,0,0,0,0.173026648469232,0.11723891501177,0,0,0,0,0.444535339064719,0,0,0.0890943593481342,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.113563709067093,0,0,-0.397015549149851,0.889646748264595,0,0.0748707453736554,0,0,0.666329461250071,0,0,0,0,0,0,-0.235810635105646,0,0,0,0,0,0.196535736749346,0.135500629772493,0,0,0,0,0,0.123269942293023,0.106317632525412
X601658.CH.Equity,0,0,0,0,0.00989829457662957,0,0,0,0,0,0,0,0,0,0,0,0,0.212183223091855,0.0385722157312708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250023735948979,0,0,0,0,-0.0132501611695606,0,0,0,0
