,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.113831945358281,0,0.0858265926691586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412288368916375,0,0.499637929757707,0,0,0.151189352370495,0,0,0,0,-0.148872006608391,0,0,0,0,-0.166671567942835,0,0,0,0,-0.808350818122784,0,0,0,0,0,0,0.0905730048884087,0,0,0
X601939.CH.EQUITY,0,0,0,0.269594375100871,0,0,0,0,0.189492273520185,0,0,0.00595715116723121,0,0.160498507119953,-0.00443988664306864,0,0,0,0,0.0453354436944665,0,-0.0203772373743073,0,0.0154965024845573,0,0,-0.0510723034877324,0,0,0,0,0,0,0,-0.0903124228050828,0,0,-0.0655874675297035,0,0.049499795494983,0,0,0,0,0,0.450758496992353,0,0,0,0,-0.13412240918789,0
X601318.CH.EQUITY,0,0,0,1.73472347597681e-18,0.0666042971926443,0.295227985586818,0,0,0,0,0,0,0,0,0,0,0,0,0.0494320888387505,0,0.129325706754132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328769269963805,0,0,0,0.026416964607932,0,-8.67361737988404e-19,0.0745015036197217,0,0,0,0
X601288.CH.EQUITY,0,0.615288907892273,0,0,0,0,0,0,0,0.0458929183138476,0,0.0139266200143942,0.125901592884417,0.0479066118629871,0,0,0,0,0,0,0,0.0360813478628282,0.182140785329237,0,0,0,0,0,0,0,0,0,0,-0.102778689378074,0,0,0,0,0,0,0,0,0,-0.0567008356203048,0,0,0,0,0,-0.0727595594281716,0,0
X601988.CH.EQUITY,0,0,-6.93889390390723e-18,0.388662302796269,0,0,0,0,0,0,0.230025440761256,0,0,0,0,0,0.22429871828274,0,0,0.137452120923372,0,0,0,0,0,0.0656690808920028,0,0,0,0,0,0,0,0,0,0,0,-0.542431250301473,0,0,0,0,0,0.0881390827091186,0,0,0,0,0,0,0,-0.292130952151379
X600036.CH.EQUITY,0,0.1232762367031,0.00879289536882917,0,0,0,0,0.12128081254687,0,0,0,0,0.0788499170019357,0,0,0,0,0,0.0358860777445926,0.0418129127826627,0.0841928950040777,0,0,0,0,0,0,0,0,0,0,0,0,0.361248512214005,0.103607200005314,0,0,0,0,0,0,0,0,-0.0614438046593725,0.0450695771223911,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0222608865689939,0,0,0,0,0,0,0,0,0,0.153296318874741,0,0,0.118441188899399,0,0,0,0.302349901184303,3.46944695195361e-18,0,0,0,-0.114742860276602,0.0467218275317584,0,0,0,0,0.0397027394660305,0,0,0,0,0.0493462862167524,0,0,0,0,0.0261675703238468,0,0,0,0,0.337755915827677,0.0360898773909102,0,0,0,0.0345418703936522,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.339586617052824,0,0,0,-0.161410214137757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0339328882020955,0,0,0,0,0,0,0,0,0.0678669243507686,0.168503411828539,0,0.0973728774040024,0,0.130085921906768,0.0707587616479733,0,0,0,0.138541259522991,0,0,0,-0.0605993284530193,0,0,-0.00439727614340878
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457160754808953,0,0,0,0,0,0,0.0419263284803172,0.53671977258785,-0.338875726731437,0,0.593080354308062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469992766834597,0,0.213744251580419,0,0
X388.HK.EQUITY,0,0,0.273873942214643,0.0279702027514971,0,0,0,0,-0.0291749630764731,0,0,0.010372545409107,0,0,0,0,0,0,0,0,0,0.196079450537127,0,0,0,0,0,0,0,0,0,0,0,0,0.142216304372896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
