,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X002142.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X600926.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.279558125101117,0.115040465379787,0,0.245575312324603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199725315051011,0,0,0,0,0,0,0.0147219365412032,0,-2.16840434497101e-19,0.0185917515259172,0.0962331229352342,0,0,0,0.0891594773249229,0,0,0,0,0,0,0,0,-0.000886080885870551,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0843919131467713,0,0,0,0,0.119516542686993,0,0,0,0.0766214999418368,0.0101610760829447,0.168129736771963,0.258270047304627,0,0.0992608098278366,0,0,0,0.198242997899782,0,0.0429215082233312,0,0,0,0,0,0,0,0.0242223832880247,0,0,0,0,0,0,0.0781501093551565,0,-0.0461245486833987,0,0,0,0,0,0,0,0,0,0,-0.0114061601785147
X600036.CH.EQUITY,0,0,0,0,0,0.117234233911162,0,0,0,0,0,0,0.0873259641683603,0,0,0,0,0,0,0,0,0,0.0493305680283708,0,0,0.0779938845365816,0.337459514397289,0,0,0,0,0,0,0,0,0,0,0,-0.117843712555962,0.111646438496614,0,0,-0.0415317175888844,0,0,0,0,0,0.161248188209536,0.0191593874821749,0,0
X601939.CH.EQUITY,0.544803814461463,0.0152397302929357,0,0,0,0,0,0,0.132613929444963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130369667638562,0,0,0,0,0,0,0.0121725944671659,0,0,0.085606398280915,0,0,0.13764224491711,0,0,0,0,0,0,0,0,0,0.138042836672424,0.193555546355975,0.0449621199560182,0
X601288.CH.EQUITY,0,0,0,0.156272601464298,0,0,0.490471324345575,0,0,0,0.0476975209643757,0,0,0,0,0,0.0911924995433535,0,0,0.0427946085863741,0,0,0.0810133179051934,0,0,0.0471294807365643,0,0,0,0,0,0,0.0851363423797097,0,0,-0.0324615306655516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338257325134116
X1299.HK.EQUITY,0,0,0.0213931834068287,0,0,0,0,0,0.0637360254371821,0.267686914691561,0,0,0,0.135236768367921,0,0,0,0,0,0,0.186995070860402,-0.239921461236805,0,0,0,0,0,0,0,0.114579741315243,0,0,0,-1.0842021724855e-19,0,0,0,0.0403562290047123,0,0.154179551846781,0,0,0,0,0,0,0.221824639426109,0,0,0.017047097275747,0,0.012075091179578
X601988.CH.EQUITY,0.20591297510753,0,0,0,0.41925201762722,0,0,0,0,-0.0215151498688908,0,0,-0.0847860811690225,0,0,0.0857166508855792,0,0,0.25489684667756,-0.0232706317659268,0,0,0.0419345048513402,0,0,0,0,0,0,0,0,0,-0.183377448225198,0,0,0,0,0,-0.0429088623024472,0.0265187361272162,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164376384730754,0,0,0.214498868050121,0,0,0,0,0,0.0876864221101949,0,0.0170666209769451,0,0,-0.0534199572297478,0,0.0466684750261939,0,0.0655138501510453,0.298846388954277,0.0289304387215684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00224101471299871
X5.HK.EQUITY,0,0.138439516329733,0,0.0916343558812623,0,0,0,0,0,-0.14606200652359,0.0816729062571507,0.0694155720937115,0,0,0,0,0,0,-0.00776296024161041,0,0,0,0,0,0.257363002079501,0,0,0.134860270605394,0,0,0,0,0.0523633417177952,0,0,0,0,0,0.203753105305147,0,0,0,0.0992437004398184,0,0.132005241424959,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0382599244054857,-0.142158161677888,0,0,0,0,0,0,0,0,-0.247056282638916,0,-0.176400940767094,0,0.193580051130762,0,0.231570040767874,0,-0.176676753498304,0,0,0.164848743747709,0,0,0.493802602674682,0,0,0,0
