,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.368637396482571,0,0.297491657538066,0.00315422291165339,0,0.172799116272896,0,0.128373314121012,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.107704228397514,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.104499898553972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212739881103244,0,0,0
X601939.CH.EQUITY,0.369708398974208,0,0,0,0,0,0,0,0,0,0,0.0757522629966737,0.307429861358883,0,0,0,0,0.102142464862945,0.070911075947652,0,0,0,0,0,0,0,-0.10672455108083,-0.0122658329725547,0,0,0,0,0,0,0,0,0.0130914765124092,0,0,0,0,0,0,0,0,0,0.0298833661766315,0,0,0.0326429346368985,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0589403624058073,0,0,0,0,0.279113464753969,0,0,0,0,0,0,0,0,0,0,0,0,0.0398139369779153,0,0,0,0,0,0,0,0,0.0946199948898837,0,0,0,0,0,0.421717441267614,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.386970142199518,0.0536184204115192,0,0,0.354528491754914,0,0,0,0,0,0.113289709235181,0,0,0,0,0,0.0602151936722237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318213283911813
X601988.CH.EQUITY,0,0,0,0.264731465819252,0,0,0,0,0,0,0,0,0,0.0198505120905403,0,0,0,0,0.165401871265167,0.17093497716453,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.066875656996034,0,0,0.0240441090951887,0,0,0,0,0,0,0,0,0,0.180946226462528,0,0,0.097937787498585,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0559470363309137,0,0,0,0,0,0.0265995098854181,0,0,0,0,0,0,0,0,0,0,0,0.547767647991972,0.178983450101598,0,0,0,0,0,0,0,0,0,0.0736483215415576,0,0,0,0,0,0,0,0,0,0,0,0,0.458454514051659,0.0569845864975789,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.176155543549318,0,0,0,0.561555002839587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121148480605174,0.0981357516488866,0,0,0,0,0,0,0,0,0.093359339965612,0.0985022872426025,0,0.0500445817549436,0,0.0426231787604537,0,0,0,0,0,0,0,0,0,0,0.0385473286806049
X1299.HK.EQUITY,0.0280702890557392,0,0,0,0,0.0399538546784636,0.0707621813604007,0,0.0709148225806667,0,0,0,0,0,0,0,0.347542925835552,0,0,0,0.222807289172649,0,0.193683831426001,0,0,0,0,0.0911786003518601,0,0,0.14028101466914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.132362513044049,0.0404334054540753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39807920357083,0,0.0522686852503551,0,0,0,0,0,0,0.136813870587358,0,0,0,0,0,0,0,0,0.0272767826469464,0,0,0,0,0,0,0,0,0,0,0.0361240317564068,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108141378096241,0,0,0,0,0,0,0,0,0,0,0,0,0.311019099944488,0,0,0.244572639378964,0,0,0,0,-0.0191854724153019,-0.361299086723165,0.454476510649111,0,-0.118273651329144,0,0,0,-0.177575034670062,0.534639722956814,0,0,0,0,0
