,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.314812719575369,0.0542376324493747,0.130181614594074,0.0289494713262711,0,0.0181571987431186,0,0,0,0.246118073571429,0,0,0,0,0,0,0,0,0,0,0.00315115616777588,0.057619547679238,-0.0461639687978318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243365983510616,0,0,0,0.044973460161981,0,0,0,0,-3.46944695195361e-18,0,0.194056804292115,0
X601939.CH.EQUITY,0.311363153214577,0,0,0.203522270267744,0,0,0,0,-0.0517331026029358,-5.42101086242752e-20,0.13268878878183,0,0,0.0710656370957565,-0.088029847289558,0,0,0,0,0,0,0,0.19177321598487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255743028178558,0,0,0,0.123756836698014,2.16840434497101e-19,0,0
X601318.CH.EQUITY,0,0,0,-8.67361737988404e-19,0.289110181247179,0.0484112315083218,0,0,0,0,0,0.0412515632722478,0,0,0,0,0,0,0,0,0,0.17520713407149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964311897802177,0,0,0.0731367870784822,0,0.153922647322588,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.360927043336909,0,0,0,0.332857020061623,0,0,0,0,0,0.0230864942317397,0,0,0,0,0,0,0,0,0.0744360755902602,0.0308742000376242,0,0,0,0,0,0,0,0,0,0,0,0.043866978719526,0,0.0880249136598489,0,0,0,0,0.0418697834085635,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.500796024170299,0,0,0,0,0,0.236298665496064,0,0,0,0,0,0.225162189488431,0.066440176937226,0,0,0,0.0441184043507722,0,0,0,0,0,0.0870373383606044,0,0,0,0,0,0,0,0,-0.583389103941838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0244924713753809,0,0,0,0,0,0,0,0,0,0.208008591138538,-0.0262729504997977,0,0,0,0.109695365003102,0,0,0,0,0.13904272493299,0,0,0,0,0,0,0,0,0,0.262397325988538,0,0,0,0,0,0,0,0,0.126443434919571,0,0.118009019968602,0.116405744003548,0,0,0,0,0,0,-0.020144471047365,0
X1299.HK.EQUITY,0,0,0,0,0.0349800824374885,0,0,0,0,0,0,0,0,0.157355156569122,0,0,0.0502694022269115,0.502673617403827,0,0,0,0,0,0.135507609249144,0,0,0,0,0,0,0.0884250774148974,-0.0257275044797384,0,0,0,0,0,0,0,0,0,0,0.077732930146427,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117226480442195,0,-0.0963037669046405,0,0,0,0,0,0,0.319859344817795,-0.0311980495060293,0,0,0.615110976488159,0,0,0,0,0,0,0,0,0,0.284398388815421,0,0,0,0,0,0,-0.185170536402675,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.131069614699477,0,0,0,0,0,0,0,0,0.371868099568177,0,0,0,0,0,0,0.000639133898703007,0,0,0,0,0.0337455778321158,0,0,0.0753356412740351,0,0,0,0.249996967902294,0.0401008806954965,0,0,0,0,0,0.0417360245716943,0,0,0.166326787969415,-0.0279265589275316
X601658.CH.Equity,0,0,0,0.163996137117178,0.158016080950444,0,0,0,0,0,0,0,0,0.108815748013722,0,0,0,0,0,0,0,-0.07859143404868,0,0,0,0,0.0334989797769117,0,0.101092782858463,0,0,0,0,0,0,0,0,0.272068231933119,0,0,0,0,0,0,0,0,0,0,0.425784446941711,0,0,0
