,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.248577846235776,0,0.246508892628916,0,0,0,0,0,0,0,0,0.261089794961314,0,0,0,0,0.0345395478971868,-0.1347734406165,0,0,0,0,0,0,0,-0.0566439674756092,0,0,0,0,0,0,0,0,0,0,0,0,0.0652457276560449,0,0,0,0,0,0,0,0.0688520254857952,0,0,0,-0.0111622592636511
X601318.CH.EQUITY,0,0,-0.0958874138391724,0,0,0.0424371322613711,0.0146487832227558,0,0.220191920143519,0,1.73472347597681e-18,0,0.12490501674073,-0.00270934098903957,0,0,0.225120434180682,0,0,0,0,0,0,-0.0719127210059141,0,0,-0.103939943060107,0,0,0,-0.17354644164961,0,0,0,0.257220869836986,0,0,0,0,0.205807044063762,0.284646514706996,-0.229375582083963,0,0.268644410361006,0,0,0,0,0,0,0,-0.055974655323652
X601939.CH.EQUITY,0.659590530697845,0,0,0,0,0,0,0,0,0,0.0833654259664272,0,0.0332833771962029,0,0,0,0,0,0,0,0,0,0,0,0.001667342333434,0,0,0,0,0,0.0561452713445903,0,0,0.241397724192602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.496487911175285,0,0.0158387119073463,0,0,0.256118916219614,0,0,0,0,0,0,0,0,0,0,0,0.074093795855074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179640895582679,0,0,0,0,0,0,0,0,0,-0.0592024851710041
X5.HK.EQUITY,0,-0.206749971334801,0,0.229829108207887,0,0,0,-0.0515990779333262,0,0,0,0,0.19920902241799,0,0,0,0,0,0,0,0.486213819170301,0,0,0,0,0,0,0,0,0,0.32723518980004,0,0.0234158543012322,0,0,0,0,0,0,0,0,0.052347081061833,0,0,0,0,0,0.178848977022067,0,-0.0631565944683749,0.0835465455755905,0
X601988.CH.EQUITY,0.185008776095775,0.0381084917009443,0.209903899954754,0,0,0,0,0,0.143290236072973,0,0,0.0170932916269473,0,-0.202479492721044,0,0,0,0,0,0,0.0785818706645729,0,0.154359136524415,0,0,0,0,0,0,0,0,0,0,0.0526978726047382,-3.46944695195361e-18,0,0.029539934354577,0,0,0.194888484704178,0,0,0,0.0829003113976163,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.186499564832363,0,0,0.0291601697999653,0,0.124309522404335,0,0.364516140452876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555979534506448,0,0.0787730015967741,0.0119913851773402,0,0.0714249344075159,0,0,0,0.0580912364974538,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.13528344325224,0,0,0,0.120736119162517,0,0,-0.0793456909756922,0,0,0,0.231232870705722,0,0,0.0624503144966359,0,0,0.0307321388761207,0,0.0316437066801425,0,0.0585857761591728,0,0,0,0,0.0187197789108669,0.250636779338319,0,0.00377564731973317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.356040125909755,0.138270317486456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657675421004804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138556043774408,0,0,0,0,0,0,0,0,0,0,0.0545515110629844,0,0,0,0.122450176410604
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262264757418105,0,0,0,0,0.0962478601991458,0,0,0,0,0,0,0,0.502178799845684,0,0,0,-0.451853540854852,0,0.266237240384051,0,0,0,0.252902137079185,0.0879509708933454,-0.141777363346192,-0.351416656251797,0,0,-0.309016774413633
